"ID","Name","Flags","Type","SoundID","SpellID","MaxDarkenDepth","FogDarkenintensity","AmbDarkenintensity","DirDarkenintensity","LightID","ParticleScale","ParticleMovement","ParticleTexSlots","MaterialID","Texture_1","Texture_2","Texture_3","Texture_4","Texture_5","Texture_6","Color_1","Color_2","Float_1","Float_2","Float_3","Float_4","Float_5","Float_6","Float_7","Float_8","Float_9","Float_10","Float_11","Float_12","Float_13","Float_14","Float_15","Float_16","Float_17","Float_18","Int_1","Int_2","Int_3","Int_4"
"1194","10.0 Tyrhold Eternity Water - Darker","15","1","1112","0","30","0.5","0.5","0.25","0","1","0","0","0","xtextures\eternitywater\eternitywater_magic02.blp","xtextures\eternitywater\eternitywater_magic01.blp","xtextures\eternitywater\eternitywaterdiffuse_dark.blp","xtextures\ocean\newoceanbump.blp","xtextures\eternitywater\eternitywater_magic03.blp","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1195","10.0 Tyrhold Eternity Water - Darker - No Shore","15","1","1112","0","30","0.5","0.5","0.25","0","1","0","0","0","xtextures\eternitywater\eternitywater_magic02.blp","xtextures\eternitywater\eternitywater_magic01.blp","xtextures\eternitywater\eternitywaterdiffuse_dark.blp","xtextures\ocean\newoceanbump.blp","xtextures\eternitywater\eternitywater_magic03.blp","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1196","Felava - Generic TEST","120","2","238384","0","0","0","0","0","6","4","0","0","0","xtextures\fel\feldeep.blp","xtextures\fel\felshallow.blp","xtextures\fel\felspecular.blp","xtextures\fel\felshore.blp","xtextures\fel\felemissive.blp","xtextures\fel\felanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1197","10.0 Dungeon - Brackenhide - Rotting Creek ","127","2","0","374245","0","0","0","0","0","4","0","0","0","xtextures\swamp\swampalgae_shallow01.blp","xtextures\swamp\swampalgae_mid01.blp","xtextures\swamp\swampalgae_deep01.blp","xtextures\swamp\swampalgae_shore01.blp","xtextures\river\fast_a.%d.blp","xtextures\fel\felanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1198","102 Zone Water","15","1","1112","0","30","0.5","0.5","0.25","0","1","0","0","0","xtextures\emeralddream\emeralddreamwater_sparkle02.blp","xtextures\emeralddream\emeralddreamwater_sparkle03.blp","xtextures\emeralddream\emeralddreamwater_diffuse01.blp","xtextures\ocean\newoceanbump.blp","xtextures\emeralddream\emeralddreamwater_foam01.blp","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1199","10.0 Tyrhold Eternity Water - No Gold","15","1","1112","0","30","0.5","0.5","0.25","0","1","0","0","0","xtextures\eternitywater\eternitywater_magic_nogold_%d.blp","xtextures\eternitywater\eternitywater_magic_nogold_%d.blp","xtextures\eternitywater\eternitywaterdiffuse_nogold.blp","xtextures\ocean\newoceanbump.blp","xtextures\eternitywater\eternitywater_magic_nogold_%d.blp","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1200","10.0 Tyrhold Eternity Water - Super Dark","15","1","1112","0","30","0.5","0.5","0.25","0","1","0","0","0","xtextures\eternitywater\eternitywater_magic02.blp","xtextures\eternitywater\eternitywater_magic01.blp","xtextures\eternitywater\eternitywaterdiffuse_superdark.blp","xtextures\ocean\newoceanbump.blp","xtextures\eternitywater\eternitywater_magic03.blp","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1203","10.0 Tyrhold Eternity Water - Super Dark - Blue","15","1","1112","0","30","0.5","0.5","0.25","0","1","0","0","0","xtextures\eternitywater\eternitywater_magic02.blp","xtextures\eternitywater\eternitywater_magic01.blp","xtextures\eternitywater\eternitywaterdiffuse_superdark.blp","xtextures\ocean\newoceanbump.blp","xtextures\eternitywater\eternitywater_magic03.blp","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1204","10DU Void Water","2063","1","0","0","30","0.5","0.5","0.25","0","1","0","0","0","xtextures\void\voiddetail01.blp","xtextures\void\voiddetail01.blp","xtextures\void\voiddiffuse01.blp","xtextures\ocean\newoceanbump.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1205","10FX-Generic-Lava-Molten-Interior-(0.2 Depth)-Damage Ramp","123","2","238384","406712","0","0","0","0","5614","4","0","0","0","xtextures\10_lava\fx_lava_shallow_molten.blp","xtextures\10_lava\fx_lava_deep_molten.blp","xtextures\10_lava\fx_lava_specular.blp","xtextures\10_lava\fx_lava_shore_molten.blp","xtextures\10_lava\fx_lava_emissive_molten.blp","xtextures\azerite\azeriteanim.%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1206","10FX - Generic - Lava - Molten - Interior - (0.2 Depth)","123","2","238384","372339","0","0","0","0","5614","4","0","0","0","xtextures\10_lava\fx_lava_shallow_molten.blp","xtextures\10_lava\fx_lava_deep_molten.blp","xtextures\10_lava\fx_lava_specular.blp","xtextures\10_lava\fx_lava_shore_molten.blp","xtextures\10_lava\fx_lava_emissive_molten.blp","xtextures\azerite\azeriteanim.%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1207","10EMD Tree Town Water","15","1","1112","0","30","0.5","0.5","0.25","0","1","0","0","0","xtextures\eternitywater\eternitywater_magic_nogold_%d.blp","xtextures\eternitywater\eternitywater_magic_nogold_%d.blp","xtextures\eternitywater\eternitywaterdiffuse_nogold.blp","xtextures\ocean\newoceanbump.blp","xtextures\eternitywater\eternitywater_magic_nogold_%d.blp","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1208","Friendly Ichor","106","3","3880","0","0","0","0","0","5085","4","0","0","0","xtextures\plagueslimetoxic\plagueslimetoxicdeep.blp","xtextures\plagueslimetoxic\plagueslimetoxicshallow.blp","xtextures\plagueslimetoxic\plagueslimetoxicspecular.blp","xtextures\plagueslime\plagueslimeshorelowcontrast.blp","xtextures\plagueslimetoxic\plagueslimetoxicemissive.blp","xtextures\plagueslime\plagueslimeanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1209","Magenta Liquid Fog","8","0","0","0","0","0","0","0","0","1","0","0","0","xtextures\fx\density.blp","proceduralRiverDepthTex","XTextures\ocean\newoceanbump.blp","XTextures\foam\waterchop7bw.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1210","10FX - Generic - Lava - Molten - Interior - (0.0 Depth)","123","2","238384","372339","0","0","0","0","5614","4","0","0","0","xtextures\10_lava\fx_lava_shallow_molten.blp","xtextures\10_lava\fx_lava_shallow_molten.blp","xtextures\10_lava\fx_lava_specular.blp","xtextures\10_lava\fx_lava_shore_molten.blp","xtextures\10_lava\fx_lava_emissive_molten.blp","xtextures\azerite\azeriteanim.%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1211","00FX - Test Dungeon - Test Liquid (DO NOT USE)","120","2","238384","458835","0","0","0","0","1029","4","0","0","0","xtextures\11_toxicsludge\11fx_toxic_sludge_deep.blp","xtextures\11_toxicsludge\11fx_toxic_sludge_shallow.blp","xtextures\11_toxicsludge\11fx_toxic_sludge_spec.blp","xtextures\11_toxicsludge\11fx_toxic_sludge_shore.blp","xtextures\11_toxicsludge\11fx_toxic_sludge_emissive.blp","xtextures\11_toxicsludge\11fxntoxicsludge_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1212","11FX - Generic - BlackBlood - Interior - Medium (5 - 16 Yards)","27","2","271898","434275","1","1","1","1","6334","4","0","0","0","xtextures\11_blackblood\11fx_blackblood_deep.blp","xtextures\11_blackblood\11fx_blackblood_shallow.blp","xtextures\11_blackblood\11fx_blackblood_specular.blp","xtextures\11_blackblood\11fx_blackblood_shore.blp","xtextures\11_blackblood\11fx_blackblood_emissive.blp","xtextures\11_blackblood\blackbloodanim.%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1213","11FX - Generic - BlackBlood - Interior - Shallow (1 - 6 Yards)","27","2","271898","434275","1","1","1","1","6334","4","0","0","0","xtextures\11_blackblood\11fx_blackblood_deep.blp","xtextures\11_blackblood\11fx_blackblood_shallow.blp","xtextures\11_blackblood\11fx_blackblood_specular.blp","xtextures\11_blackblood\11fx_blackblood_shore.blp","xtextures\11_blackblood\11fx_blackblood_emissive.blp","xtextures\11_blackblood\blackbloodanim.%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1215","Anim Test Water","2663","0","1112","0","0","0","0","0","0","0","0","0","0","XTextures\river\lake_a.%d.blp","proceduralRiverDepthTex","XTextures\ocean\newoceanbump.blp","XTextures\foam\waterchop7bw.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1216","11FX - Raid - Slime Boss - Shallow (1 - 2 Yards)","31","2","238384","445518","1","1","1","1","6334","4","0","0","0","xtextures\11_blackblood\11fx_blackblood_shallow_lighter.blp","xtextures\11_blackblood\11fx_blackblood_shallow_lighter.blp","xtextures\11_blackblood\11fx_blackblood_specular.blp","xtextures\11_blackblood\11fx_blackblood_shore.blp","xtextures\11_blackblood\11fx_blackblood_emissive.blp","xtextures\11_blackblood\blackbloodanim.%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1217","12FX - Generic - BlackBlood - Exterior - Shallow (1 - 6 Yards)","27","2","271898","456057","1","1","1","1","6334","4","0","0","0","xtextures\11_blackblood\11fx_blackblood_deep.blp","xtextures\11_blackblood\11fx_blackblood_shallow.blp","xtextures\11_blackblood\11fx_blackblood_specular.blp","xtextures\11_blackblood\11fx_blackblood_shore.blp","xtextures\11_blackblood\11fx_blackblood_emissive.blp","xtextures\11_blackblood\blackbloodanim.%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1218","12FX - Generic - BlackBlood - Exterior - Medium (5 - 16 Yards)","27","2","271898","456057","1","1","1","1","6334","4","0","0","0","xtextures\11_blackblood\11fx_blackblood_deep.blp","xtextures\11_blackblood\11fx_blackblood_shallow.blp","xtextures\11_blackblood\11fx_blackblood_specular.blp","xtextures\11_blackblood\11fx_blackblood_shore.blp","xtextures\11_blackblood\11fx_blackblood_emissive.blp","xtextures\11_blackblood\blackbloodanim.%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1219","11FX - Toxic Sludge - Exterior - Shallow Streams (1 - 6 Yards)","120","2","272864","458835","0","0","0","0","1029","4","0","0","0","xtextures\11_toxicsludge\11fx_toxic_sludge_deep.blp","xtextures\11_toxicsludge\11fx_toxic_sludge_shallow.blp","xtextures\11_toxicsludge\11fx_toxic_sludge_spec.blp","xtextures\11_toxicsludge\11fx_toxic_sludge_shore.blp","xtextures\11_toxicsludge\11fx_toxic_sludge_emissive.blp","xtextures\11_toxicsludge\normals\version_02\fxntoxicsludge_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1220","FelShallow - Generic - Damage Type Spell","122","2","238384","457741","0","0","0","0","6","4","0","0","0","xtextures\fel\feldeep.blp","xtextures\fel\felshallow.blp","xtextures\fel\felspecular.blp","xtextures\fel\felshore.blp","xtextures\fel\felemissive.blp","xtextures\fel\felanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1221","11FX - Toxic Sludge - Exterior - Medium (5 - 9 Yards)","120","2","272864","458835","0","0","0","0","1029","4","0","0","0","xtextures\11_toxicsludge\11fx_toxic_sludge_deep.blp","xtextures\11_toxicsludge\11fx_toxic_sludge_shallow.blp","xtextures\11_toxicsludge\11fx_toxic_sludge_spec.blp","xtextures\11_toxicsludge\11fx_toxic_sludge_shore.blp","xtextures\11_toxicsludge\11fx_toxic_sludge_emissive.blp","xtextures\11_toxicsludge\normals\version_02\fxntoxicsludge_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1222","12XP Puddle Water","15","0","1112","0","0","0","0","0","0","1","0","0","0","XTextures\river\lake_a.%d.blp","proceduralRiverDepthTex","XTextures\ocean\newoceanbump.blp","xtextures\foam\waterchop7bw.blp","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1223","12.0 Rootlands/Harandar Rift of Aln Water","15","1","1112","0","30","0.5","2","1","0","1","0","0","0","xtextures\valkyrwater\valkyrwater_sparkle2.blp","xtextures\valkyrwater\valkyrwater_sparkle3.blp","xtextures\valkyrwater\valkyrwaterdiffuse.blp","xtextures\ocean\newoceanbump.blp","xtextures\valkyrwater\valkyrwater_sparkle.blp","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1224","11FX - Generic - BlackBlood - Exterior - Shallow (1 - 6 Yards) - Alternate damage","27","2","271898","1240924","1","1","1","1","6334","4","0","0","0","xtextures\11_blackblood\11fx_blackblood_deep.blp","xtextures\11_blackblood\11fx_blackblood_shallow.blp","xtextures\11_blackblood\11fx_blackblood_specular.blp","xtextures\11_blackblood\11fx_blackblood_shore.blp","xtextures\11_blackblood\11fx_blackblood_emissive.blp","xtextures\11_blackblood\blackbloodanim.%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1225","12ZAM - Swamp Water - Green Orange","127","2","0","0","0","0","0","0","0","4","0","0","0","xtextures\swamp\swampalgae_shallow02.blp","xtextures\swamp\swampalgae_mid01.blp","xtextures\swamp\swampalgae_deep01.blp","xtextures\swamp\swampalgae_shore02.blp","xtextures\river\fast_a.%d.blp","xtextures\fel\felanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1226","12RTL Main Biome Water","15","1","1112","0","30","0.5","0.5","0.25","0","1","0","0","0","xtextures\eternitywater\eternitywater_magic05.blp","xtextures\eternitywater\eternitywater_magic04.blp","xtextures\eternitywater\eternitywaterdiffuse_%d.blp","xtextures\ocean\newoceanbump.blp","xtextures\eternitywater\eternitywater_magic06.blp","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1233","12FX - Ula'Tek - Exterior - Medium - JWA","120","2","272864","1256273","0","0","0","0","6843","4","0","0","0","xtextures\11_toxicsludge\11fx_toxic_sludge_deep.blp","xtextures\11_toxicsludge\11fx_toxic_sludge_shallow.blp","xtextures\11_toxicsludge\11fx_toxic_sludge_spec.blp","xtextures\11_toxicsludge\11fx_toxic_sludge_shore.blp","xtextures\11_toxicsludge\11fx_toxic_sludge_emissive.blp","xtextures\11_toxicsludge\normals\version_02\fxntoxicsludge_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1234","12FX - Ula'Tek - Exterior - Shallow - JWA","120","2","272864","1256273","0","0","0","0","6843","4","0","0","0","xtextures\11_toxicsludge\11fx_toxic_sludge_deep.blp","xtextures\11_toxicsludge\11fx_toxic_sludge_shallow.blp","xtextures\11_toxicsludge\11fx_toxic_sludge_spec.blp","xtextures\11_toxicsludge\11fx_toxic_sludge_shore.blp","xtextures\11_toxicsludge\11fx_toxic_sludge_emissive.blp","xtextures\11_toxicsludge\normals\version_02\fxntoxicsludge_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1236","11XP - Dusk Water","127","2","0","0","0","0","0","0","0","4","0","0","0","xtextures\swamp\swampalgae_shallow01.blp","xtextures\swamp\swampalgae_mid01.blp","xtextures\swamp\swampalgae_deep01.blp","xtextures\swamp\swampalgae_shore02.blp","xtextures\river\fast_a.%d.blp","xtextures\fel\felanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1255","12RTL Rootlands/Harandar Den Water","15","1","1112","0","30","0.5","0.5","0.25","0","1","0","0","0","xtextures\valkyrwater\valkyrwater_sparkle2.blp","xtextures\valkyrwater\valkyrwater_sparkle3.blp","xtextures\rootlands\12rtl_water_den_%d.blp","xtextures\ocean\newoceanbump.blp","xtextures\valkyrwater\valkyrwater_sparkle.blp","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"936","FelShallow - Tanaan Jungle Specific","122","2","238384","188517","0","0","0","0","6","4","0","0","0","xtextures\fel\feldeep.blp","xtextures\fel\felshallow.blp","xtextures\fel\felspecular.blp","xtextures\fel\felshore.blp","xtextures\fel\felemissive.blp","xtextures\fel\felanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1172","FelDeep - Generic","104","2","238384","0","0","0","0","20","6","4","0","0","0","xtextures\fel\feldeep.blp","xtextures\fel\felshallow.blp","xtextures\fel\felspecular.blp","xtextures\fel\felshore.blp","xtextures\fel\felemissive.blp","xtextures\fel\felanim_%d.blp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
