ID,Flags,AttachmentID,AttachmentOffsetX,AttachmentOffsetY,AttachmentOffsetZ,EnterPreDelay,EnterSpeed,EnterGravity,EnterMinDuration,EnterMaxDuration,EnterMinArcHeight,EnterMaxArcHeight,EnterAnimStart,EnterAnimLoop,RideAnimStart,RideAnimLoop,RideUpperAnimStart,RideUpperAnimLoop,ExitPreDelay,ExitSpeed,ExitGravity,ExitMinDuration,ExitMaxDuration,ExitMinArcHeight,ExitMaxArcHeight,ExitAnimStart,ExitAnimLoop,ExitAnimEnd,PassengerYaw,PassengerPitch,PassengerRoll,PassengerAttachmentID,VehicleEnterAnim,VehicleExitAnim,VehicleRideAnimLoop,VehicleEnterAnimBone,VehicleExitAnimBone,VehicleRideAnimBone,VehicleEnterAnimDelay,VehicleExitAnimDelay,VehicleAbilityDisplay,EnterUISoundID,ExitUISoundID,UiSkin,FlagsB,CameraEnteringDelay,CameraEnteringDuration,CameraExitingDelay,CameraExitingDuration,CameraOffsetX,CameraOffsetY,CameraOffsetZ,CameraPosChaseRate,CameraFacingChaseRate,CameraEnteringZoom,CameraSeatZoomMin,CameraSeatZoomMax
2067,49167,5,-0.8,0,-0.1,0,7,19.29,0,0,1,4,37,38,103,-1,128,103,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,33570827,21,0,0,0,0,7,19.29,0,0,1,4,37,38,91,91,27,27,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,1359044611,13,0,0,0,0,30,20,0,0,1,4,-1,-1,-1,40,-1,132,0,7,19.29,0,0,1,4,40,40,39,0,0,0,19,455,457,456,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071,1,10,-0.2,0,-0.2,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,3.141593,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,33587209,5,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,17,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,33587209,1,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,34,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,33587209,3,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,21,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,33587209,4,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,22,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,33587209,5,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,17,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,33587209,10,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,12,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,33587211,21,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,91,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079,33587215,2,0,0,-1,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,1662028815,21,0,0,0,0,7,19.29,0,0,1,4,37,38,91,91,-1,-1,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2083,1645251083,1,0,0,0,0,7,19.29,0,1,0,4,37,38,-1,91,128,123,0,7,19.29,0,1,0,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,1107346443,21,0,0,0,0,60,19.29,0,0,1,4,37,38,-1,91,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,1644201999,21,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,91,-1,91,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2091,33587215,13,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,1107331083,21,0,0,0,0,60,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,33603595,21,-5,0,0,0,60,19.29,0,0,1,4,37,38,-1,91,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,1124122635,21,0,0,0,0,60,19.29,0,3,1,4,37,38,91,91,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,91,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,269033478,5,1,0,3.5,0,30,19.29,0,0,1,1,37,38,-1,193,-1,81,0,15,200,0,0,1,4,37,38,39,0.523599,0.523599,0.523599,34,-1,16,-1,-1,-1,-1,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,33587215,13,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,33587211,21,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,91,91,29,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,-2113871861,21,-3.5,0,-0.2,0,60,19.29,1,3,4,8,37,38,-1,91,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,-4.5,0,0,0,0,0
2101,1126221067,21,0,0,0,0,60,19.29,0,0,1,4,37,38,-1,91,128,123,0,5,12.29,1.3,1.3,1,1,469,470,471,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,1660979215,21,0,0,0,0,7,19.29,0,0,1,4,37,38,91,91,91,91,0,15,30,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2103,33587215,13,0,0,0,0,30,30,0,0,1,4,37,38,38,38,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,34,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,33587215,15,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,33587215,16,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2108,33587215,14,0,0,0,0,40,19,0,1,3,5,37,38,38,38,132,132,0,15,30,0,0,1,4,269,269,230,0,0,0,34,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2109,33587215,21,-1,0,-0.5,0,30,30,0,0,1,4,37,38,91,91,91,91,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,1660977199,10,0.2,-0.05,0,0,10,19.23,0,3,5,5,37,38,91,91,91,91,0,7,19.23,0,1,0,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,33587207,21,-1.5,0,-0.5,0,40,19,0,1.5,5,7,37,38,91,91,91,91,0,15,30,0,0,1,4,269,269,230,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,33587215,13,0,0,0,0,40,19,0,1,3,5,37,38,38,38,132,132,0,15,30,0,0,1,4,269,269,230,0,0,0,34,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2116,33587215,-1,1.8,0,-1.8,0,60,19.29,0,3,2,4,37,38,-1,102,128,123,0,60,19.29,0,3,1,4,-1,38,39,-1.570796,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2124,1645250575,10,-0.15,-0.05,-0.1,0,7,19.29,0,0,1,4,37,38,91,91,91,91,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2125,33595401,14,1,0,-1.5,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,34,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2126,1645251083,1,0,0,0,0,7,19.29,0,1,0,4,37,38,-1,0,128,123,0,7,19.29,0,1,0,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2144,1107363863,21,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,91,91,91,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145,33587215,21,0,0,-0.5,0,7,19.29,0,0,1,4,37,38,-1,102,108,108,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164,1644201999,21,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,91,-1,91,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2165,33587213,21,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,91,91,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166,-973021073,-1,0,1.5,1.5,0,4,-3,0.5,1.3,-1,0,193,193,-1,193,-1,52,0,4,8,0,1.3,0,2,-1,193,-1,0,0,0,-1,9,32,83,4,-1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2167,-436164497,-1,0,-1.5,1.5,0,4,-3,0.5,1.3,-1,0,193,193,-1,193,-1,52,0,4,8,0,1.3,0,2,-1,193,-1,0,0,0,-1,9,32,83,4,-1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2168,1192306699,-1,0,0,0,0,7,19.29,0.6,1,1.5,4,-1,-1,-1,5,-1,-1,0,7,19.29,0.6,1.2,1.5,4,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169,33611787,-1,0,0,0,0,7,19.29,0.6,1,1.5,4,-1,-1,-1,-1,-1,-1,0,7,19.29,0.6,1.2,1.5,4,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170,33611787,-1,0,0,0,0,7,19.29,0.6,1,1.5,4,-1,-1,-1,-1,-1,-1,0,7,19.29,0.6,1.2,1.5,4,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2171,1779468330,21,0,0,0,0,20,19.29,0,0,1,4,37,38,-1,102,-1,-1,0,20,19.29,0,0,1,4,37,38,39,0,0,0,-1,216,-1,-1,-1,-1,-1,3,0,1,0,0,0,157760,0.25,1,0,0,0,0,20,0,0,60,40,0
2172,407797770,13,0,0,-2.65,0,7,19.29,0,0,1,4,37,38,-1,14,128,123,0,100,19.29,1,1,10,20,37,38,39,0,0,0,-1,112,107,111,4,4,1,0.47,0.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,1644169231,10,0.8,0,0.2,0,7,19.29,0,0,1,4,37,38,-1,102,91,91,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2174,33554447,0,-0.2,0.8,-1.6,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2175,1800437806,14,0.3,-1,0,0,10,19.23,0,3,5,5,37,37,38,38,38,38,0,7,19.23,0,1,0,4,37,38,39,4.712389,0,-1.570796,16,455,-1,-1,5,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2177,1660979211,21,0,0,0,0,7,19.29,0,0,1,4,37,38,91,91,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2178,33587215,21,0,0,-0.5,0,7,19.29,0,1,1,4,37,38,-1,102,91,91,0,20,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2179,33587215,5,-2,0,2.5,0,7,19.29,0,1,1,4,37,38,-1,102,91,91,0,20,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2180,33587215,5,0,0,1,0,7,19.29,0,1,1,4,37,38,-1,102,-1,102,0,20,19.29,0,0,1,4,37,38,39,0,0.174533,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2181,-1040152565,13,0,0,0,0,10,19.29,0.5,1.5,1,4,37,38,-1,213,128,123,0,10,19.29,0.5,1.5,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2182,-632389621,14,0,0,0,0,10,19.29,0.5,2,1,4,37,38,-1,214,128,123,0,10,19.29,0.5,2,1,4,37,38,39,0,0,0,-1,226,107,158,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2183,1611663878,13,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,262144,1701080649,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,32779,21,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,91,-1,-1,0,7,19.29,0,0,1,4,37,126,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,12889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,1660979211,21,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,91,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,12889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2186,1644201995,13,-1,0,0,0,7,19.29,0,0,1,4,37,38,-1,0,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,1347174958,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,1090544711,4,25,0,0,0,10,20,0,0,0,0,40,40,40,40,40,40,0,7,19.29,0,0,1,4,37,38,39,0,0,1.570796,19,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,269033478,4,0.6,0,0,0,30,19.29,0,0,1,1,37,38,-1,193,-1,81,0,15,200,0,0,1,4,37,38,39,0.523599,0.523599,0.523599,34,-1,16,-1,-1,-1,-1,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2189,1645250603,10,0.2,-0.05,0,0,10,19.23,0,3,5,5,37,38,91,91,91,91,0,7,19.23,0,1,0,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2191,7,5,0.5,0,-2.9,0,42,19.29,1,2,5,5,94,135,123,123,123,123,0,7,19.29,0,0,1,4,37,38,39,3.141593,0,0,19,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2192,1660996623,3,0,0,-0.2,0,7,19.29,0,0,1,4,37,38,132,132,-1,-1,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2193,0,13,-2,-1.5,1,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,0,14,-2,0,1,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2195,0,3,-2,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2196,0,4,-2,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2197,-486504401,13,-0.2,0,-0.5,0,10,19.23,0,3,5,5,37,38,102,102,91,320,0,7,19.23,0,1,0,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2198,-1040161785,3,-2.5,1.8,0.3,0,7,19.29,0,2,1,4,37,38,120,120,120,120,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2199,32815,4,-2.5,-2.3,0.3,0,30,19.29,0,3,1,4,37,38,25,25,25,25,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200,1645283351,21,0,0,0,0,50,19.29,0,0,0,0,40,40,-1,91,91,91,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,135,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2201,1662042159,10,0.2,-0.05,0,0,10,19.23,0,3,5,5,37,38,91,91,91,91,0,7,19.23,0,1,0,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,1644201995,21,0,0,0,0,7,19.29,0,0,1,4,37,38,91,91,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2204,1090544711,4,-25,0,0,0,10,20,0,0,0,0,40,40,40,40,40,40,0,7,19.29,0,0,1,4,37,38,39,0,0,1.570796,19,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2205,1090544711,4,0,25,0,0,10,20,0,0,0,0,40,40,40,40,40,40,0,7,19.29,0,0,1,4,37,38,39,0,0,1.570796,19,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2223,-1040159737,21,0,0,0.4,0,7,19.29,0,0,1,4,37,38,-1,27,-1,26,0,7,19.29,0,0,2,2,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2224,-1040159737,21,0,0,0.4,0,7,19.29,0,0,1,4,37,38,-1,27,-1,26,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2225,0,2,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2226,1645218311,13,0,0,0,0,27,0,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,208698384,15323468,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,1645251087,21,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2228,1081355,21,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,91,-1,-1,0,7,19.29,0,0,0,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2229,1644201997,13,-1.5,0,0,0,7,19.29,0,0,1,4,37,38,-1,0,-1,0,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,13836,13834,1,19456,0,0,0,0,0,0,0,0,0,4,4,0
2230,33587215,13,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2231,1644219407,3,0,0,-0.2,0,7,19.29,0,0,1,4,37,38,132,132,-1,-1,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2232,1074825231,1,-1,0,4.2,0,30,30.29,0,0,1,4,37,38,91,91,-1,-1,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2233,35684749,21,0,0,-1.3,0,7,19.29,0,0,1,4,37,38,-1,102,91,91,0,30,10.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,15335540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2234,1799391244,1,0,0,-2.75,0,7,19.29,0,0,1,4,37,38,-1,102,25,25,0,7,19.29,0,0,1,4,37,38,39,0,1.396263,3.141593,-1,455,-1,-1,26,-1,-1,0.75,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,-503281653,21,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,91,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,12197,8959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2236,441352204,14,1,1,-1,0,7,19.29,0,0,1,4,37,38,-1,102,40,40,0,15,19.29,0,0,0,0,40,40,200,0,-0.872665,-0.349066,6,455,457,456,26,26,26,0.75,0.64,1,4,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2238,1779477162,1,0,0,0,0,20,19.29,0,0,1,4,37,38,-1,102,-1,-1,0,20,19.29,0,0,1,4,37,38,39,0,0,0,-1,216,-1,-1,-1,-1,-1,3,0,1,13837,13835,0,3072,0,0,0,0,0,0,2.5,0,0,1,0,0
2240,35684749,21,0,0,-1.3,0,40,19.29,0,0,1,4,37,38,-1,102,91,91,0,18,30.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,15335540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2241,33554443,13,0,0,-0.5,0,7,19.29,0,0,1,4,37,38,-1,102,103,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2242,1644169739,13,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2244,1073809431,21,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,91,91,91,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2245,1645283855,13,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,102,128,123,0,7,19.29,0,0,4,8,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2246,32782,21,0,0,0,0,7,19.29,0,0,1,4,37,38,-1,97,128,91,0,7,19.29,0,0,1,4,37,38,39,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
