"ID","RaceID","SexID","BaseSection","TextureName_1","TextureName_2","TextureName_3","Flags","VariationIndex","ColorIndex"
"900190","9","1","2","","","","17","12","10"
"900191","9","1","2","","","","17","12","11"
"900192","9","1","2","","","","17","13","0"
"900193","9","1","2","","","","17","13","1"
"900194","9","1","2","","","","17","13","2"
"900195","9","1","2","","","","17","13","3"
"900196","9","1","2","","","","17","13","4"
"900197","9","1","2","","","","17","13","5"
"900198","9","1","2","","","","17","13","6"
"900199","9","1","2","","","","17","13","7"
"900200","9","1","2","","","","17","13","8"
"900201","9","1","2","","","","17","13","9"
"900202","9","1","2","","","","17","13","10"
"900203","9","1","2","","","","17","13","11"
"900204","9","1","2","","","","17","14","0"
"900205","9","1","2","","","","17","14","1"
"900206","9","1","2","","","","17","14","2"
"900207","9","1","2","","","","17","14","3"
"900208","9","1","2","","","","17","14","4"
"900209","9","1","2","","","","17","14","5"
"900210","9","1","2","","","","17","14","6"
"900211","9","1","2","","","","17","14","7"
"900212","9","1","2","","","","17","14","8"
"900213","9","1","2","","","","17","14","9"
"900214","9","1","2","","","","17","14","10"
"900215","9","1","2","","","","17","14","11"
"900216","9","1","2","","","","17","15","0"
"900217","9","1","2","","","","17","15","1"
"900218","9","1","2","","","","17","15","2"
"900219","9","1","2","","","","17","15","3"
"900220","9","1","2","","","","17","15","4"
"900221","9","1","2","","","","17","15","5"
"900222","9","1","2","","","","17","15","6"
"900223","9","1","2","","","","17","15","7"
"900224","9","1","2","","","","17","15","8"
"900225","9","1","2","","","","17","15","9"
"900226","9","1","2","","","","17","15","10"
"900227","9","1","2","","","","17","15","11"
"900228","9","1","2","","","","17","16","0"
"900229","9","1","2","","","","17","16","1"
"900230","9","1","2","","","","17","16","2"
"900231","9","1","2","","","","17","16","3"
"900232","9","1","2","","","","17","16","4"
"900233","9","1","2","","","","17","16","5"
"900234","9","1","2","","","","17","16","6"
"900235","9","1","2","","","","17","16","7"
"900236","9","1","2","","","","17","16","8"
"900237","9","1","2","","","","17","16","9"
"900238","9","1","2","","","","17","16","10"
"900239","9","1","2","","","","17","16","11"
"900240","9","1","2","","","","17","17","0"
"900241","9","1","2","","","","17","17","1"
"900242","9","1","2","","","","17","17","2"
"900243","9","1","2","","","","17","17","3"
"900244","9","1","2","","","","17","17","4"
"900245","9","1","2","","","","17","17","5"
"900246","9","1","2","","","","17","17","6"
"900247","9","1","2","","","","17","17","7"
"900248","9","1","2","","","","17","17","8"
"900249","9","1","2","","","","17","17","9"
"900250","9","1","2","","","","17","17","10"
"900251","9","1","2","","","","17","17","11"
"900252","9","1","2","","","","17","18","0"
"900253","9","1","2","","","","17","18","1"
"900254","9","1","2","","","","17","18","2"
"900255","9","1","2","","","","17","18","3"
"900256","9","1","2","","","","17","18","4"
"900257","9","1","2","","","","17","18","5"
"900258","9","1","2","","","","17","18","6"
"900259","9","1","2","","","","17","18","7"
"900260","9","1","2","","","","17","18","8"
"900261","9","1","2","","","","17","18","9"
"900262","9","1","2","","","","17","18","10"
"900263","9","1","2","","","","17","18","11"
"900264","9","1","2","","","","17","19","0"
"900265","9","1","2","","","","17","19","1"
"900266","9","1","2","","","","17","19","2"
"900267","9","1","2","","","","17","19","3"
"900268","9","1","2","","","","17","19","4"
"900269","9","1","2","","","","17","19","5"
"900270","9","1","2","","","","17","19","6"
"900271","9","1","2","","","","17","19","7"
"900272","9","1","2","","","","17","19","8"
"900273","9","1","2","","","","17","19","9"
"900274","9","1","2","","","","17","19","10"
"900275","9","1","2","","","","17","19","11"
"900276","9","1","2","","","","17","20","0"
"900277","9","1","2","","","","17","20","1"
"900278","9","1","2","","","","17","20","2"
"900279","9","1","2","","","","17","20","3"
"900280","9","1","2","","","","17","20","4"
"900281","9","1","2","","","","17","20","5"
"900282","9","1","2","","","","17","20","6"
"900283","9","1","2","","","","17","20","7"
"900284","9","1","2","","","","17","20","8"
"900285","9","1","2","","","","17","20","9"
"900286","9","1","2","","","","17","20","10"
"900287","9","1","2","","","","17","20","11"
"900288","9","1","2","","","","17","21","0"
"900289","9","1","2","","","","17","21","1"
"900290","9","1","2","","","","17","21","2"
"900291","9","1","2","","","","17","21","3"
"900292","9","1","2","","","","17","21","4"
"900293","9","1","2","","","","17","21","5"
"900294","9","1","2","","","","17","21","6"
"900295","9","1","2","","","","17","21","7"
"900296","9","1","2","","","","17","21","8"
"900297","9","1","2","","","","17","21","9"
"900298","9","1","2","","","","17","21","10"
"900299","9","1","2","","","","17","21","11"
"900300","9","1","2","","","","17","22","0"
"900301","9","1","2","","","","17","22","1"
"900302","9","1","2","","","","17","22","2"
"900303","9","1","2","","","","17","22","3"
"900304","9","1","2","","","","17","22","4"
"900305","9","1","2","","","","17","22","5"
"900306","9","1","2","","","","17","22","6"
"900307","9","1","2","","","","17","22","7"
"900308","9","1","2","","","","17","22","8"
"900309","9","1","2","","","","17","22","9"
"900310","9","1","2","","","","17","22","10"
"900311","9","1","2","","","","17","22","11"
"900312","9","1","2","","","","17","23","0"
"900313","9","1","2","","","","17","23","1"
"900314","9","1","2","","","","17","23","2"
"900315","9","1","2","","","","17","23","3"
"900316","9","1","2","","","","17","23","4"
"900317","9","1","2","","","","17","23","5"
"900318","9","1","2","","","","17","23","6"
"900319","9","1","2","","","","17","23","7"
"900320","9","1","2","","","","17","23","8"
"900321","9","1","2","","","","17","23","9"
"900322","9","1","2","","","","17","23","10"
"900323","9","1","2","","","","17","23","11"
"900324","9","1","2","","","","17","24","0"
"900325","9","1","2","","","","17","24","1"
"900326","9","1","2","","","","17","24","2"
"900327","9","1","2","","","","17","24","3"
"900328","9","1","2","","","","17","24","4"
"900329","9","1","2","","","","17","24","5"
"900330","9","1","2","","","","17","24","6"
"900331","9","1","2","","","","17","24","7"
"900332","9","1","2","","","","17","24","8"
"900333","9","1","2","","","","17","24","9"
"900334","9","1","2","","","","17","24","10"
"900335","9","1","2","","","","17","24","11"
"23812","9","1","3","Character\Goblin\Hair00_00.blp","","","17","0","0"
"23813","9","1","3","Character\Goblin\Hair00_01.blp","","","17","0","1"
"23814","9","1","3","Character\Goblin\Hair00_02.blp","","","17","0","2"
"23815","9","1","3","Character\Goblin\Hair00_03.blp","","","17","0","3"
"23816","9","1","3","Character\Goblin\Hair00_04.blp","","","17","0","4"
"23817","9","1","3","Character\Goblin\Hair00_05.blp","","","17","0","5"
"23818","9","1","3","Character\Goblin\Hair00_06.blp","","","17","0","6"
"23819","9","1","3","Character\Goblin\Hair00_07.blp","","","17","0","7"
"23820","9","1","3","Character\Goblin\Hair00_08.blp","","","17","0","8"
"23821","9","1","3","Character\Goblin\Hair00_09.blp","","","5","0","9"
"23822","9","1","3","Character\Goblin\Hair00_10.blp","","","5","0","10"
"23823","9","1","3","Character\Goblin\Hair00_11.blp","","","5","0","11"
"23824","9","1","3","Character\Goblin\Hair00_00.blp","","","17","1","0"
"23825","9","1","3","Character\Goblin\Hair00_01.blp","","","17","1","1"
"23826","9","1","3","Character\Goblin\Hair00_02.blp","","","17","1","2"
"23827","9","1","3","Character\Goblin\Hair00_03.blp","","","17","1","3"
"23828","9","1","3","Character\Goblin\Hair00_04.blp","","","17","1","4"
"23829","9","1","3","Character\Goblin\Hair00_05.blp","","","17","1","5"
"23830","9","1","3","Character\Goblin\Hair00_06.blp","","","17","1","6"
"23831","9","1","3","Character\Goblin\Hair00_07.blp","","","17","1","7"
"23832","9","1","3","Character\Goblin\Hair00_08.blp","","","17","1","8"
"23833","9","1","3","Character\Goblin\Hair00_09.blp","","","5","1","9"
"23834","9","1","3","Character\Goblin\Hair00_10.blp","","","5","1","10"
"23835","9","1","3","Character\Goblin\Hair00_11.blp","","","5","1","11"
"23836","9","1","3","Character\Goblin\Hair00_00.blp","","","17","2","0"
"23837","9","1","3","Character\Goblin\Hair00_01.blp","","","17","2","1"
"23838","9","1","3","Character\Goblin\Hair00_02.blp","","","17","2","2"
"23839","9","1","3","Character\Goblin\Hair00_03.blp","","","17","2","3"
"23840","9","1","3","Character\Goblin\Hair00_04.blp","","","17","2","4"
"23841","9","1","3","Character\Goblin\Hair00_05.blp","","","17","2","5"
"23842","9","1","3","Character\Goblin\Hair00_06.blp","","","17","2","6"
"23843","9","1","3","Character\Goblin\Hair00_07.blp","","","17","2","7"
"23844","9","1","3","Character\Goblin\Hair00_08.blp","","","17","2","8"
"23845","9","1","3","Character\Goblin\Hair00_09.blp","","","5","2","9"
"23846","9","1","3","Character\Goblin\Hair00_10.blp","","","5","2","10"
"23847","9","1","3","Character\Goblin\Hair00_11.blp","","","5","2","11"
"23848","9","1","3","Character\Goblin\Hair00_00.blp","","","17","3","0"
"23849","9","1","3","Character\Goblin\Hair00_01.blp","","","17","3","1"
"23850","9","1","3","Character\Goblin\Hair00_02.blp","","","17","3","2"
"23851","9","1","3","Character\Goblin\Hair00_03.blp","","","17","3","3"
"23852","9","1","3","Character\Goblin\Hair00_04.blp","","","17","3","4"
"23853","9","1","3","Character\Goblin\Hair00_05.blp","","","17","3","5"
"23854","9","1","3","Character\Goblin\Hair00_06.blp","","","17","3","6"
"23855","9","1","3","Character\Goblin\Hair00_07.blp","","","17","3","7"
"23856","9","1","3","Character\Goblin\Hair00_08.blp","","","17","3","8"
"23857","9","1","3","Character\Goblin\Hair00_09.blp","","","5","3","9"
"23858","9","1","3","Character\Goblin\Hair00_10.blp","","","5","3","10"
"23859","9","1","3","Character\Goblin\Hair00_11.blp","","","5","3","11"
"23860","9","1","3","Character\Goblin\Hair00_00.blp","","","17","4","0"
"23861","9","1","3","Character\Goblin\Hair00_01.blp","","","17","4","1"
"23862","9","1","3","Character\Goblin\Hair00_02.blp","","","17","4","2"
"23863","9","1","3","Character\Goblin\Hair00_03.blp","","","17","4","3"
"23864","9","1","3","Character\Goblin\Hair00_04.blp","","","17","4","4"
"23865","9","1","3","Character\Goblin\Hair00_05.blp","","","17","4","5"
"23866","9","1","3","Character\Goblin\Hair00_06.blp","","","17","4","6"
"23867","9","1","3","Character\Goblin\Hair00_07.blp","","","17","4","7"
"23868","9","1","3","Character\Goblin\Hair00_08.blp","","","17","4","8"
"23869","9","1","3","Character\Goblin\Hair00_09.blp","","","5","4","9"
"23870","9","1","3","Character\Goblin\Hair00_10.blp","","","5","4","10"
"23871","9","1","3","Character\Goblin\Hair00_11.blp","","","5","4","11"
"23872","9","1","3","Character\Goblin\Hair00_00.blp","","","17","5","0"
"23873","9","1","3","Character\Goblin\Hair00_01.blp","","","17","5","1"
"23874","9","1","3","Character\Goblin\Hair00_02.blp","","","17","5","2"
"23875","9","1","3","Character\Goblin\Hair00_03.blp","","","17","5","3"
"23876","9","1","3","Character\Goblin\Hair00_04.blp","","","17","5","4"
"23877","9","1","3","Character\Goblin\Hair00_05.blp","","","17","5","5"
"23878","9","1","3","Character\Goblin\Hair00_06.blp","","","17","5","6"
"23879","9","1","3","Character\Goblin\Hair00_07.blp","","","17","5","7"
"23880","9","1","3","Character\Goblin\Hair00_08.blp","","","17","5","8"
"23881","9","1","3","Character\Goblin\Hair00_09.blp","","","5","5","9"
"23882","9","1","3","Character\Goblin\Hair00_10.blp","","","5","5","10"
"23883","9","1","3","Character\Goblin\Hair00_11.blp","","","5","5","11"
"23884","9","1","3","Character\Goblin\Hair00_00.blp","","","17","6","0"
"23885","9","1","3","Character\Goblin\Hair00_01.blp","","","17","6","1"
"23886","9","1","3","Character\Goblin\Hair00_02.blp","","","17","6","2"
"23887","9","1","3","Character\Goblin\Hair00_03.blp","","","17","6","3"
"23888","9","1","3","Character\Goblin\Hair00_04.blp","","","17","6","4"
"23889","9","1","3","Character\Goblin\Hair00_05.blp","","","17","6","5"
"23890","9","1","3","Character\Goblin\Hair00_06.blp","","","17","6","6"
"23891","9","1","3","Character\Goblin\Hair00_07.blp","","","17","6","7"
"23892","9","1","3","Character\Goblin\Hair00_08.blp","","","17","6","8"
"23893","9","1","3","Character\Goblin\Hair00_09.blp","","","5","6","9"
"23894","9","1","3","Character\Goblin\Hair00_10.blp","","","5","6","10"
"23895","9","1","3","Character\Goblin\Hair00_11.blp","","","5","6","11"
"23896","9","1","3","Character\Goblin\Hair00_00.blp","","","17","7","0"
"23897","9","1","3","Character\Goblin\Hair00_01.blp","","","17","7","1"
"23898","9","1","3","Character\Goblin\Hair00_02.blp","","","17","7","2"
"23899","9","1","3","Character\Goblin\Hair00_03.blp","","","17","7","3"
"23900","9","1","3","Character\Goblin\Hair00_04.blp","","","17","7","4"
"23901","9","1","3","Character\Goblin\Hair00_05.blp","","","17","7","5"
"23902","9","1","3","Character\Goblin\Hair00_06.blp","","","17","7","6"
"23903","9","1","3","Character\Goblin\Hair00_07.blp","","","17","7","7"
"23904","9","1","3","Character\Goblin\Hair00_08.blp","","","17","7","8"
"23905","9","1","3","Character\Goblin\Hair00_09.blp","","","5","7","9"
"23906","9","1","3","Character\Goblin\Hair00_10.blp","","","5","7","10"
"23907","9","1","3","Character\Goblin\Hair00_11.blp","","","5","7","11"
"23908","9","1","3","Character\Goblin\Hair00_00.blp","","","17","8","0"
"23909","9","1","3","Character\Goblin\Hair00_01.blp","","","17","8","1"
"23910","9","1","3","Character\Goblin\Hair00_02.blp","","","17","8","2"
"23911","9","1","3","Character\Goblin\Hair00_03.blp","","","17","8","3"
"23912","9","1","3","Character\Goblin\Hair00_04.blp","","","17","8","4"
"23913","9","1","3","Character\Goblin\Hair00_05.blp","","","17","8","5"
"23914","9","1","3","Character\Goblin\Hair00_06.blp","","","17","8","6"
"23915","9","1","3","Character\Goblin\Hair00_07.blp","","","17","8","7"
"23916","9","1","3","Character\Goblin\Hair00_08.blp","","","17","8","8"
"23917","9","1","3","Character\Goblin\Hair00_09.blp","","","5","8","9"
"23918","9","1","3","Character\Goblin\Hair00_10.blp","","","5","8","10"
"23919","9","1","3","Character\Goblin\Hair00_11.blp","","","5","8","11"
"23920","9","1","3","Character\Goblin\Hair00_00.blp","","","17","9","0"
"23921","9","1","3","Character\Goblin\Hair00_01.blp","","","17","9","1"
"23922","9","1","3","Character\Goblin\Hair00_02.blp","","","17","9","2"
"23923","9","1","3","Character\Goblin\Hair00_03.blp","","","17","9","3"
"23924","9","1","3","Character\Goblin\Hair00_04.blp","","","17","9","4"
"23925","9","1","3","Character\Goblin\Hair00_05.blp","","","17","9","5"
"23926","9","1","3","Character\Goblin\Hair00_06.blp","","","17","9","6"
"23927","9","1","3","Character\Goblin\Hair00_07.blp","","","17","9","7"
"23928","9","1","3","Character\Goblin\Hair00_08.blp","","","17","9","8"
"23929","9","1","3","Character\Goblin\Hair00_09.blp","","","5","9","9"
"23930","9","1","3","Character\Goblin\Hair00_10.blp","","","5","9","10"
"23931","9","1","3","Character\Goblin\Hair00_11.blp","","","5","9","11"
"23932","9","1","3","Character\Goblin\Hair00_00.blp","","","17","10","0"
"23933","9","1","3","Character\Goblin\Hair00_01.blp","","","17","10","1"
"23934","9","1","3","Character\Goblin\Hair00_02.blp","","","17","10","2"
"23935","9","1","3","Character\Goblin\Hair00_03.blp","","","17","10","3"
"23936","9","1","3","Character\Goblin\Hair00_04.blp","","","17","10","4"
"23937","9","1","3","Character\Goblin\Hair00_05.blp","","","17","10","5"
"23938","9","1","3","Character\Goblin\Hair00_06.blp","","","17","10","6"
"23939","9","1","3","Character\Goblin\Hair00_07.blp","","","17","10","7"
"23940","9","1","3","Character\Goblin\Hair00_08.blp","","","17","10","8"
"23941","9","1","3","Character\Goblin\Hair00_09.blp","","","5","10","9"
"23942","9","1","3","Character\Goblin\Hair00_10.blp","","","5","10","10"
"23943","9","1","3","Character\Goblin\Hair00_11.blp","","","5","10","11"
"23944","9","1","3","Character\Goblin\Hair00_00.blp","","","17","11","0"
"23945","9","1","3","Character\Goblin\Hair00_01.blp","","","17","11","1"
"23946","9","1","3","Character\Goblin\Hair00_02.blp","","","17","11","2"
"23947","9","1","3","Character\Goblin\Hair00_03.blp","","","17","11","3"
"23948","9","1","3","Character\Goblin\Hair00_04.blp","","","17","11","4"
"23949","9","1","3","Character\Goblin\Hair00_05.blp","","","17","11","5"
"23950","9","1","3","Character\Goblin\Hair00_06.blp","","","17","11","6"
"23951","9","1","3","Character\Goblin\Hair00_07.blp","","","17","11","7"
"23952","9","1","3","Character\Goblin\Hair00_08.blp","","","17","11","8"
"23953","9","1","3","Character\Goblin\Hair00_09.blp","","","5","11","9"
"23954","9","1","3","Character\Goblin\Hair00_10.blp","","","5","11","10"
"23955","9","1","3","Character\Goblin\Hair00_11.blp","","","5","11","11"
"23956","9","1","3","Character\Goblin\Hair00_00.blp","","","18","12","0"
"23957","9","1","3","Character\Goblin\Hair00_01.blp","","","18","12","1"
"23958","9","1","3","Character\Goblin\Hair00_02.blp","","","18","12","2"
"23959","9","1","3","Character\Goblin\Hair00_03.blp","","","18","12","3"
"23960","9","1","3","Character\Goblin\Hair00_04.blp","","","18","12","4"
"23961","9","1","3","Character\Goblin\Hair00_05.blp","","","18","12","5"
"23962","9","1","3","Character\Goblin\Hair00_06.blp","","","18","12","6"
"23963","9","1","3","Character\Goblin\Hair00_07.blp","","","18","12","7"
"23964","9","1","3","Character\Goblin\Hair00_08.blp","","","18","12","8"
"23965","9","1","3","Character\Goblin\Hair00_09.blp","","","6","12","9"
"23966","9","1","3","Character\Goblin\Hair00_10.blp","","","6","12","10"
"23967","9","1","3","Character\Goblin\Hair00_11.blp","","","6","12","11"
"23968","9","1","3","Character\Goblin\Hair00_00.blp","","","18","13","0"
"23969","9","1","3","Character\Goblin\Hair00_01.blp","","","18","13","1"
"23970","9","1","3","Character\Goblin\Hair00_02.blp","","","18","13","2"
"23971","9","1","3","Character\Goblin\Hair00_03.blp","","","18","13","3"
"23972","9","1","3","Character\Goblin\Hair00_04.blp","","","18","13","4"
"23973","9","1","3","Character\Goblin\Hair00_05.blp","","","18","13","5"
"23974","9","1","3","Character\Goblin\Hair00_06.blp","","","18","13","6"
"23975","9","1","3","Character\Goblin\Hair00_07.blp","","","18","13","7"
"23976","9","1","3","Character\Goblin\Hair00_08.blp","","","18","13","8"
"23977","9","1","3","Character\Goblin\Hair00_09.blp","","","6","13","9"
"23978","9","1","3","Character\Goblin\Hair00_10.blp","","","6","13","10"
"23979","9","1","3","Character\Goblin\Hair00_11.blp","","","6","13","11"
"23980","9","1","3","Character\Goblin\Hair00_00.blp","","","18","14","0"
"23981","9","1","3","Character\Goblin\Hair00_01.blp","","","18","14","1"
"23982","9","1","3","Character\Goblin\Hair00_02.blp","","","18","14","2"
"23983","9","1","3","Character\Goblin\Hair00_03.blp","","","18","14","3"
"23984","9","1","3","Character\Goblin\Hair00_04.blp","","","18","14","4"
"23985","9","1","3","Character\Goblin\Hair00_05.blp","","","18","14","5"
"23986","9","1","3","Character\Goblin\Hair00_06.blp","","","18","14","6"
"23987","9","1","3","Character\Goblin\Hair00_07.blp","","","18","14","7"
"23988","9","1","3","Character\Goblin\Hair00_08.blp","","","18","14","8"
"23989","9","1","3","Character\Goblin\Hair00_09.blp","","","6","14","9"
"23990","9","1","3","Character\Goblin\Hair00_10.blp","","","6","14","10"
"23991","9","1","3","Character\Goblin\Hair00_11.blp","","","6","14","11"
"23992","9","1","3","Character\Goblin\Hair00_00.blp","","","18","15","0"
"23993","9","1","3","Character\Goblin\Hair00_01.blp","","","18","15","1"
"23994","9","1","3","Character\Goblin\Hair00_02.blp","","","18","15","2"
"23995","9","1","3","Character\Goblin\Hair00_03.blp","","","18","15","3"
"23996","9","1","3","Character\Goblin\Hair00_04.blp","","","18","15","4"
"23997","9","1","3","Character\Goblin\Hair00_05.blp","","","18","15","5"
"23998","9","1","3","Character\Goblin\Hair00_06.blp","","","18","15","6"
"23999","9","1","3","Character\Goblin\Hair00_07.blp","","","18","15","7"
"24000","9","1","3","Character\Goblin\Hair00_08.blp","","","18","15","8"
"24001","9","1","3","Character\Goblin\Hair00_09.blp","","","6","15","9"
"24002","9","1","3","Character\Goblin\Hair00_10.blp","","","6","15","10"
"24003","9","1","3","Character\Goblin\Hair00_11.blp","","","6","15","11"
"24004","9","1","3","Character\Goblin\Hair00_00.blp","","","18","16","0"
"24005","9","1","3","Character\Goblin\Hair00_01.blp","","","18","16","1"
"24006","9","1","3","Character\Goblin\Hair00_02.blp","","","18","16","2"
"24007","9","1","3","Character\Goblin\Hair00_03.blp","","","18","16","3"
"24008","9","1","3","Character\Goblin\Hair00_04.blp","","","18","16","4"
"24009","9","1","3","Character\Goblin\Hair00_05.blp","","","18","16","5"
"24010","9","1","3","Character\Goblin\Hair00_06.blp","","","18","16","6"
"24011","9","1","3","Character\Goblin\Hair00_07.blp","","","18","16","7"
"24012","9","1","3","Character\Goblin\Hair00_08.blp","","","18","16","8"
"24013","9","1","3","Character\Goblin\Hair00_09.blp","","","6","16","9"
"24014","9","1","3","Character\Goblin\Hair00_10.blp","","","6","16","10"
"24015","9","1","3","Character\Goblin\Hair00_11.blp","","","6","16","11"
"24016","9","1","4","Character\Goblin\Female\GoblinFemaleNakedPelvisSkin00_00.blp","Character\Goblin\Female\GoblinFemaleNakedTorsoSkin00_00.blp","","17","0","0"
"24017","9","1","4","Character\Goblin\Female\GoblinFemaleNakedPelvisSkin00_01.blp","Character\Goblin\Female\GoblinFemaleNakedTorsoSkin00_01.blp","","17","0","1"
"24018","9","1","4","Character\Goblin\Female\GoblinFemaleNakedPelvisSkin00_02.blp","Character\Goblin\Female\GoblinFemaleNakedTorsoSkin00_02.blp","","17","0","2"
"24019","9","1","4","Character\Goblin\Female\GoblinFemaleNakedPelvisSkin00_03.blp","Character\Goblin\Female\GoblinFemaleNakedTorsoSkin00_03.blp","","17","0","3"
"24020","9","1","4","Character\Goblin\Female\GoblinFemaleNakedPelvisSkin00_04.blp","Character\Goblin\Female\GoblinFemaleNakedTorsoSkin00_04.blp","","17","0","4"
"24021","9","1","4","Character\Goblin\Female\GoblinFemaleNakedPelvisSkin00_05.blp","Character\Goblin\Female\GoblinFemaleNakedTorsoSkin00_05.blp","","17","0","5"
"24022","9","1","4","Character\Goblin\Female\GoblinFemaleNakedPelvisSkin00_06.blp","Character\Goblin\Female\GoblinFemaleNakedTorsoSkin00_06.blp","","17","0","6"
"24023","9","1","4","Character\Goblin\Female\GoblinFemaleNakedPelvisSkin00_07.blp","Character\Goblin\Female\GoblinFemaleNakedTorsoSkin00_07.blp","","17","0","7"
"24024","9","1","4","Character\Goblin\Female\GoblinFemaleNakedPelvisSkin00_08.blp","Character\Goblin\Female\GoblinFemaleNakedTorsoSkin00_08.blp","","17","0","8"
"24025","9","1","4","Character\Goblin\Female\GoblinFemaleNakedPelvisSkin00_09.blp","Character\Goblin\Female\GoblinFemaleNakedTorsoSkin00_09.blp","","5","0","9"
"24026","9","1","4","Character\Goblin\Female\GoblinFemaleNakedPelvisSkin00_10.blp","Character\Goblin\Female\GoblinFemaleNakedTorsoSkin00_10.blp","","5","0","10"
"24027","9","1","4","Character\Goblin\Female\GoblinFemaleNakedPelvisSkin00_11.blp","Character\Goblin\Female\GoblinFemaleNakedTorsoSkin00_11.blp","","5","0","11"
"20000","12","0","0","Character\Worgen\Male\WorgenMaleSkin00_00.blp","Character\Worgen\Male\WorgenMaleSkin00_00_Extra.blp","","17","0","0"
"20001","12","0","0","Character\Worgen\Male\WorgenMaleSkin00_01.blp","Character\Worgen\Male\WorgenMaleSkin00_01_Extra.blp","","17","0","1"
"20002","12","0","0","Character\Worgen\Male\WorgenMaleSkin00_02.blp","Character\Worgen\Male\WorgenMaleSkin00_02_Extra.blp","","17","0","2"
"20003","12","0","0","Character\Worgen\Male\WorgenMaleSkin00_03.blp","Character\Worgen\Male\WorgenMaleSkin00_03_Extra.blp","","17","0","3"
"20004","12","0","0","Character\Worgen\Male\WorgenMaleSkin00_04.blp","Character\Worgen\Male\WorgenMaleSkin00_04_Extra.blp","","17","0","4"
"20005","12","0","0","Character\Worgen\Male\WorgenMaleSkin00_05.blp","Character\Worgen\Male\WorgenMaleSkin00_05_Extra.blp","","5","0","5"
"20006","12","0","0","Character\Worgen\Male\WorgenMaleSkin00_06.blp","Character\Worgen\Male\WorgenMaleSkin00_06_Extra.blp","","5","0","6"
"20007","12","0","0","Character\Worgen\Male\WorgenMaleSkin00_07.blp","Character\Worgen\Male\WorgenMaleSkin00_07_Extra.blp","","5","0","7"
"20008","12","0","1","Character\Worgen\Male\WorgenMaleFaceLower00_00.blp","Character\Worgen\Male\WorgenMaleFaceUpper00_00.blp","","1","0","0"
"20009","12","0","1","Character\Worgen\Male\WorgenMaleFaceLower00_01.blp","Character\Worgen\Male\WorgenMaleFaceUpper00_01.blp","","1","0","1"
"20010","12","0","1","Character\Worgen\Male\WorgenMaleFaceLower00_02.blp","Character\Worgen\Male\WorgenMaleFaceUpper00_02.blp","","1","0","2"
"20011","12","0","1","Character\Worgen\Male\WorgenMaleFaceLower00_03.blp","Character\Worgen\Male\WorgenMaleFaceUpper00_03.blp","","1","0","3"
"20012","12","0","1","Character\Worgen\Male\WorgenMaleFaceLower00_04.blp","Character\Worgen\Male\WorgenMaleFaceUpper00_04.blp","","1","0","4"
"20013","12","0","1","Character\Worgen\Male\WorgenMaleFaceLower00_05.blp","Character\Worgen\Male\WorgenMaleFaceUpper00_05.blp","","5","0","5"
"20014","12","0","1","Character\Worgen\Male\WorgenMaleFaceLower00_06.blp","Character\Worgen\Male\WorgenMaleFaceUpper00_06.blp","","5","0","6"
"20015","12","0","1","Character\Worgen\Male\WorgenMaleFaceLower00_07.blp","Character\Worgen\Male\WorgenMaleFaceUpper00_07.blp","","5","0","7"
"20016","12","0","1","Character\Worgen\Male\WorgenMaleFaceLower01_00.blp","Character\Worgen\Male\WorgenMaleFaceUpper01_00.blp","","1","1","0"
"20017","12","0","1","Character\Worgen\Male\WorgenMaleFaceLower01_01.blp","Character\Worgen\Male\WorgenMaleFaceUpper01_01.blp","","1","1","1"
"20018","12","0","1","Character\Worgen\Male\WorgenMaleFaceLower01_02.blp","Character\Worgen\Male\WorgenMaleFaceUpper01_02.blp","","1","1","2"
"20019","12","0","1","Character\Worgen\Male\WorgenMaleFaceLower01_03.blp","Character\Worgen\Male\WorgenMaleFaceUpper01_03.blp","","1","1","3"
"20020","12","0","1","Character\Worgen\Male\WorgenMaleFaceLower01_04.blp","Character\Worgen\Male\WorgenMaleFaceUpper01_04.blp","","1","1","4"
"20021","12","0","1","Character\Worgen\Male\WorgenMaleFaceLower02_00.blp","Character\Worgen\Male\WorgenMaleFaceUpper02_00.blp","","1","2","0"
"20022","12","0","1","Character\Worgen\Male\WorgenMaleFaceLower02_01.blp","Character\Worgen\Male\WorgenMaleFaceUpper02_01.blp","","1","2","1"
"20023","12","0","1","Character\Worgen\Male\WorgenMaleFaceLower02_02.blp","Character\Worgen\Male\WorgenMaleFaceUpper02_02.blp","","1","2","2"
"20024","12","0","1","Character\Worgen\Male\WorgenMaleFaceLower02_03.blp","Character\Worgen\Male\WorgenMaleFaceUpper02_03.blp","","1","2","3"
"20025","12","0","1","Character\Worgen\Male\WorgenMaleFaceLower02_04.blp","Character\Worgen\Male\WorgenMaleFaceUpper02_04.blp","","1","2","4"
"20026","12","0","1","Character\Worgen\Male\WorgenMaleFaceLower03_00.blp","Character\Worgen\Male\WorgenMaleFaceUpper03_00.blp","","1","3","0"
"20027","12","0","1","Character\Worgen\Male\WorgenMaleFaceLower03_01.blp","Character\Worgen\Male\WorgenMaleFaceUpper03_01.blp","","1","3","1"
"20028","12","0","1","Character\Worgen\Male\WorgenMaleFaceLower03_02.blp","Character\Worgen\Male\WorgenMaleFaceUpper03_02.blp","","1","3","2"
"20029","12","0","1","Character\Worgen\Male\WorgenMaleFaceLower03_03.blp","Character\Worgen\Male\WorgenMaleFaceUpper03_03.blp","","1","3","3"
