"ID","DisplayID","InventoryType","ItemClass","ItemSubClass","VisualSlot","CanonicalItemID","Rarity","ItemLevel","Name","Icon","ItemIDsTotal","ItemIDs"
"29949","137463","8","4","1","297","115625","4","0","Primal Gladiator's Treads of Victory","Interface\Icons\inv_boot_cloth_pvpwarlock_o_01","2","115625,117806"
"29950","137465","10","4","1","301","115761","4","0","Primal Gladiator's Felweave Handguards","Interface\Icons\inv_glove_cloth_pvpwarlock_o_01","2","115761,117942"
"29951","137466","1","4","1","283","115611","4","0","Primal Gladiator's Hood of Prowess","Interface\Icons\inv_helm_cloth_pvpwarlock_o_01","4","115611,115762,117792,117943"
"29952","137467","7","4","1","295","115617","4","0","Primal Gladiator's Trousers of Cruelty","Interface\Icons\inv_pant_cloth_pvpwarlock_o_01","4","115617,115763,117798,117944"
"29953","137468","3","4","1","287","115614","4","0","Primal Gladiator's Amice of Prowess","Interface\Icons\inv_shoulder_cloth_pvpwarlock_o_01","4","115614,115765,117795,117946"
"29954","137469","9","4","1","299","115627","4","0","Primal Gladiator's Cuffs of Cruelty","Interface\Icons\inv_bracer_cloth_pvpwarlock_o_01","2","115627,117808"
"29955","137470","20","4","1","291","115764","4","0","Primal Gladiator's Felweave Raiment","Interface\Icons\inv_chest_cloth_pvpwarlock_o_01","2","115764,117945"
"29956","137473","8","4","4","297","115706","4","0","Primal Gladiator's Warboots of Victory","Interface\Icons\inv_boot_plate_pvpdeathknight_o_01","2","115706,117887"
"29957","137474","5","4","4","291","115629","4","0","Primal Gladiator's Dreadplate Chestpiece","Interface\Icons\inv_chest_plate_pvpdeathknight_o_01","4","115629,115741,117810,117922"
"29958","137475","10","4","4","301","115630","4","0","Primal Gladiator's Dreadplate Gauntlets","Interface\Icons\inv_glove_plate_pvpdeathknight_o_01","2","115630,117811"
"29959","137477","7","4","4","295","115632","4","0","Primal Gladiator's Dreadplate Legguards","Interface\Icons\inv_pant_plate_pvpdeathknight_o_01","4","115632,115744,117813,117925"
"29960","137479","9","4","4","299","115707","4","0","Primal Gladiator's Armplates of Cruelty","Interface\Icons\inv_bracer_plate_pvpdeathknight_o_01","2","115707,117888"
"29961","137481","8","4","4","297","111179","4","0","Primal Gladiator's Warboots of Victory","Interface\Icons\inv_boot_plate_pvpdeathknight_o_01","2","111179,117686"
"29962","137482","5","4","4","291","111102","4","0","Primal Gladiator's Dreadplate Chestpiece","Interface\Icons\inv_chest_plate_pvpdeathknight_o_01","5","111102,111214,117609,117721,127049"
"29963","137483","10","4","4","301","111103","4","0","Primal Gladiator's Dreadplate Gauntlets","Interface\Icons\inv_glove_plate_pvpdeathknight_o_01","3","111103,117610,127082"
"29964","137485","7","4","4","295","111105","4","0","Primal Gladiator's Dreadplate Legguards","Interface\Icons\inv_pant_plate_pvpdeathknight_o_01","5","111105,111217,117612,117724,127104"
"29965","137491","21","2","7","313","113110","1","0","Item 113110","Interface\Icons\inv_sword_1h_arakkoa_c_01","1","113110"
"29966","137491","21","2","13","313","113113","1","0","Item 113113","Interface\Icons\inv_sword_1h_arakkoa_c_01","1","113113"
"29967","137492","22","2","7","315","113117","1","0","Item 113117","Interface\Icons\inv_sword_1h_arakkoa_c_01","1","113117"
"29968","137493","21","2","13","313","113114","1","0","Item 113114","Interface\Icons\inv_sword_1h_arakkoa_c_01","1","113114"
"29969","137494","22","2","7","315","113120","1","0","Item 113120","Interface\Icons\inv_sword_1h_arakkoa_c_01","1","113120"
"29970","137495","3","4","4","287","115633","4","0","Primal Gladiator's Dreadplate Shoulders","Interface\Icons\inv_shoulder_plate_pvpdeathknight_o_01","2","115633,117814"
"29971","137496","1","4","4","283","115631","4","0","Primal Gladiator's Dreadplate Helm","Interface\Icons\inv_helm_plate_pvpdeathknight_o_01","4","115631,115738,117812,117919"
"29972","137499","1","4","4","283","111104","4","0","Primal Gladiator's Dreadplate Helm","Interface\Icons\inv_helm_plate_pvpdeathknight_o_01","5","111104,111211,117611,117718,127071"
"29973","137500","3","4","4","287","111106","4","0","Primal Gladiator's Dreadplate Shoulders","Interface\Icons\inv_shoulder_plate_pvpdeathknight_o_01","3","111106,117613,127093"
"29974","137506","13","2","7","313","190217","3","0","Fang of the Mountain","Interface\Icons\inv_sword_1h_draenorraid_d_03purple","1","190217"
"29975","137508","13","2","7","313","113934","4","0","Fang of the Earth","Interface\Icons\inv_sword_1h_draenorraid_d_03yellow","1","113934"
"29976","137510","17","2","5","313","190714","3","0","Gorian Pulverizer","Interface\Icons\inv_mace_2h_draenorraid_d_01","1","190714"
"29977","137511","13","2","4","313","151715","4","0","Item 151715","Interface\Icons\inv_mace_2h_draenordungeon_c_01","1","151715"
"29978","137511","17","2","5","313","113838","4","0","Gar'tash, Hammer of the Breakers","Interface\Icons\inv_mace_2h_draenordungeon_c_01","3","113838,116377,146415"
"29979","137514","16","4","1","311","116171","4","0","Powerful Burnished Cloak","Interface\Icons\inv_cape_draenorcrafted_d_02grey","3","116171,116174,116175"
"29980","137515","16","4","1","311","234898","4","0","Gorgrond Cragstalker's Cloak","Interface\Icons\inv_cape_draenorcrafted_d_02red","1","234898"
"29981","137517","8","4","1","297","115828","4","0","Primal Gladiator's Felweave Treads","Interface\Icons\inv_boot_cloth_pvpwarlock_o_01","1","115828"
"29982","137519","10","4","1","301","115956","4","0","Primal Gladiator's Felweave Handguards","Interface\Icons\inv_glove_cloth_pvpwarlock_o_01","1","115956"
"29983","137521","7","4","1","295","115958","4","0","Primal Gladiator's Felweave Trousers","Interface\Icons\inv_pant_cloth_pvpwarlock_o_01","1","115958"
"29984","137523","20","4","1","291","115959","4","0","Primal Gladiator's Felweave Raiment","Interface\Icons\inv_chest_cloth_pvpwarlock_o_01","1","115959"
"29985","137533","6","4","1","293","115825","4","0","Primal Gladiator's Felweave Cord","Interface\Icons\inv_belt_cloth_pvpwarlock_o_01","1","115825"
"29986","137534","1","4","1","283","115957","4","0","Primal Gladiator's Felweave Cowl","Interface\Icons\inv_cloth_pvpwarlockgladiator_o_01helm","1","115957"
"29987","137535","3","4","1","287","115960","4","0","Primal Gladiator's Felweave Amice","Interface\Icons\inv_shoulder_cloth_pvpwarlock_o_01","1","115960"
"29988","137553","3","4","1","287","118366","3","0","Orgrimmar Spaulders","Interface\Icons\inv_shoulder_08","1","118366"
"29989","137554","6","4","1","293","118369","3","0","Orgrimmar Belt","Interface\Icons\inv_belt_06","1","118369"
"29990","137555","16","4","1","311","113847","4","0","Cloak of Searing Shadows","Interface\Icons\inv_cape_draenorraid_d_01caster_blue","5","113847,113937,114606,119346,120078"
"29991","137556","16","4","1","311","113878","4","0","Barrage Dodger Cloak","Interface\Icons\inv_cape_draenorraid_d_01caster_purple","2","113878,114605"
"29992","137557","16","4","1","311","116295","4","0","Cloak of Overflowing Energies","Interface\Icons\inv_cape_draenorraid_d_01caster_red","1","116295"
"29993","137559","8","4","2","297","115881","4","0","Primal Gladiator's Ironskin Boots","Interface\Icons\inv_boot_leather_pvpmonkgladiator_o_01","2","115881,115966"
"29994","137560","5","4","2","291","115886","4","0","Primal Gladiator's Ironskin Tunic","Interface\Icons\inv_chest_leather_pvpmonkgladiator_o_01","2","115886,115891"
"29995","137561","10","4","2","301","115882","4","0","Primal Gladiator's Ironskin Gloves","Interface\Icons\inv_glove_leather_pvpmonkgladiator_o_01","2","115882,115887"
"29996","137563","7","4","2","295","115884","4","0","Primal Gladiator's Ironskin Legguards","Interface\Icons\inv_pant_leather_pvpmonkgladiator_o_01","2","115884,115889"
"29997","137566","3","4","2","287","115885","4","0","Primal Gladiator's Ironskin Spaulders","Interface\Icons\inv_shoulder_leather_pvpmonkgladiator_o_01","2","115885,115890"
"29998","137585","8","4","3","297","115686","4","0","Primal Gladiator's Footguards of Prowess","Interface\Icons\inv_boot_mail_pvphunter_o_01","2","115686,117867"
"29999","137586","5","4","3","291","115639","4","0","Primal Gladiator's Chain Armor","Interface\Icons\inv_chest_mail_pvphunter_o_01","4","115639,115788,117820,117969"
"30000","137587","10","4","3","301","115640","4","0","Primal Gladiator's Chain Gauntlets","Interface\Icons\inv_glove_mail_pvphunter_o_01","4","115640,115779,117821,117960"
"30001","137589","7","4","3","295","115642","4","0","Primal Gladiator's Chain Leggings","Interface\Icons\inv_pant_mail_pvphunter_o_01","4","115642,115781,117823,117962"
"30002","137592","9","4","3","299","115689","4","0","Primal Gladiator's Armbands of Cruelty","Interface\Icons\inv_bracer_mail_pvphunter_o_01","4","115689,115690,117870,117871"
"30003","137595","8","4","3","297","111159","4","0","Primal Gladiator's Footguards of Prowess","Interface\Icons\inv_boot_mail_pvphunter_o_01","2","111159,117666"
"30004","137596","5","4","3","291","111112","4","0","Primal Gladiator's Chain Armor","Interface\Icons\inv_chest_mail_pvphunter_o_01","5","111112,111288,117619,117768,127050"
"30005","137597","10","4","3","301","111113","4","0","Primal Gladiator's Chain Gauntlets","Interface\Icons\inv_glove_mail_pvphunter_o_01","5","111113,111279,117620,117759,127084"
"30006","137599","7","4","3","295","111115","4","0","Primal Gladiator's Chain Leggings","Interface\Icons\inv_pant_mail_pvphunter_o_01","5","111115,111281,117622,117761,127106"
"30007","137601","9","4","3","299","111162","4","0","Primal Gladiator's Armbands of Cruelty","Interface\Icons\inv_bracer_mail_pvphunter_o_01","4","111162,111163,117669,117670"
"30008","137641","13","2","4","313","113927","4","0","Kromog's Brutal Fist","Interface\Icons\inv_mace_1h_draenorraid_d_01","1","113927"
"30009","137643","13","2","4","313","164293","3","0","Plundered Horn Pummeler","Interface\Icons\inv_mace_1h_draenorraid_d_01","1","164293"
"30010","137650","5","4","3","291","115059","3","0","Primal Combatant's Chain Armor","Interface\Icons\inv_leather_draenorhonor_c_01chest","5","115059,115127,115178,115207,115251"
"30011","137654","10","4","3","301","115060","3","0","Primal Combatant's Chain Gauntlets","Interface\Icons\inv_leather_draenorhonor_c_01glove","5","115060,115128,115179,115208,115252"
"30012","137656","7","4","3","295","115062","3","0","Primal Combatant's Chain Leggings","Interface\Icons\inv_leather_draenorhonor_c_01pant","5","115062,115130,115181,115210,115254"
"30013","137657","9","4","3","299","115099","3","0","Primal Combatant's Armbands of Prowess","Interface\Icons\inv_leather_draenorhonor_c_01bracer","3","115099,115100,115227"
"30014","137663","5","4","3","291","119849","3","0","Primal Combatant's Chain Armor","Interface\Icons\inv_leather_draenorhonor_c_01chest","5","119849,119910,119955,119984,120028"
"30015","137664","10","4","3","301","119850","3","0","Primal Combatant's Chain Gauntlets","Interface\Icons\inv_leather_draenorhonor_c_01glove","5","119850,119911,119956,119985,120029"
"30016","137666","7","4","3","295","119852","3","0","Primal Combatant's Chain Leggings","Interface\Icons\inv_leather_draenorhonor_c_01pant","5","119852,119913,119958,119987,120031"
"30017","137668","9","4","3","299","119882","3","0","Primal Combatant's Armbands of Prowess","Interface\Icons\inv_leather_draenorhonor_c_01bracer","3","119882,119883,120004"
"30018","137688","10","4","1","301","116869","0","0","White Gloves","Interface\Icons\icon_petfamily_undead","1","116869"
"30019","137866","16","4","1","311","115653","4","0","Primal Gladiator's Drape of Meditation","Interface\Icons\inv_cape_draenorpvp_d_02caster_blue","27","115187,115188,115270,115653,115654,117834,117835,124735,124736,124937,124938,125086,125214,125215,125414,125415,125563,125849,125850,126051,126052,126200,126328,126329,126528,126529,126677"
"30020","137868","16","4","1","311","111126","4","0","Primal Gladiator's Drape of Meditation","Interface\Icons\inv_cape_draenorpvp_d_02caster_red","7","111126,111127,117633,117634,119964,119965,120047"
"30021","137894","19","4","0","319","115972","4","0","Primal Gladiator's Tabard","Interface\Icons\inv_tabard_a_01pvptabard_s16","1","115972"
"30022","137901","16","4","1","311","108953","2","0","Wolfsfur Drape","Interface\Icons\inv_cape_draenorquest90_b_01_cloth","1","108953"
"30023","137902","16","4","1","311","113150","3","0","Felblood-Starched Cloak","Interface\Icons\inv_cape_draenorquest90_b_01_cloth","2","113012,113150"
"30024","137903","16","4","1","311","119054","3","0","Clarity of Dionor","Interface\Icons\inv_cape_draenorquest90_b_01_cloth","1","119054"
"30025","137904","16","4","1","311","127354","3","0","Scout's Spy Cloak","Interface\Icons\inv_cape_draenorquest90_b_02_leather","1","127354"
"30026","137905","16","4","1","311","112959","3","0","Grace of Dionor","Interface\Icons\inv_cape_draenorquest90_b_02_leather","1","112959"
"30027","137906","16","4","1","311","112961","3","0","Strength of Dionor","Interface\Icons\inv_cape_draenorquest90_b_02_leather","2","112961,113148"
"30028","137908","16","4","1","311","151802","5","0","Fury of Nature","Interface\Icons\inv_cape_dungeoncrafted_d_02red","4","113011,124613,147269,151802"
"30029","137909","16","4","1","311","108955","2","0","Wolfsfur Cloak","Interface\Icons\inv_cape_draenorquest90_b_03_mail","4","108955,113013,116699,117496"
"30030","137910","16","4","1","311","119050","2","0","Kaelynara's Rugged Cloak","Interface\Icons\inv_cape_draenorquest90_b_03_mail","1","119050"
"30031","137911","16","4","1","311","124614","3","0","Marshwater Mantle","Interface\Icons\inv_cape_draenorquest90_b_04_plate","1","124614"
"30032","137912","16","4","1","311","112960","3","0","Wisdom of Dionor","Interface\Icons\inv_cape_draenorquest90_b_04_plate","2","112960,119049"
"30033","137913","16","4","1","311","108954","2","0","Wolfsfur Greatcloak","Interface\Icons\inv_cape_draenorquest90_b_04_plate","2","108954,117495"
"30034","137921","16","4","1","311","114955","2","0","Hollowblood Cloak","Interface\Icons\inv_cape_draenorquest95_b_05_cloth","2","114955,116723"
"30035","137922","16","4","1","311","116711","2","0","Sunsworn Cloak","Interface\Icons\inv_cape_draenorquest95_b_05_cloth","1","116711"
"30036","137923","16","4","1","311","114884","2","0","Gar'rok's Weathered Cloak","Interface\Icons\inv_cape_draenorquest95_b_05_cloth","2","114884,119058"
"30037","137925","16","4","1","311","113971","4","0","Drape of the Dark Hunt","Interface\Icons\inv_cape_draenorraid_d_02_mail_blue","1","113971"
"30038","137926","16","4","1","311","114604","4","0","Cloak of Blind Focus","Interface\Icons\inv_cape_draenorraid_d_02_mail_green","2","114604,124616"
"30039","137927","16","4","1","311","113657","4","0","Cloak of Creeping Necrosis","Interface\Icons\inv_cape_draenorraid_d_02_mail_red","2","113657,119344"
"30040","137930","6","4","1","293","115824","4","0","Primal Gladiator's Silk Cord","Interface\Icons\inv_belt_cloth_pvpmagegladiator_o_01","1","115824"
"30041","137931","8","4","1","297","115827","4","0","Primal Gladiator's Silk Treads","Interface\Icons\inv_boot_cloth_pvpmagegladiator_o_01","1","115827"
"30042","137933","10","4","1","301","115875","4","0","Primal Gladiator's Silk Handguards","Interface\Icons\inv_glove_cloth_pvpmagegladiator_o_01","1","115875"
"30043","137935","7","4","1","295","115877","4","0","Primal Gladiator's Silk Trousers","Interface\Icons\inv_pant_cloth_pvpmagegladiator_o_01","1","115877"
"30044","137936","3","4","1","287","115879","4","0","Primal Gladiator's Silk Amice","Interface\Icons\inv_shoulder_cloth_pvpmagegladiator_o_01","1","115879"
"30045","137938","20","4","1","291","115878","4","0","Primal Gladiator's Silk Robe","Interface\Icons\inv_robe_cloth_pvpmagegladiator_o_01","1","115878"
"30046","137940","16","4","1","311","113637","4","0","Cloak of Frenzied Rage","Interface\Icons\inv_cape_draenorraid_d_01leather_druid","4","113637,113852,116298,119347"
"30047","137943","16","4","1","311","113929","4","0","Cloak of Delving Secrets","Interface\Icons\inv_cape_draenorraid_d_01leather_rogue","1","113929"
"30048","137944","16","4","1","311","113945","4","0","Flame Infusion Drape","Interface\Icons\inv_cape_draenorraid_d_01leather_monk","2","113945,116296"
"30049","137949","10","4","1","301","90698","3","0","Item 90698","Interface\Icons\inv_gauntlets_06","15","90698,117311,119761,122033,123353,123361,129416,141970,150694,154015,157731,162848,170904,173651,177607"
"30050","137963","1","4","4","283","119616","3","0","Sunsoul Helm","Interface\Icons\inv_helm_plate_charcreatepaladin_b_01","25","117166,117175,117200,119616,119625,119650,121945,123290,123298,129659,129668,129693,150664,153870,153879,153904,157701,162818,170834,170842,170850,173621,177500,177508,177516"
"30051","137965","8","4","1","297","115045","3","0","Primal Combatant's Treads of Cruelty","Interface\Icons\inv_boot_cloth_draenorhonor_c_01","3","115045,115046,115195"
"30052","137967","10","4","1","301","115038","3","0","Primal Combatant's Gloves of Prowess","Interface\Icons\inv_glove_cloth_draenorhonor_c_01","7","115038,115090,115117,115161,115220,115241,115258"
"30053","137969","7","4","1","295","115040","3","0","Primal Combatant's Leggings of Prowess","Interface\Icons\inv_pant_cloth_draenorhonor_c_01","7","115040,115092,115119,115163,115222,115243,115260"
"30054","137970","20","4","1","291","115041","3","0","Primal Combatant's Robes of Prowess","Interface\Icons\inv_chest_cloth_draenorhonor_c_01","7","115041,115093,115120,115164,115223,115244,115261"
"30055","137972","3","4","1","287","115042","3","0","Primal Combatant's Amice of Prowess","Interface\Icons\inv_shoulder_cloth_draenorhonor_c_01","7","115042,115094,115121,115165,115224,115245,115262"
"30056","137976","9","4","1","299","115047","3","0","Primal Combatant's Cuffs of Prowess","Interface\Icons\inv_bracer_cloth_draenorhonor_c_01","3","115047,115048,115196"
"30057","137979","7","4","1","295","108278","1","0","Item 108278","Interface\Icons\inv_cloth_draenorquest95_b_01robe","1","108278"
"30058","137980","7","4","1","295","108277","1","0","Item 108277","Interface\Icons\inv_cloth_draenorquest95_b_01robe","1","108277"
"30059","137982","8","4","1","297","119835","3","0","Primal Combatant's Treads of Cruelty","Interface\Icons\inv_boot_cloth_draenorhonor_c_01","3","119835,119836,119972"
"30060","137982","8","4","2","297","119584","3","0","Mistdancer Footpads","Interface\Icons\inv_boot_cloth_draenorhonor_c_01","18","117134,117141,119584,119591,121927,123280,129481,129488,150654,153838,153845,157691,162808,170816,170823,173611,177482,177489"
"30061","137984","10","4","1","301","119828","3","0","Primal Combatant's Gloves of Prowess","Interface\Icons\inv_glove_cloth_draenorhonor_c_01","7","119828,119873,119900,119938,119997,120018,120035"
"30062","137986","7","4","1","295","119830","3","0","Primal Combatant's Leggings of Prowess","Interface\Icons\inv_pant_cloth_draenorhonor_c_01","7","119830,119875,119902,119940,119999,120020,120037"
"30063","137987","20","4","1","291","119831","3","0","Primal Combatant's Robes of Prowess","Interface\Icons\inv_chest_cloth_draenorhonor_c_01","7","119831,119876,119903,119941,120000,120021,120038"
"30064","137988","3","4","1","287","119832","3","0","Primal Combatant's Amice of Prowess","Interface\Icons\inv_shoulder_cloth_draenorhonor_c_01","7","119832,119877,119904,119942,120001,120022,120039"
"30065","137989","9","4","1","299","119837","3","0","Primal Combatant's Cuffs of Prowess","Interface\Icons\inv_bracer_cloth_draenorhonor_c_01","3","119837,119838,119973"
"30066","137990","5","4","1","291","117408","3","0","Stormwind Chestguard","Interface\Icons\inv_chest_plate04","1","117408"
"30067","137995","10","4","1","301","117409","3","0","Stormwind Grips","Interface\Icons\inv_gauntlets_28","1","117409"
"30068","137996","19","4","0","319","118365","3","0","Stormwind Tabard","Interface\Icons\inv_misc_tabardpvp_03","1","118365"
"30069","138004","13","2","7","313","113862","4","0","Taner's Terrible Spine","Interface\Icons\inv_sword_1h_draenorraid_d_01","1","113862"
"30070","138026","10","4","4","301","56428","3","346","Fingers of Light","Interface\Icons\inv_glove_plate_dungeonplate_c_03","10","56099,56428,63434,65773,67057,67626,92240,92241,113719,151070"
"30071","138102","1","4","4","283","119473","3","0","Heart-Lesion Helm","Interface\Icons\inv_helm_plate_northrend_d_01charcreate_black","20","117023,117039,119473,119489,121841,123210,123218,129430,129446,150624,153721,153737,157661,162778,170762,170770,173581,177429,213580,213581"
"30072","138116","9","4","1","299","111101","4","0","Primal Gladiator's Cuffs of Victory","Interface\Icons\inv_bracer_cloth_pvppriest_o_01","2","111101,117608"
"30073","138117","10","4","1","301","111083","4","0","Primal Gladiator's Gloves of Prowess","Interface\Icons\inv_glove_cloth_pvppriest_o_01","5","111083,111183,117590,117690,127088"
"30074","138122","17","2","5","313","115284","1","0","Item 115284","Interface\Icons\inv_staff_08","1","115284"
"30075","138149","8","4","2","297","106631","2","0","Shadeback Boots","Interface\Icons\inv_leather_draenorquest95_b_01boot","5","106631,108526,114718,118078,134792"
"30076","138168","8","4","3","297","115868","4","0","Primal Gladiator's Chain Sabatons","Interface\Icons\inv_boot_mail_pvphuntergladiator_o_01","1","115868"
"30077","138169","5","4","3","291","115870","4","0","Primal Gladiator's Chain Armor","Interface\Icons\inv_chest_mail_pvphuntergladiator_o_01","1","115870"
"30078","138170","10","4","3","301","115871","4","0","Primal Gladiator's Chain Gauntlets","Interface\Icons\inv_glove_mail_pvphuntergladiator_o_01","1","115871"
"30079","138172","7","4","3","295","115873","4","0","Primal Gladiator's Chain Leggings","Interface\Icons\inv_pant_mail_pvphuntergladiator_o_01","1","115873"
"30080","138181","3","4","3","287","115874","4","0","Primal Gladiator's Chain Spaulders","Interface\Icons\inv_shoulder_mail_pvphuntergladiator_o_01","1","115874"
"30081","138182","1","4","3","283","115872","4","0","Primal Gladiator's Chain Helm","Interface\Icons\inv_helm_mail_pvphuntergladiator_o_01","1","115872"
"30082","138185","14","4","6","315","113926","4","0","Kromog's Protecting Palm","Interface\Icons\inv_shield_panprog_b_02","2","113926,127862"
"30083","138186","14","4","6","315","143603","1","0","Item 143603","Interface\Icons\inv_shield_panprog_b_02","1","143603"
"30084","138192","6","4","3","293","115682","4","0","Primal Gladiator's Waistguard of Cruelty","Interface\Icons\inv_belt_mail_pvphunter_o_01","4","115682,115684,117863,117865"
"30085","138193","1","4","3","283","115641","4","0","Primal Gladiator's Chain Helm","Interface\Icons\inv_helm_mail_pvphunter_o_01","4","115641,115780,117822,117961"
"30086","138194","6","4","3","293","111155","4","0","Primal Gladiator's Waistguard of Cruelty","Interface\Icons\inv_belt_mail_pvphunter_o_01","4","111155,111157,117662,117664"
"30087","138195","1","4","3","283","111114","4","0","Primal Gladiator's Chain Helm","Interface\Icons\inv_helm_mail_pvphunter_o_01","5","111114,111280,117621,117760,127073"
"30088","138196","3","4","3","287","115643","4","0","Primal Gladiator's Chain Spaulders","Interface\Icons\inv_shoulder_mail_pvphunter_o_01","4","115643,115782,117824,117963"
"30089","138197","3","4","3","287","111116","4","0","Primal Gladiator's Chain Spaulders","Interface\Icons\inv_shoulder_mail_pvphunter_o_01","5","111116,111282,117623,117762,127095"
"30090","138204","13","2","15","313","113874","4","0","Oregorger's Acid-Etched Gutripper","Interface\Icons\inv_sword_1h_draenorhonor_c_01","2","113874,127832"
"30091","138206","13","2","15","313","190445","3","0","Envenomed Gutripper","Interface\Icons\inv_knife_1h_draenorraid_d_02","1","190445"
"30092","138207","16","4","1","311","114883","2","0","Gar'rok's Sun-Faded Cloak","Interface\Icons\inv_cape_draenorquest95_b_06_mail","2","114883,116714"
"30093","138208","16","4","1","311","114885","2","0","Gar'rok's Patchwork Cloak","Interface\Icons\inv_cape_draenorquest95_b_06_mail","2","114885,116702"
"30094","138209","16","4","1","311","124615","3","0","Shadowthrash Cloak","Interface\Icons\inv_cape_draenorquest95_b_06_mail","2","116696,124615"
"30095","138210","16","4","1","311","116705","2","0","Zangarra Cloak","Interface\Icons\inv_cape_draenorquest95_b_07_leather","2","116705,119057"
"30096","138211","16","4","1","311","114954","2","0","Hollowblood Greatcloak","Interface\Icons\inv_cape_draenorquest95_b_07_leather","1","114954"
"30097","138212","16","4","1","311","114949","2","0","Hollowblood Drape","Interface\Icons\inv_cape_draenorquest95_b_07_leather","2","114949,116720"
"30098","138218","8","4","4","297","115909","4","0","Primal Gladiator's Dreadplate Warboots","Interface\Icons\inv_boot_plate_pvpdeathknightgladiator_o_01","1","115909"
"30099","138219","5","4","4","291","115837","4","0","Primal Gladiator's Dreadplate Chestpiece","Interface\Icons\inv_chest_pant_plate_pvpdeathknightgladiator_o_01","1","115837"
"30100","138220","10","4","4","301","115838","4","0","Primal Gladiator's Dreadplate Gauntlets","Interface\Icons\inv_glove_plate_pvpdeathknightgladiator_o_01","1","115838"
"30101","138222","7","4","4","295","115840","4","0","Primal Gladiator's Dreadplate Legguards","Interface\Icons\inv_pant_plate_pvpdeathknightgladiator_o_01","1","115840"
"30102","138226","19","4","0","319","119136","3","0","Arakkoa Outcasts Tabard","Interface\Icons\inv_tabard_a_76arakkoaoutcast","1","119136"
"30103","138231","14","4","6","315","244730","4","0","Razorwall of the Foundry","Interface\Icons\inv_shield_ironhorde_d_01","1","244730"
"30104","138233","14","4","6","315","118259","1","0","Item 118259","Interface\Icons\inv_shield_draenorquest_b_01","2","118259,118261"
"30105","138237","14","4","6","315","118258","1","0","Item 118258","Interface\Icons\inv_shield_ironhorde_d_01","2","118258,118260"
"30106","138239","17","2","8","313","127340","3","0","Felfire Lit Greatsword","Interface\Icons\inv_sword_2h_draenorquest_b_01","2","116506,127340"
"30107","138240","17","2","8","313","116540","2","0","Incised Greatsword","Interface\Icons\inv_sword_2h_draenorquest_b_01","1","116540"
"30108","138270","5","4","2","291","112248","4","0","Item 112248","Interface\Icons\inv_leather_raidrogue_o_01chest","3","112248,113951,115570"
"30109","138282","1","4","4","283","115963","4","0","Primal Gladiator's Plate Helm","Interface\Icons\inv_plate_plate_pvpwarriorgladaitor_o_01helm","1","115963"
"30110","138284","3","4","4","287","115965","4","0","Primal Gladiator's Plate Shoulders","Interface\Icons\inv_plate_plate_pvpwarriorgladaitor_o_01shoulders","1","115965"
"30111","138289","9","4","2","299","119704","3","0","Lightdrinker Bindings","Interface\Icons\inv_bracer_76v2","13","117254,119704,122003,123327,123335,129470,150684,153958,157721,162838,170878,173641,177542"
"30112","138317","26","2","3","0","112340","4","0","Item 112340","Interface\Icons\inv_firearm_2h_rifle_draenorraid_d_01","2","112340,163969"
"30113","138318","26","2","3","0","112344","1","0","Item 112344","Interface\Icons\inv_firearm_2h_rifle_draenorraid_d_01","1","112344"
"30114","138319","26","2","3","0","112341","1","0","Item 112341","Interface\Icons\inv_firearm_2h_rifle_draenorraid_d_01","1","112341"
"30115","138320","26","2","3","0","112342","4","0","Item 112342","Interface\Icons\inv_firearm_2h_rifle_draenorraid_d_01","2","112342,113966"
"30116","138324","3","4","4","287","115841","4","0","Primal Gladiator's Dreadplate Shoulders","Interface\Icons\inv_shoulder_plate_pvpdeathknightgladiator_o_01","1","115841"
"30117","138330","7","4","1","295","163939","4","0","Mallusof's Pantaloons of Stability","Interface\Icons\inv_pant_cloth_raidpriest_o_01","1","163939"
"30118","138346","14","4","6","315","117533","1","0","Item 117533","Interface\Icons\inv_shield_panprog_b_02","1","117533"
"30119","138347","14","4","6","315","113666","4","0","Absalom's Bloody Bulwark","Interface\Icons\inv_shield_panprog_b_02","2","113666,117531"
"30120","138349","14","4","6","315","117530","1","0","Item 117530","Interface\Icons\inv_shield_panprog_b_02","1","117530"
"30121","138376","16","4","1","311","115732","4","0","Primal Gladiator's Cloak of Cruelty","Interface\Icons\inv_cape_draenorpvp_d_03_mail_purple","16","115189,115271,115732,117913,124844,125022,125132,125323,125499,125609,125958,126136,126246,126437,126613,126723"
"30122","138438","13","2","6","313","118055","1","0","Item 118055","Interface\Icons\inv_polearm_2h_genesaur_b_01","1","118055"
"30123","138439","13","2","6","313","118056","1","0","Item 118056","Interface\Icons\inv_polearm_2h_genesaur_b_01","1","118056"
"30124","138440","13","2","6","313","118058","3","0","Item 118058","Interface\Icons\inv_polearm_2h_genesaur_b_01","1","118058"
"30125","138440","17","2","6","313","250283","3","0","Phase-Lost Spear","Interface\Icons\inv_polearm_2h_genesaur_b_01","1","250283"
"30126","138441","13","2","6","313","118057","1","0","Item 118057","Interface\Icons\inv_polearm_2h_genesaur_b_01","1","118057"
"30127","138470","16","4","1","311","116708","2","0","Soulkeeper Cloak","Interface\Icons\inv_cape_draenorquest95_b_08_plate","2","116708,119052"
"30128","138471","16","4","1","311","119053","2","0","Hollowblood Scale Cloak","Interface\Icons\inv_cape_draenorquest95_b_08_plate","1","119053"
