"ID","Continent","LocX","LocY","LocZ","AreaName_Lang_enUS","AreaName_Lang_enGB","AreaName_Lang_koKR","AreaName_Lang_frFR","AreaName_Lang_deDE","AreaName_Lang_enCN","AreaName_Lang_zhCN","AreaName_Lang_enTW","AreaName_Lang_zhTW","AreaName_Lang_esES","AreaName_Lang_esMX","AreaName_Lang_ruRU","AreaName_Lang_ptPT","AreaName_Lang_ptBR","AreaName_Lang_itIT","AreaName_Lang_Unk","AreaName_Lang_Mask"
"1163","530","3802","4204","108","Netherstorm - Corpse Catcher 029","Netherstorm - Corpse Catcher 029","Raz-de-Néant - Attrape-cadavres 029","Nethersturm - Leichenfinder 029","","","Tormenta Abisal - Recolector de cadáveres 029","Tormenta Abisal - Recolector de cadáveres 029","Пустоверть, ловец тел 029","","","","","","","","16712190"
"1164","530","3766","4008","116","Netherstorm - Corpse Catcher 030","Netherstorm - Corpse Catcher 030","Raz-de-Néant - Attrape-cadavres 030","Nethersturm - Leichenfinder 030","","","Tormenta Abisal - Recolector de cadáveres 030","Tormenta Abisal - Recolector de cadáveres 030","Пустоверть, ловец тел 030","","","","","","","","16712190"
"1165","530","3796","3772","100","Netherstorm - Corpse Catcher 031","Netherstorm - Corpse Catcher 031","Raz-de-Néant - Attrape-cadavres 031","Nethersturm - Leichenfinder 031","","","Tormenta Abisal - Recolector de cadáveres 031","Tormenta Abisal - Recolector de cadáveres 031","Пустоверть, ловец тел 031","","","","","","","","16712190"
"1166","530","4049","3692","101","Netherstorm - Corpse Catcher 032","Netherstorm - Corpse Catcher 032","Raz-de-Néant - Attrape-cadavres 032","Nethersturm - Leichenfinder 032","","","Tormenta Abisal - Recolector de cadáveres 032","Tormenta Abisal - Recolector de cadáveres 032","Пустоверть, ловец тел 032","","","","","","","","16712190"
"1167","530","4152","3886","121","Netherstorm - Corpse Catcher 033","Netherstorm - Corpse Catcher 033","Raz-de-Néant - Attrape-cadavres 033","Nethersturm - Leichenfinder 033","","","Tormenta Abisal - Recolector de cadáveres 033","Tormenta Abisal - Recolector de cadáveres 033","Пустоверть, ловец тел 033","","","","","","","","16712190"
"1168","530","4235","4080","95","Netherstorm - Corpse Catcher 034","Netherstorm - Corpse Catcher 034","Raz-de-Néant - Attrape-cadavres 034","Nethersturm - Leichenfinder 034","","","Tormenta Abisal - Recolector de cadáveres 034","Tormenta Abisal - Recolector de cadáveres 034","Пустоверть, ловец тел 034","","","","","","","","16712190"
"1169","530","4169","4209","118","Netherstorm - Corpse Catcher 035","Netherstorm - Corpse Catcher 035","Raz-de-Néant - Attrape-cadavres 035","Nethersturm - Leichenfinder 035","","","Tormenta Abisal - Recolector de cadáveres 035","Tormenta Abisal - Recolector de cadáveres 035","Пустоверть, ловец тел 035","","","","","","","","16712190"
"1170","530","3836","3477","75","Netherstorm - Corpse Catcher 036","Netherstorm - Corpse Catcher 036","Raz-de-Néant - Attrape-cadavres 036","Nethersturm - Leichenfinder 036","","","Tormenta Abisal - Recolector de cadáveres 036","Tormenta Abisal - Recolector de cadáveres 036","Пустоверть, ловец тел 036","","","","","","","","16712190"
"1171","530","3994","3538","122","Netherstorm - Corpse Catcher 037","Netherstorm - Corpse Catcher 037","Raz-de-Néant - Attrape-cadavres 037","Nethersturm - Leichenfinder 037","","","Tormenta Abisal - Recolector de cadáveres 037","Tormenta Abisal - Recolector de cadáveres 037","Пустоверть, ловец тел 037","","","","","","","","16712190"
"1172","530","4211","3632","124","Netherstorm - Corpse Catcher 038","Netherstorm - Corpse Catcher 038","Raz-de-Néant - Attrape-cadavres 038","Nethersturm - Leichenfinder 038","","","Tormenta Abisal - Recolector de cadáveres 038","Tormenta Abisal - Recolector de cadáveres 038","Пустоверть, ловец тел 038","","","","","","","","16712190"
"1173","530","4395","3708","96","Netherstorm - Corpse Catcher 039","Netherstorm - Corpse Catcher 039","Raz-de-Néant - Attrape-cadavres 039","Nethersturm - Leichenfinder 039","","","Tormenta Abisal - Recolector de cadáveres 039","Tormenta Abisal - Recolector de cadáveres 039","Пустоверть, ловец тел 039","","","","","","","","16712190"
"1174","530","4580","3584","94","Netherstorm - Corpse Catcher 040","Netherstorm - Corpse Catcher 040","Raz-de-Néant - Attrape-cadavres 040","Nethersturm - Leichenfinder 040","","","Tormenta Abisal - Recolector de cadáveres 040","Tormenta Abisal - Recolector de cadáveres 040","Пустоверть, ловец тел 040","","","","","","","","16712190"
"1175","530","4793","3527","102","Netherstorm - Corpse Catcher 041","Netherstorm - Corpse Catcher 041","Raz-de-Néant - Attrape-cadavres 041","Nethersturm - Leichenfinder 041","","","Tormenta Abisal - Recolector de cadáveres 041","Tormenta Abisal - Recolector de cadáveres 041","Пустоверть, ловец тел 041","","","","","","","","16712190"
"1176","530","4903","3323","101","Netherstorm - Corpse Catcher 042","Netherstorm - Corpse Catcher 042","Raz-de-Néant - Attrape-cadavres 042","Nethersturm - Leichenfinder 042","","","Tormenta Abisal - Recolector de cadáveres 042","Tormenta Abisal - Recolector de cadáveres 042","Пустоверть, ловец тел 042","","","","","","","","16712190"
"1177","530","4945","3110","98","Netherstorm - Corpse Catcher 043","Netherstorm - Corpse Catcher 043","Raz-de-Néant - Attrape-cadavres 043","Nethersturm - Leichenfinder 043","","","Tormenta Abisal - Recolector de cadáveres 043","Tormenta Abisal - Recolector de cadáveres 043","Пустоверть, ловец тел 043","","","","","","","","16712190"
"1178","530","5156","2974","75","Netherstorm - Corpse Catcher 044","Netherstorm - Corpse Catcher 044","Raz-de-Néant - Attrape-cadavres 044","Nethersturm - Leichenfinder 044","","","Tormenta Abisal - Recolector de cadáveres 044","Tormenta Abisal - Recolector de cadáveres 044","Пустоверть, ловец тел 044","","","","","","","","16712190"
"1179","530","5204","2868","54","Netherstorm - Corpse Catcher 045","Netherstorm - Corpse Catcher 045","Raz-de-Néant - Attrape-cadavres 045","Nethersturm - Leichenfinder 045","","","Tormenta Abisal - Recolector de cadáveres 045","Tormenta Abisal - Recolector de cadáveres 045","Пустоверть, ловец тел 045","","","","","","","","16712190"
"1180","530","5019","2798","52","Netherstorm - Corpse Catcher 046","Netherstorm - Corpse Catcher 046","Raz-de-Néant - Attrape-cadavres 046","Nethersturm - Leichenfinder 046","","","Tormenta Abisal - Recolector de cadáveres 046","Tormenta Abisal - Recolector de cadáveres 046","Пустоверть, ловец тел 046","","","","","","","","16712190"
"1181","530","4885","2663","85","Netherstorm - Corpse Catcher 047","Netherstorm - Corpse Catcher 047","Raz-de-Néant - Attrape-cadavres 047","Nethersturm - Leichenfinder 047","","","Tormenta Abisal - Recolector de cadáveres 047","Tormenta Abisal - Recolector de cadáveres 047","Пустоверть, ловец тел 047","","","","","","","","16712190"
"1182","530","4853","2354","101","Netherstorm - Corpse Catcher 048","Netherstorm - Corpse Catcher 048","Raz-de-Néant - Attrape-cadavres 048","Nethersturm - Leichenfinder 048","","","Tormenta Abisal - Recolector de cadáveres 048","Tormenta Abisal - Recolector de cadáveres 048","Пустоверть, ловец тел 048","","","","","","","","16712190"
"1183","530","4680","2287","129","Netherstorm - Corpse Catcher 049","Netherstorm - Corpse Catcher 049","Raz-de-Néant - Attrape-cadavres 049","Nethersturm - Leichenfinder 049","","","Tormenta Abisal - Recolector de cadáveres 049","Tormenta Abisal - Recolector de cadáveres 049","Пустоверть, ловец тел 049","","","","","","","","16712190"
"1184","530","4522","2280","136","Netherstorm - Corpse Catcher 050","Netherstorm - Corpse Catcher 050","Raz-de-Néant - Attrape-cadavres 050","Nethersturm - Leichenfinder 050","","","Tormenta Abisal - Recolector de cadáveres 050","Tormenta Abisal - Recolector de cadáveres 050","Пустоверть, ловец тел 050","","","","","","","","16712190"
"1185","530","4436","2485","90","Netherstorm - Corpse Catcher 051","Netherstorm - Corpse Catcher 051","Raz-de-Néant - Attrape-cadavres 051","Nethersturm - Leichenfinder 051","","","Tormenta Abisal - Recolector de cadáveres 051","Tormenta Abisal - Recolector de cadáveres 051","Пустоверть, ловец тел 051","","","","","","","","16712190"
"1186","530","4448","2658","111","Netherstorm - Corpse Catcher 052","Netherstorm - Corpse Catcher 052","Raz-de-Néant - Attrape-cadavres 052","Nethersturm - Leichenfinder 052","","","Tormenta Abisal - Recolector de cadáveres 052","Tormenta Abisal - Recolector de cadáveres 052","Пустоверть, ловец тел 052","","","","","","","","16712190"
"1187","530","4285","2837","100","Netherstorm - Corpse Catcher 053","Netherstorm - Corpse Catcher 053","Raz-de-Néant - Attrape-cadavres 053","Nethersturm - Leichenfinder 053","","","Tormenta Abisal - Recolector de cadáveres 053","Tormenta Abisal - Recolector de cadáveres 053","Пустоверть, ловец тел 053","","","","","","","","16712190"
"1188","530","4136","2699","101","Netherstorm - Corpse Catcher 054","Netherstorm - Corpse Catcher 054","Raz-de-Néant - Attrape-cadavres 054","Nethersturm - Leichenfinder 054","","","Tormenta Abisal - Recolector de cadáveres 054","Tormenta Abisal - Recolector de cadáveres 054","Пустоверть, ловец тел 054","","","","","","","","16712190"
"1189","530","3975","2807","115","Netherstorm - Corpse Catcher 055","Netherstorm - Corpse Catcher 055","Raz-de-Néant - Attrape-cadavres 055","Nethersturm - Leichenfinder 055","","","Tormenta Abisal - Recolector de cadáveres 055","Tormenta Abisal - Recolector de cadáveres 055","Пустоверть, ловец тел 055","","","","","","","","16712190"
"1190","530","3931","3020","104","Netherstorm - Corpse Catcher 056","Netherstorm - Corpse Catcher 056","Raz-de-Néant - Attrape-cadavres 056","Nethersturm - Leichenfinder 056","","","Tormenta Abisal - Recolector de cadáveres 056","Tormenta Abisal - Recolector de cadáveres 056","Пустоверть, ловец тел 056","","","","","","","","16712190"
"1191","530","3895","3257","120","Netherstorm - Corpse Catcher 057","Netherstorm - Corpse Catcher 057","Raz-de-Néant - Attrape-cadavres 057","Nethersturm - Leichenfinder 057","","","Tormenta Abisal - Recolector de cadáveres 057","Tormenta Abisal - Recolector de cadáveres 057","Пустоверть, ловец тел 057","","","","","","","","16712190"
"1192","530","3629","3095","112","Netherstorm - Corpse Catcher 058","Netherstorm - Corpse Catcher 058","Raz-de-Néant - Attrape-cadavres 058","Nethersturm - Leichenfinder 058","","","Tormenta Abisal - Recolector de cadáveres 058","Tormenta Abisal - Recolector de cadáveres 058","Пустоверть, ловец тел 058","","","","","","","","16712190"
"1193","530","3476","3293","94","Netherstorm - Corpse Catcher 059","Netherstorm - Corpse Catcher 059","Raz-de-Néant - Attrape-cadavres 059","Nethersturm - Leichenfinder 059","","","Tormenta Abisal - Recolector de cadáveres 059","Tormenta Abisal - Recolector de cadáveres 059","Пустоверть, ловец тел 059","","","","","","","","16712190"
"1194","530","3348","3172","91","Netherstorm - Corpse Catcher 060","Netherstorm - Corpse Catcher 060","Raz-de-Néant - Attrape-cadavres 060","Nethersturm - Leichenfinder 060","","","Tormenta Abisal - Recolector de cadáveres 060","Tormenta Abisal - Recolector de cadáveres 060","Пустоверть, ловец тел 060","","","","","","","","16712190"
"1195","530","3216","2992","124","Netherstorm - Corpse Catcher 061","Netherstorm - Corpse Catcher 061","Raz-de-Néant - Attrape-cadavres 061","Nethersturm - Leichenfinder 061","","","Tormenta Abisal - Recolector de cadáveres 061","Tormenta Abisal - Recolector de cadáveres 061","Пустоверть, ловец тел 061","","","","","","","","16712190"
"1196","530","3022","2892","90","Netherstorm - Corpse Catcher 062","Netherstorm - Corpse Catcher 062","Raz-de-Néant - Attrape-cadavres 062","Nethersturm - Leichenfinder 062","","","Tormenta Abisal - Recolector de cadáveres 062","Tormenta Abisal - Recolector de cadáveres 062","Пустоверть, ловец тел 062","","","","","","","","16712190"
"1197","530","2860","2735","86","Netherstorm - Corpse Catcher 063","Netherstorm - Corpse Catcher 063","Raz-de-Néant - Attrape-cadavres 063","Nethersturm - Leichenfinder 063","","","Tormenta Abisal - Recolector de cadáveres 063","Tormenta Abisal - Recolector de cadáveres 063","Пустоверть, ловец тел 063","","","","","","","","16712190"
"1198","530","2863","2537","105","Netherstorm - Corpse Catcher 064","Netherstorm - Corpse Catcher 064","Raz-de-Néant - Attrape-cadavres 064","Nethersturm - Leichenfinder 064","","","Tormenta Abisal - Recolector de cadáveres 064","Tormenta Abisal - Recolector de cadáveres 064","Пустоверть, ловец тел 064","","","","","","","","16712190"
"1199","530","2856","2297","98","Netherstorm - Corpse Catcher 065","Netherstorm - Corpse Catcher 065","Raz-de-Néant - Attrape-cadavres 065","Nethersturm - Leichenfinder 065","","","Tormenta Abisal - Recolector de cadáveres 065","Tormenta Abisal - Recolector de cadáveres 065","Пустоверть, ловец тел 065","","","","","","","","16712190"
"1200","530","2834","2040","92","Netherstorm - Corpse Catcher 066","Netherstorm - Corpse Catcher 066","Raz-de-Néant - Attrape-cadavres 066","Nethersturm - Leichenfinder 066","","","Tormenta Abisal - Recolector de cadáveres 066","Tormenta Abisal - Recolector de cadáveres 066","Пустоверть, ловец тел 066","","","","","","","","16712190"
"1201","530","2868","1848","96","Netherstorm - Corpse Catcher 067","Netherstorm - Corpse Catcher 067","Raz-de-Néant - Attrape-cadavres 067","Nethersturm - Leichenfinder 067","","","Tormenta Abisal - Recolector de cadáveres 067","Tormenta Abisal - Recolector de cadáveres 067","Пустоверть, ловец тел 067","","","","","","","","16712190"
"1202","530","2895","1708","105","Netherstorm - Corpse Catcher 068","Netherstorm - Corpse Catcher 068","Raz-de-Néant - Attrape-cadavres 068","Nethersturm - Leichenfinder 068","","","Tormenta Abisal - Recolector de cadáveres 068","Tormenta Abisal - Recolector de cadáveres 068","Пустоверть, ловец тел 068","","","","","","","","16712190"
"1203","530","3110","1624","112","Netherstorm - Corpse Catcher 069","Netherstorm - Corpse Catcher 069","Raz-de-Néant - Attrape-cadavres 069","Nethersturm - Leichenfinder 069","","","Tormenta Abisal - Recolector de cadáveres 069","Tormenta Abisal - Recolector de cadáveres 069","Пустоверть, ловец тел 069","","","","","","","","16712190"
"1204","530","3276","1726","101","Netherstorm - Corpse Catcher 070","Netherstorm - Corpse Catcher 070","Raz-de-Néant - Attrape-cadavres 070","Nethersturm - Leichenfinder 070","","","Tormenta Abisal - Recolector de cadáveres 070","Tormenta Abisal - Recolector de cadáveres 070","Пустоверть, ловец тел 070","","","","","","","","16712190"
"1205","530","3332","1986","94","Netherstorm - Corpse Catcher 071","Netherstorm - Corpse Catcher 071","Raz-de-Néant - Attrape-cadavres 071","Nethersturm - Leichenfinder 071","","","Tormenta Abisal - Recolector de cadáveres 071","Tormenta Abisal - Recolector de cadáveres 071","Пустоверть, ловец тел 071","","","","","","","","16712190"
"1206","530","3315","2185","108","Netherstorm - Corpse Catcher 072","Netherstorm - Corpse Catcher 072","Raz-de-Néant - Attrape-cadavres 072","Nethersturm - Leichenfinder 072","","","Tormenta Abisal - Recolector de cadáveres 072","Tormenta Abisal - Recolector de cadáveres 072","Пустоверть, ловец тел 072","","","","","","","","16712190"
"1207","530","3384","2376","73","Netherstorm - Corpse Catcher 073","Netherstorm - Corpse Catcher 073","Raz-de-Néant - Attrape-cadavres 073","Nethersturm - Leichenfinder 073","","","Tormenta Abisal - Recolector de cadáveres 073","Tormenta Abisal - Recolector de cadáveres 073","Пустоверть, ловец тел 073","","","","","","","","16712190"
"1208","530","3492","2570","138","Netherstorm - Corpse Catcher 074","Netherstorm - Corpse Catcher 074","Raz-de-Néant - Attrape-cadavres 074","Nethersturm - Leichenfinder 074","","","Tormenta Abisal - Recolector de cadáveres 074","Tormenta Abisal - Recolector de cadáveres 074","Пустоверть, ловец тел 074","","","","","","","","16712190"
"1209","530","3590","2677","134","Netherstorm - Corpse Catcher 075","Netherstorm - Corpse Catcher 075","Raz-de-Néant - Attrape-cadavres 075","Nethersturm - Leichenfinder 075","","","Tormenta Abisal - Recolector de cadáveres 075","Tormenta Abisal - Recolector de cadáveres 075","Пустоверть, ловец тел 075","","","","","","","","16712190"
"1210","530","3740","2696","112","Netherstorm - Corpse Catcher 076","Netherstorm - Corpse Catcher 076","Raz-de-Néant - Attrape-cadavres 076","Nethersturm - Leichenfinder 076","","","Tormenta Abisal - Recolector de cadáveres 076","Tormenta Abisal - Recolector de cadáveres 076","Пустоверть, ловец тел 076","","","","","","","","16712190"
"1211","530","3737","2894","100","Netherstorm - Corpse Catcher 077","Netherstorm - Corpse Catcher 077","Raz-de-Néant - Attrape-cadavres 077","Nethersturm - Leichenfinder 077","","","Tormenta Abisal - Recolector de cadáveres 077","Tormenta Abisal - Recolector de cadáveres 077","Пустоверть, ловец тел 077","","","","","","","","16712190"
"1212","530","3862","2554","80","Netherstorm - Corpse Catcher 078","Netherstorm - Corpse Catcher 078","Raz-de-Néant - Attrape-cadavres 078","Nethersturm - Leichenfinder 078","","","Tormenta Abisal - Recolector de cadáveres 078","Tormenta Abisal - Recolector de cadáveres 078","Пустоверть, ловец тел 078","","","","","","","","16712190"
"1213","530","3648","2414","75","Netherstorm - Corpse Catcher 079","Netherstorm - Corpse Catcher 079","Raz-de-Néant - Attrape-cadavres 079","Nethersturm - Leichenfinder 079","","","Tormenta Abisal - Recolector de cadáveres 079","Tormenta Abisal - Recolector de cadáveres 079","Пустоверть, ловец тел 079","","","","","","","","16712190"
"1214","530","3546","2219","92","Netherstorm - Corpse Catcher 080","Netherstorm - Corpse Catcher 080","Raz-de-Néant - Attrape-cadavres 080","Nethersturm - Leichenfinder 080","","","Tormenta Abisal - Recolector de cadáveres 080","Tormenta Abisal - Recolector de cadáveres 080","Пустоверть, ловец тел 080","","","","","","","","16712190"
"1215","530","3550","2002","92","Netherstorm - Corpse Catcher 081","Netherstorm - Corpse Catcher 081","Raz-de-Néant - Attrape-cadavres 081","Nethersturm - Leichenfinder 081","","","Tormenta Abisal - Recolector de cadáveres 081","Tormenta Abisal - Recolector de cadáveres 081","Пустоверть, ловец тел 081","","","","","","","","16712190"
"1216","530","3509","1762","75","Netherstorm - Corpse Catcher 082","Netherstorm - Corpse Catcher 082","Raz-de-Néant - Attrape-cadavres 082","Nethersturm - Leichenfinder 082","","","Tormenta Abisal - Recolector de cadáveres 082","Tormenta Abisal - Recolector de cadáveres 082","Пустоверть, ловец тел 082","","","","","","","","16712190"
"1217","530","3645","1712","106","Netherstorm - Corpse Catcher 083","Netherstorm - Corpse Catcher 083","Raz-de-Néant - Attrape-cadavres 083","Nethersturm - Leichenfinder 083","","","Tormenta Abisal - Recolector de cadáveres 083","Tormenta Abisal - Recolector de cadáveres 083","Пустоверть, ловец тел 083","","","","","","","","16712190"
"1218","530","3681","1558","103","Netherstorm - Corpse Catcher 084","Netherstorm - Corpse Catcher 084","Raz-de-Néant - Attrape-cadavres 084","Nethersturm - Leichenfinder 084","","","Tormenta Abisal - Recolector de cadáveres 084","Tormenta Abisal - Recolector de cadáveres 084","Пустоверть, ловец тел 084","","","","","","","","16712190"
"1219","530","3775","1437","-152","Netherstorm - Corpse Catcher 085","Netherstorm - Corpse Catcher 085","Raz-de-Néant - Attrape-cadavres 085","Nethersturm - Leichenfinder 085","","","Tormenta Abisal - Recolector de cadáveres 085","Tormenta Abisal - Recolector de cadáveres 085","Пустоверть, ловец тел 085","","","","","","","","16712190"
"1220","530","3969","1336","-143","Netherstorm - Corpse Catcher 086","Netherstorm - Corpse Catcher 086","Raz-de-Néant - Attrape-cadavres 086","Nethersturm - Leichenfinder 086","","","Tormenta Abisal - Recolector de cadáveres 086","Tormenta Abisal - Recolector de cadáveres 086","Пустоверть, ловец тел 086","","","","","","","","16712190"
"1221","530","4166","1329","-149","Netherstorm - Corpse Catcher 087","Netherstorm - Corpse Catcher 087","Raz-de-Néant - Attrape-cadavres 087","Nethersturm - Leichenfinder 087","","","Tormenta Abisal - Recolector de cadáveres 087","Tormenta Abisal - Recolector de cadáveres 087","Пустоверть, ловец тел 087","","","","","","","","16712190"
"1222","530","4199","1484","-127","Netherstorm - Corpse Catcher 088","Netherstorm - Corpse Catcher 088","Raz-de-Néant - Attrape-cadavres 088","Nethersturm - Leichenfinder 088","","","Tormenta Abisal - Recolector de cadáveres 088","Tormenta Abisal - Recolector de cadáveres 088","Пустоверть, ловец тел 088","","","","","","","","16712190"
"1223","530","4258","1672","113","Netherstorm - Corpse Catcher 089","Netherstorm - Corpse Catcher 089","Raz-de-Néant - Attrape-cadavres 089","Nethersturm - Leichenfinder 089","","","Tormenta Abisal - Recolector de cadáveres 089","Tormenta Abisal - Recolector de cadáveres 089","Пустоверть, ловец тел 089","","","","","","","","16712190"
"1224","530","4362","1927","95","Netherstorm - Corpse Catcher 090","Netherstorm - Corpse Catcher 090","Raz-de-Néant - Attrape-cadavres 090","Nethersturm - Leichenfinder 090","","","Tormenta Abisal - Recolector de cadáveres 090","Tormenta Abisal - Recolector de cadáveres 090","Пустоверть, ловец тел 090","","","","","","","","16712190"
"1225","530","4347","2143","116","Netherstorm - Corpse Catcher 091","Netherstorm - Corpse Catcher 091","Raz-de-Néant - Attrape-cadavres 091","Nethersturm - Leichenfinder 091","","","Tormenta Abisal - Recolector de cadáveres 091","Tormenta Abisal - Recolector de cadáveres 091","Пустоверть, ловец тел 091","","","","","","","","16712190"
"1226","530","4246","2450","91","Netherstorm - Corpse Catcher 092","Netherstorm - Corpse Catcher 092","Raz-de-Néant - Attrape-cadavres 092","Nethersturm - Leichenfinder 092","","","Tormenta Abisal - Recolector de cadáveres 092","Tormenta Abisal - Recolector de cadáveres 092","Пустоверть, ловец тел 092","","","","","","","","16712190"
"1227","530","4117","2332","103","Netherstorm - Corpse Catcher 093","Netherstorm - Corpse Catcher 093","Raz-de-Néant - Attrape-cadavres 093","Nethersturm - Leichenfinder 093","","","Tormenta Abisal - Recolector de cadáveres 093","Tormenta Abisal - Recolector de cadáveres 093","Пустоверть, ловец тел 093","","","","","","","","16712190"
"1228","530","3975","2437","114","Netherstorm - Corpse Catcher 094","Netherstorm - Corpse Catcher 094","Raz-de-Néant - Attrape-cadavres 094","Nethersturm - Leichenfinder 094","","","Tormenta Abisal - Recolector de cadáveres 094","Tormenta Abisal - Recolector de cadáveres 094","Пустоверть, ловец тел 094","","","","","","","","16712190"
"1229","530","2501","1983","84","Netherstorm - Corpse Catcher 095","Netherstorm - Corpse Catcher 095","Raz-de-Néant - Attrape-cadavres 095","Nethersturm - Leichenfinder 095","","","Tormenta Abisal - Recolector de cadáveres 095","Tormenta Abisal - Recolector de cadáveres 095","Пустоверть, ловец тел 095","","","","","","","","16712190"
"1230","530","2573","2127","98","Netherstorm - Corpse Catcher 096","Netherstorm - Corpse Catcher 096","Raz-de-Néant - Attrape-cadavres 096","Nethersturm - Leichenfinder 096","","","Tormenta Abisal - Recolector de cadáveres 096","Tormenta Abisal - Recolector de cadáveres 096","Пустоверть, ловец тел 096","","","","","","","","16712190"
"1231","530","2648","2353","93","Netherstorm - Corpse Catcher 097","Netherstorm - Corpse Catcher 097","Raz-de-Néant - Attrape-cadavres 097","Nethersturm - Leichenfinder 097","","","Tormenta Abisal - Recolector de cadáveres 097","Tormenta Abisal - Recolector de cadáveres 097","Пустоверть, ловец тел 097","","","","","","","","16712190"
"1232","530","2659","2547","110","Netherstorm - Corpse Catcher 098","Netherstorm - Corpse Catcher 098","Raz-de-Néant - Attrape-cadavres 098","Nethersturm - Leichenfinder 098","","","Tormenta Abisal - Recolector de cadáveres 098","Tormenta Abisal - Recolector de cadáveres 098","Пустоверть, ловец тел 098","","","","","","","","16712190"
"1233","530","2587","2711","110","Netherstorm - Corpse Catcher 099","Netherstorm - Corpse Catcher 099","Raz-de-Néant - Attrape-cadavres 099","Nethersturm - Leichenfinder 099","","","Tormenta Abisal - Recolector de cadáveres 099","Tormenta Abisal - Recolector de cadáveres 099","Пустоверть, ловец тел 099","","","","","","","","16712190"
"1234","530","2473","2964","106","Netherstorm - Corpse Catcher 100","Netherstorm - Corpse Catcher 100","Raz-de-Néant - Attrape-cadavres 100","Nethersturm - Leichenfinder 100","","","Tormenta Abisal - Recolector de cadáveres 100","Tormenta Abisal - Recolector de cadáveres 100","Пустоверть, ловец тел100","","","","","","","","16712190"
"1235","530","2209","2901","93","Netherstorm - Corpse Catcher 101","Netherstorm - Corpse Catcher 101","Raz-de-Néant - Attrape-cadavres 101","Nethersturm - Leichenfinder 101","","","Tormenta Abisal - Recolector de cadáveres 101","Tormenta Abisal - Recolector de cadáveres 101","Пустоверть, ловец тел 101","","","","","","","","16712190"
"1236","530","2164","2667","78","Netherstorm - Corpse Catcher 102","Netherstorm - Corpse Catcher 102","Raz-de-Néant - Attrape-cadavres 102","Nethersturm - Leichenfinder 102","","","Tormenta Abisal - Recolector de cadáveres 102","Tormenta Abisal - Recolector de cadáveres 102","Пустоверть, ловец тел 102","","","","","","","","16712190"
"1237","530","2078","2405","65","Netherstorm - Corpse Catcher 103","Netherstorm - Corpse Catcher 103","Raz-de-Néant - Attrape-cadavres 103","Nethersturm - Leichenfinder 103","","","Tormenta Abisal - Recolector de cadáveres 103","Tormenta Abisal - Recolector de cadáveres 103","Пустоверть, ловец тел 103","","","","","","","","16712190"
"1238","530","2079","2227","67","Netherstorm - Corpse Catcher 104","Netherstorm - Corpse Catcher 104","Raz-de-Néant - Attrape-cadavres 104","Nethersturm - Leichenfinder 104","","","Tormenta Abisal - Recolector de cadáveres 104","Tormenta Abisal - Recolector de cadáveres 104","Пустоверть, ловец тел 104","","","","","","","","16712190"
"1239","530","2240","2067","61","Netherstorm - Corpse Catcher 105","Netherstorm - Corpse Catcher 105","Raz-de-Néant - Attrape-cadavres 105","Nethersturm - Leichenfinder 105","","","Tormenta Abisal - Recolector de cadáveres 105","Tormenta Abisal - Recolector de cadáveres 105","Пустоверть, ловец тел 105","","","","","","","","16712190"
"1240","530","552","1995","103","Hellfire Peninsula, Force Camps (Alliance)","Hellfire Peninsula, Force Camps (Alliance)","Péninsule des Flammes infernales, Camps Force (Alliance)","Höllenfeuerhalbinsel, Lager (Allianz)","","","Península del Fuego Infernal, Campos de Fuerza (Alianza)","Península del Fuego Infernal, Campos de Fuerza (Alianza)","Полуостров Адского Пламени, Военный лагерь (Альянс)","","","","","","","","16712190"
"1241","530","3065","5426","148","Blade's Edge, Evergrove GY","Blade's Edge, Evergrove GY","Tranchantes, CI Bosquet éternel","Schergrat, Der ewige Hain FH","","","Filospada, CE Sotoeterno","Filospada, CE Sotoeterno","Острогорье, Кладбище Вечной рощи","","","","","","","","16712190"
"1242","530","3872","5514","271","Blade's Edge, North Ridge GY","Blade's Edge, North Ridge GY","Tranchantes, CI crête nord","Schergrat, Nordkamm FH","","","Filospada, CE Cresta Norte","Filospada, CE Cresta Norte","Острогорье, Кладбище Северной Гряды","","","","","","","","16712190"
"1243","530","2296","7023","364","Blade's Edge, West Ridge GY","Blade's Edge, West Ridge GY","Tranchantes, CI crête ouest","Schergrat, Westkamm FH","","","Filospada, CE Cresta Oeste","Filospada, CE Cresta Oeste","Острогорье, Кладбище Западной Гряды","","","","","","","","16712190"
"1244","530","2312","5083","272","Blade's Edge, East Ridge GY","Blade's Edge, East Ridge GY","Tranchantes, CI crête est","Schergrat, Ostkamm FH","","","Filospada, CE Cresta Este","Filospada, CE Cresta Este","Острогорье, Кладбище Восточной Гряды","","","","","","","","16712190"
"1245","628","1212","-762","48","Icecrown BG - Horde Zone In","Icecrown BG - Horde Zone In","CB Couronne de glace - Entrée de la Horde","Icecrown BG - Horde Zone In","","","Corona de Hielo, CP, CE, zona de entrada Horda","Corona de Hielo, CP, CE, zona de entrada Horda","Icecrown BG - Horde Zone In","","","","","","","","16712190"
"1246","0","101","-184","127","Alterac Valley, Alliance Exit","Alterac Valley, Alliance Exit","Vallée d'Alterac, sortie Alliance","Alteractal, Allianzausgang","","","Valle de Alterac, Salida de la Alianza","Valle de Alterac, Salida de la Alianza","Альтеракская долина, место выхода Альянса","","","","","","","","16712190"
