item_id;name;ItemLevel;RequiredLevel;InventoryType;Quality
25077;Modani War-Shield;96;62;14;2
25091;Mistyreed Torch;96;62;23;2
25105;Arachnid Dagger;96;62;13;2
25119;Silvermoon War-Mace;96;62;13;2
25133;Stormwind Maul;96;62;17;2
25147;Skystrider Katana;96;62;13;2
25161;Dragon Wing Blade;96;62;17;2
25175;Demoniac Longstaff;96;62;17;2
25189;Ironspine Point;96;62;22;2
25203;Chipped Woodchopper;96;62;13;2
25217;Sundering Axe;96;62;17;2
25231;Fel-Wrought Halberd;96;62;17;2
25245;Razorsong Bow;96;62;15;2
25259;Collapsible Crossbow;96;62;26;2
25273;Sawed-Off Shotgun;96;62;26;2
25287;Magician's Wand;96;62;26;2
25301;Shattering Dagger;96;62;21;2
25315;Restorative Mace;96;62;21;2
25329;Tranquility Staff;96;62;17;2
25525;Zangar Epaulets;96;0;3;2
25530;Helm of Natural Purity;96;0;1;2
25534;Marsh Survivalist's Belt;96;0;6;2
25542;Lucky Circle of the Fool;96;0;11;2
25613;Feralfen Mystic's Handwraps;96;0;10;2
25615;Feralfen Champion's Boots;96;0;8;2
25616;Tim's Trusty Helmet;96;0;1;2
25617;Captain Krosh's Crash Helmet;96;0;1;2
25618;Telaar Courier's Cloak;96;0;16;2
25619;Glowing Crystal Insignia;96;0;12;2
25620;Ancient Crystal Talisman;96;0;12;2
25621;Serpent Spirit's Drape;96;0;16;2
25670;Thick Draenic Pants;96;62;7;2
25916;Terokkar Axe;96;0;13;2
25917;Healer's Staff of the Forest;96;0;17;2
25918;Blood-Guided Knife;96;0;13;2
25958;Eagle Engraved Bracers;96;0;9;2
25959;Feathered Armbands;96;0;9;2
25960;Talonstalker Bracers;96;0;9;2
25961;Feathered Wrist Cuffs;96;0;9;2
25963;Kokorek's Signet;96;0;11;2
25965;Cloak of Grasping Talons;96;0;16;2
25966;Arakkoa Sage's Shawl;96;0;16;2
25974;Helm of Lupine Cunning;96;0;1;2
25975;Wolf Hunter's Guise;96;0;1;2
25976;Helm of Lupine Grace;96;0;1;2
25977;Helm of Lupine Ferocity;96;0;1;2
26324;64 TEST Green Hunter Head;96;62;1;2
28026;Crazy Cenarion Cloak;96;0;16;2
28027;Lunatic's Choker;96;0;2;2
28028;Moonstruck Bands;96;0;9;2
28536;Jagged Guillotine;96;62;25;2
31661;Leesa'oh's Wristbands;96;0;9;2
31723;Madman's Blade;96;0;13;2
31761;Talonbranch Wand;96;0;26;2
31762;Feather-Wrapped Bow;96;0;15;2
31770;Marsh Bracers;96;0;9;2
25603;Lantresor's Warblade;97;0;17;3
25605;Burning Blade Devotee's Cinch;97;0;6;3
25606;Burning Blade Cultist Band;97;0;11;3
25607;Burning Blade Cultist Band;97;0;11;3
25608;Lantresor's Warblade;97;0;17;3
25609;Burning Blade Devotee's Cinch;97;0;6;3
25827;Muck-Covered Drape;97;64;16;3
25939;Voidfire Wand;97;64;26;3
25940;Idol of the Claw;97;64;28;3
25941;Boots of the Outlander;97;64;8;3
25942;Faith Bearer's Gauntlets;97;64;10;3
25943;Creepjacker;97;64;21;3
25944;Shaarde the Greater;97;64;17;3
25945;Cloak of Revival;97;64;16;3
25946;Nethershade Boots;97;64;8;3
25947;Lightning-Rod Pauldrons;97;64;3;3
25950;Staff of Polarities;97;64;17;3
25952;Scimitar of the Nexus-Stalkers;97;64;13;3
25953;Ethereal Warp-Bow;97;64;15;3
25954;Sigil of Shaffar;97;64;2;3
25955;Mask of the Howling Storm;97;64;1;3
25956;Nexus-Bracers of Vigor;97;64;9;3
25957;Ethereal Boots of the Skystrider;97;64;8;3
25962;Longstrider's Loop;97;64;11;3
28030;Spell-slinger's Protector;97;0;16;3
28031;Nomad's Woven Cloak;97;0;16;3
28032;Delicate Green Poncho;97;0;16;3
28108;Power Infused Mushroom;97;0;12;3
28109;Essence Infused Mushroom;97;0;12;3
28166;Shield of the Void;97;64;14;3
29312;Cover of Righteous Fury;97;0;1;3
29313;Earthbreaker's Greaves;97;0;8;3
29314;Leggings of the Third Coin;97;0;7;3
29315;Gloves of Penitence;97;0;10;3
29325;Flesh Beast's Metal Greaves;97;0;8;3
29326;Consortium Mantle of Phasing;97;0;3;3
29327;Cryo-mitts;97;0;10;3
29328;Consortium Prince's Wrap;97;0;6;3
29342;Consortium Plated Legguards;97;0;7;3
29343;Haramad's Leggings of the Third Coin;97;0;7;3
29344;Haramad's Linked Chain Pantaloons;97;0;7;3
29345;Haramad's Leg Wraps;97;0;7;3
31180;Gauntlets of the Skullsplitter;97;64;10;3
31186;Braxxis' Staff of Slumber;97;64;17;3
31187;Boots of the Pathfinder;97;64;8;3
31190;The Dreamer's Shoulderpads;97;68;3;3
31193;Blade of Unquenched Thirst;97;64;13;3
31194;Gronn-Blessed Warbeads;97;64;2;3
31196;Amulet of Sanctification;97;64;2;3
31254;Striderhide Cloak;97;64;16;3
32772;Brilliant Pearl Band;97;64;11;3
21851;Netherweave Gloves;99;63;10;2
23490;Fel Iron Chain Tunic;99;63;5;2
23499;Fel Iron Greatsword;99;63;17;2
23742;Fel Iron Musket;99;63;26;2
24076;Azure Moonstone Ring;99;63;11;2
24629;Feralfen Sash;99;63;6;2
24630;Feralfen Sandals;99;63;8;2
24631;Feralfen Jerkin;99;63;5;2
24632;Feralfen Hand;99;63;10;2
24633;Feralfen Hood;99;63;1;2
24634;Feralfen Pants;99;63;7;2
24635;Feralfen Amice;99;63;3;2
24636;Feralfen Cuffs;99;63;9;2
24741;Ranger Belt;99;63;6;2
24742;Ranger Boots;99;63;8;2
24743;Ranger Jerkin;99;63;5;2
24744;Ranger Gloves;99;63;10;2
24745;Ranger Hat;99;63;1;2
24746;Ranger Pants;99;63;7;2
24747;Ranger Pauldrons;99;63;3;2
24748;Ranger Armguards;99;63;9;2
24854;Marshcreeper Belt;99;63;6;2
24855;Marshcreeper Sludgeboots;99;63;8;2
24856;Marshcreeper Fen-Vest;99;63;5;2
24857;Marshcreeper Gloves;99;63;10;2
24858;Marshcreeper Helm;99;63;1;2
24859;Marshcreeper Leggings;99;63;7;2
24860;Marshcreeper Mantle;99;63;3;2
24861;Marshcreeper Bracelets;99;63;9;2
24966;Talonguard Girdle;99;63;6;2
24967;Talonguard Greaves;99;63;8;2
24968;Talonguard Armor;99;63;5;2
24969;Talonguard Gloves;99;63;10;2
24970;Talonguard Helmet;99;63;1;2
24971;Talonguard Legplates;99;63;7;2
24972;Talonguard Epaulets;99;63;3;2
24973;Talonguard Bracers;99;63;9;2
25036;Boulderfist Cloak;99;63;16;2
25050;Moldavite Ring;99;63;11;2
25064;Amethyst Pendant;99;63;2;2
25078;Zangari Shield;99;63;14;2
25092;Consortium Crystal;99;63;23;2
25106;Cobra Shortblade;99;63;13;2
25120;Rockshard Club;99;63;13;2
25134;Highmountain Hammer;99;63;17;2
25148;Bone Collector Sword;99;63;13;2
25162;Darkened Broadsword;99;63;17;2
25176;Taiji Quarterstaff;99;63;17;2
25190;Wight's Claws;99;63;21;2
25204;Colossal War Axe;99;63;13;2
25218;Silver-Edged Axe;99;63;17;2
25232;War Glaive;99;63;17;2
25246;Thalassian Compound Bow;99;63;15;2
25260;Archer's Crossbow;99;63;26;2
25274;Cliffjumper Shotgun;99;63;26;2
25288;Conjurer's Wand;99;63;26;2
25302;Soul-Drain Dagger;99;63;21;2
25316;Spirit-Clad Mace;99;63;21;2
25330;Starshine Staff;99;63;17;2
25656;Felscale Pants;99;63;7;2
25668;Thick Draenic Boots;99;63;8;2
25675;Wild Draenish Leggings;99;63;7;2
25922;Fearless Girdle;99;0;6;2
25923;Fierce Mantle;99;0;3;2
25924;Swamprunner's Boots;99;0;8;2
25925;Terrorcloth Mantle;99;0;3;2
25926;Nexus-Stalker's Band;99;0;11;2
25927;Consortium Cloak of the Quick;99;0;16;2
25928;Ethereal Healing Pendant;99;0;2;2
25933;Extra Sharp Blade;99;0;13;2
25934;Spiked Destroyer;99;0;17;2
25935;Invincible Stave;99;0;17;2
25936;Terokkar Tablet of Vim;99;0;12;2
25937;Terokkar Tablet of Precision;99;0;12;2
25948;Girdle of the Penitent;99;0;6;2
25949;Gloves of the Afterlife;99;0;10;2
25951;Fleet Refugee's Boots;99;0;8;2
27196;65 TEST Green Druid/Warrior Cloak;99;63;16;2
27718;Aldor Defender's Legplates;99;0;7;2
27719;Aldor Leggings of Puissance;99;0;7;2
27720;Robes of the Aldor;99;0;20;2
27749;Staff of the Wild;99;0;17;2
27750;Hammer of the Sporelings;99;0;17;2
27751;Survivalist's Pike;99;0;17;2
27752;Zangarmarsh Claymore;99;0;17;2
28495;Windwalker's Sash;99;63;6;2
28496;Talonite's Belt;99;63;6;2
28497;Dreadhawk's Girdle;99;63;6;2
28498;Ravenguard's Baldric;99;63;6;2
28537;Wildhammer Throwing Axe;99;63;25;2
31724;Arakkoa Divining Rod;99;0;26;2
31725;Cilice of Suffering;99;0;6;2
31728;Heirloom Signet of Willpower;99;0;11;2
31729;Heirloom Signet of Valor;99;0;11;2
31730;Heirloom Signet of Convalescence;99;0;11;2
31731;Mekeda's Gift;99;0;23;2
31732;Unearthed Orb;99;0;23;2
31733;Akuno's Blade;99;0;13;2
31734;Ancient Draenei Crest;99;0;14;2
31764;Stillfire Leggings;99;0;7;2
31765;Redeemer's Plate;99;0;5;2
31766;Skywitch Hat;99;0;1;2
31782;Warpstalker Breastplate;99;0;5;2
31783;Bloodfire Leggings;99;0;7;2
31784;Ancient Terokkar Hood;99;0;1;2
31785;Edge of Inevitability;99;0;17;2
31794;Sha'tari Vindicator's Legplates;99;0;7;2
31796;Sha'tari Marksman's Gloves;99;0;10;2
31797;Elekk Hide Spaulders;99;0;3;2
31798;Death-Speaker's Tunic;99;0;5;2
21863;Soulcloth Gloves;100;70;10;4
21864;Soulcloth Shoulders;100;70;3;4
21865;Soulcloth Vest;100;70;5;4
22736;Andonisus, Reaper of Souls;100;60;21;5
24122;Coronet of Verdant Flame;100;70;1;4
24123;Circlet of Arcane Might;100;70;1;4
25562;Earthen Mark of Razing;100;0;2;3
25563;Earthen Mark of Power;100;0;2;3
25564;Earthen Mark of Health;100;0;2;3
25693;Netherfury Boots;100;69;8;3
25772;Crystalline Kopesh;100;0;13;3
25773;Hungering Bone Cudgel;100;0;13;3
25774;Azure Lightblade;100;0;21;3
25775;Ogre Slayer's Band;100;0;11;3
25776;Ogre Slayer's Pendant;100;0;2;3
25777;Ogre Slayer's Cover;100;0;16;3
25964;Shaarde the Lesser;100;65;13;3
26055;Oculus of the Hidden Eye;100;65;12;3
27408;Hope Bearer Helm;100;65;1;3
27409;Raven-Heart Headdress;100;65;1;3
27410;Collar of Command;100;65;1;3
27411;Slippers of Serenity;100;65;8;3
27412;Ironstaff of Regeneration;100;65;17;3
27413;Ring of the Exarchs;100;65;11;3
27414;Mok'Nathal Beast-Mask;100;65;1;3
27415;Darkguard Face Mask;100;65;1;3
27416;Fetish of the Fallen;100;65;12;3
27637;Shadowstalker's Sash;100;66;6;3
27638;Hierophant's Sash;100;66;6;3
27639;Slayer's Waistguard;100;66;6;3
27643;Stormbreaker's Girdle;100;66;6;3
27644;Avenger's Waistguard;100;66;6;3
27645;Dreamstalker Sash;100;66;6;3
27646;Marksman's Belt;100;66;6;3
27647;Marksman's Legguards;100;66;7;3
27648;Dreamstalker Leggings;100;66;7;3
27649;Hierophant's Leggings;100;66;7;3
27650;Shadowstalker's Leggings;100;66;7;3
27652;Stormbreaker's Leggings;100;66;7;3
27653;Slayer's Leggings;100;66;7;3
27654;Avenger's Legplates;100;66;7;3
28246;Band of Triumph;100;70;11;3
28247;Band of Dominance;100;70;11;3
28559;Exorcist's Plate Helm;100;66;1;3
28560;Exorcist's Lamellar Helm;100;66;1;3
28561;Exorcist's Leather Helm;100;66;1;3
28574;Exorcist's Dragonhide Helm;100;66;1;3
28575;Exorcist's Wyrmhide Helm;100;66;1;3
28576;Exorcist's Chain Helm;100;66;1;3
28577;Exorcist's Linked Helm;100;66;1;3
28758;Exorcist's Mail Helm;100;66;1;3
28759;Exorcist's Dreadweave Hood;100;66;1;3
28760;Exorcist's Silk Hood;100;66;1;3
28761;Exorcist's Scaled Helm;100;66;1;3
29121;Guile of Khoraazi;100;70;13;4
29124;Vindicator's Brand;100;70;13;4
29125;Retainer's Blade;100;70;13;4
29151;Veteran's Musket;100;70;26;4
29152;Marksman's Bow;100;70;15;4
29153;Blade of the Archmage;100;70;21;4
29155;Stormcaller;100;70;21;4
29156;Honor's Call;100;70;13;4
29165;Warbringer;100;70;13;4
29171;Earthwarden;100;70;17;4
29175;Gavel of Pure Light;100;70;21;4
29182;Riftmaker;100;70;13;4
29337;The Exarch's Protector;100;0;5;3
29339;Auchenai Tracker's Hauberk;100;0;5;3
29340;Auchenai Monk's Tunic;100;0;5;3
29341;Auchenai Anchorite's Robe;100;0;20;3
29973;Primalstorm Breastplate;100;65;5;3
29974;Living Crystal Breastplate;100;65;5;3
29975;Golden Dragonstrike Breastplate;100;65;5;3
30074;Heavy Earthforged Breastplate;100;65;5;3
30076;Stormforged Hauberk;100;65;5;3
30077;Windforged Rapier;100;65;13;3
30086;Stoneforged Claymore;100;65;17;3
30087;Stormforged Axe;100;65;13;3
30088;Skyforged Great Axe;100;65;17;3
30089;Lavaforged Warhammer;100;65;13;3
30093;Great Earthforged Hammer;100;65;17;3
30830;Trident of the Outcast Tribe;100;70;17;4
30832;Gavel of Unearthed Secrets;100;70;21;4
30834;Shapeshifter's Signet;100;70;11;4
31200;Shield of the Wayward Footman;100;65;14;3
31202;Girdle of Divine Blessing;100;65;6;3
31204;The Gunblade;100;65;26;3
31222;Headdress of Inner Rage;100;65;1;3
31226;Leggings of the Sly;100;65;7;3
31230;Abyss Walker's Boots;100;65;8;3
31318;Singing Crystal Axe;100;70;17;4
31319;Band of Impenetrable Defenses;100;70;11;4
31320;Chestguard of Exile;100;70;5;4
31321;Choker of Repentance;100;70;2;4
31322;The Hammer of Destiny;100;70;17;4
31323;Don Santos' Famous Hunting Rifle;100;70;26;4
31326;Truestrike Ring;100;70;11;4
31328;Leggings of Beast Mastery;100;70;7;4
31329;Lifegiving Cloak;100;70;16;4
31330;Lightning Crown;100;70;1;4
31331;The Night Blade;100;70;13;4
31332;Blinkstrike;100;70;13;4
31333;The Night Watchman;100;70;1;4
31334;Staff of Natural Fury;100;70;17;4
31335;Pants of Living Growth;100;70;7;4
31336;Blade of Wizardry;100;70;21;4
31338;Charlotte's Ivy;100;70;2;4
31339;Lola's Eve;100;70;11;4
31340;Will of Edward the Odd;100;70;20;4
31342;The Ancient Scepter of Sue-Min;100;70;21;4
31343;Kamaei's Cerulean Skirt;100;70;7;4
31370;Iceguard Leggings;100;70;7;4
31371;Iceguard Helm;100;70;1;4
31398;The Frozen Eye;100;70;11;4
31856;Darkmoon Card: Crusade;100;70;12;4
31857;Darkmoon Card: Wrath;100;70;12;4
31858;Darkmoon Card: Vengeance;100;70;12;4
31859;Darkmoon Card: Madness;100;70;12;4
31919;Nexus-Prince's Ring of Balance;100;70;11;4
31920;Shaffar's Band of Brutality;100;70;11;4
31921;Yor's Collapsing Band;100;70;11;4
31922;Ring of Conflict Survival;100;70;11;4
31923;Band of the Crystalline Void;100;70;11;4
31924;Yor's Revenge;100;70;11;4
32508;Necklace of the Deep;100;65;2;3
32645;Crystalline Crossbow;100;70;26;4
32774;The Black Pearl;100;65;11;3
32914;Bland Shiv;100;0;13;4
32950;Unusually Slow Mace;100;0;13;3
34622;Spinesever;100;70;25;4
38282;Bland Two-Handed Blade;100;0;17;4
24088;Delicate Eternium Ring;101;70;11;3
21852;Netherweave Pants;102;64;7;2
23489;Fel Iron Breastplate;102;64;5;2
23502;Adamantite Maul;102;64;17;2
24114;Braided Eternium Chain;102;70;2;3
24637;Mistyreed Belt;102;64;6;2
24638;Mistyreed Boots;102;64;8;2
24639;Mistyreed Tunic;102;64;5;2
24640;Mistyreed Gloves;102;64;10;2
24641;Mistyreed Hood;102;64;1;2
24642;Mistyreed Pants;102;64;7;2
24643;Mistyreed Shoulderpads;102;64;3;2
24644;Mistyreed Bracers;102;64;9;2
24749;Daggerfen Belt;102;64;6;2
24750;Daggerfen Boots;102;64;8;2
24751;Daggerfen Battlevest;102;64;5;2
24752;Daggerfen Gloves;102;64;10;2
24753;Daggerfen Cowl;102;64;1;2
24754;Daggerfen Stitchpants;102;64;7;2
24755;Daggerfen Pauldrons;102;64;3;2
24756;Daggerfen Bindings;102;64;9;2
24862;Blood Knight Girdle;102;64;6;2
24863;Blood Knight Boots;102;64;8;2
24864;Blood Knight Breastplate;102;64;5;2
24865;Blood Knight Gauntlets;102;64;10;2
24866;Blood Knight Helm;102;64;1;2
24867;Blood Knight Greaves;102;64;7;2
24868;Blood Knight Pauldrons;102;64;3;2
24869;Blood Knight Bracers;102;64;9;2
24974;Reaver Girdle;102;64;6;2
24975;Reaver Greaves;102;64;8;2
24976;Reaver Armor;102;64;5;2
24977;Reaver Gloves;102;64;10;2
24978;Reaver Helmet;102;64;1;2
24979;Reaver Legplates;102;64;7;2
24980;Reaver Epaulets;102;64;3;2
24981;Reaver Bracers;102;64;9;2
25037;Patched Cape;102;64;16;2
25051;Blue Topaz Band;102;64;11;2
25065;Turquoise Brooch;102;64;2;2
25079;Outland Shield;102;64;14;2
25093;Shadow Council Orb;102;64;23;2
25107;Draconic Dagger;102;64;13;2
25121;Dreaded Mace;102;64;13;2
25135;Clefthoof Mace;102;64;17;2
25149;Baron's Broadsword;102;64;13;2
25163;Elexorien Blade;102;64;17;2
25177;Tanjo Staff;102;64;17;2
25191;Dread Fangs;102;64;22;2
25205;Silvermoon Crescent Axe;102;64;13;2
25219;Rending Claw;102;64;17;2
25233;Battle Scythe;102;64;17;2
25247;Expert's Bow;102;64;15;2
25261;Mighty Crossbow;102;64;26;2
25275;Dragonbreath Musket;102;64;26;2
25289;Majestic Wand;102;64;26;2
25303;Amplifying Blade;102;64;21;2
25317;Lesser Sledgemace;102;64;21;2
25331;Vengeance Staff;102;64;17;2
25556;Oversized Ogre Hauberk;102;0;5;2
25557;Salvaged Ango'rosh Pauldrons;102;0;3;2
25558;Ango'rosh Souleater's Cowl;102;0;1;2
25614;Feralfen Beastmaster's Hauberk;102;0;5;2
25622;Staff of the Four Golden Coins;102;0;17;2
25623;Bracers of the Battle Cleric;102;0;9;2
25624;King's Bulwark;102;0;14;2
25627;QR 9922 Shield;102;0;14;2
25628;Ogre Mauler's Badge;102;0;12;2
25629;Ogre Handler's Shooter;102;0;26;2
25630;Ogre Basher's Slippers;102;0;8;2
25631;Boots of the Specialist;102;0;8;2
25632;Wand of Happiness;102;0;26;2
25633;Uniting Charm;102;0;12;2
25660;Scaled Draenic Vest;102;64;5;2
28538;Forked Shuriken;102;64;25;2
31418;Sylvanaar Gloves;102;0;10;2
31419;Living Grove Shoulderpads;102;0;3;2
31420;Protector's Boots;102;0;8;2
31421;Sentinel Armbands;102;0;9;2
31422;Heavy Elven Dirk;102;0;13;2
31423;Wolf Hewer's Axe;102;0;13;2
31424;Arcane Wand of Sylvanaar;102;0;26;2
31425;Ogre Vanquisher's Belt;102;0;6;2
31426;Agile Mountain Bracers;102;0;9;2
31427;Sylvanaar Defender's Pauldrons;102;0;3;2
31428;Commander Skyshadow's Gloves;102;0;10;2
31429;Spelunker's Mantle;102;0;3;2
31430;Miner's Gloves;102;0;10;2
31431;All-Weather Armguards;102;0;9;2
31432;Explorer's Boots;102;0;8;2
31470;Witch Doctor's Beads;102;0;5;2
31471;T'chali's Kilt;102;0;7;2
31472;Hexxer's Belt;102;0;6;2
31473;Ogre Defiler's Handguards;102;0;10;2
31477;Red Hands of the Thunderlord;102;0;10;2
31478;Tor'chunk's Foot Covers;102;0;8;2
31479;Rugged Mountain Bracers;102;0;9;2
31480;Ogre Beater's Belt;102;0;6;2
31481;Thunderlord Armbands;102;0;9;2
31482;Dire Wolf Handler Gloves;102;0;10;2
31483;Gor'drek's Pauldrons;102;0;3;2
31484;Wolf Chaps;102;0;6;2
31485;Dark Deed Leggings;102;0;7;2
31486;Bear-Strength Harness;102;0;5;2
31487;Wild Horned Helm;102;0;1;2
31488;Boots of the Ancient-Killer;102;0;8;2
31615;Ancient Draenei Arcane Relic;102;0;12;2
31617;Ancient Draenei War Talisman;102;0;12;2
31660;Feralfen Skulker's Belt;102;0;6;2
31816;Dragonbone Greatsword;102;0;17;2
31817;Dragonbone Shoulders;102;0;3;2
31818;Dragonbone Talisman;102;0;2;2
31819;Noble Plate Pauldrons;102;0;3;2
31820;Blessed Signet Ring;102;0;11;2
31821;Blade of Retribution;102;0;21;2
31823;Book of Many Blessings;102;0;23;2
23506;Adamantite Plate Bracers;103;66;9;3
23508;Adamantite Plate Gloves;103;66;10;3
25639;Hemet's Elekk Gun;103;0;26;3
25640;Nesingwary Safari Stick;103;0;26;3
25643;Harold's Rejuvenating Broach;103;0;28;3
25644;Blessed Book of Nagrand;103;0;28;3
25645;Totem of the Plains;103;0;28;3
25759;Mogor's Anointing Club;103;0;21;3
25760;Battle Mage's Baton;103;0;17;3
25761;Staff of Beasts;103;0;17;3
25762;Honed Voidaxe;103;0;17;3
25763;Ceremonial Warmaul Blood-blade;103;0;13;3
25764;Mag'hari Fury Brand;103;0;13;3
25819;Breastplate of the Warbringer;103;0;5;3
25820;Metallic Headband of Simm'onz;103;0;1;3
25821;Leggings of Unending Assault;103;0;7;3
25822;Watcher's Tunic;103;0;5;3
27417;Ravenwing Pauldrons;103;66;3;3
27418;Stormreaver Shadow-Kilt;103;66;7;3
27420;Uther's Ceremonial Warboots;103;66;8;3
27423;Cloak of Impulsiveness;103;66;16;3
27424;Amani Venom-Axe;103;66;13;3
27426;Northshire Battlemace;103;66;21;3
27427;Durotan's Battle Harness;103;66;5;3
27428;Stormfront Gauntlets;103;66;10;3
27430;Scaled Greaves of Patience;103;66;7;3
27431;Time-Shifted Dagger;103;66;21;3
27432;Broxigar's Ring of Valor;103;66;11;3
27433;Pauldrons of Sufferance;103;66;3;3
27434;Mantle of Perenolde;103;66;3;3
27436;Iron Band of the Unbreakable;103;66;11;3
27440;Diamond Prism of Recurrence;103;66;2;3
28168;Insignia of the Mag'hari Hero;103;0;2;3
28169;Mag'hari Ritualist's Horns;103;0;1;3
28172;Mag'hari Scout's Tunic;103;0;5;3
28173;Mag'hari Huntsman's Leggings;103;0;7;3
28175;Mag'hari Warlord's Legplates;103;0;7;3
29211;Fitz's Throwing Axe;103;0;25;3
29316;Warchief's Mantle;103;0;3;3
29317;Tempest's Touch;103;0;10;3
29318;Southshore Sneakers;103;0;8;3
29319;Tarren Mill Defender's Cinch;103;0;6;3
31163;Nethersteel Handguards;103;66;10;3
31164;Nethersteel Gauntlets;103;66;10;3
31165;Nethersteel-Reinforced Gloves;103;66;10;3
31166;Nethersteel-Lined Handwraps;103;66;10;3
31195;Voidplate Girdle;103;66;6;3
31197;Voidscale Belt;103;66;6;3
31198;Voidhide Cord;103;66;6;3
31199;Voidweave Cilice;103;66;6;3
31201;Illidari Cloak;103;66;16;3
31203;Arcane Loop;103;66;11;3
31221;Illidari Vambraces;103;66;9;3
31223;Illidari Wristguards;103;66;9;3
31224;Illidari Bracers;103;66;9;3
31225;Illidari Bindings;103;66;9;3
31234;Crystalblade of the Draenei;103;66;13;3
31237;Elekk Hide Leggings;103;66;7;3
31240;Scales of the Beast;103;66;7;3
31255;Cloak of the Craft;103;66;16;3
31258;Band of Sorrow;103;66;11;3
31272;Crown of Endless Knowledge;103;66;1;3
31691;Natasha's Guardian Cord;103;0;2;3
31692;Natasha's Ember Necklace;103;0;2;3
31693;Natasha's Arcane Filament;103;0;2;3
31694;Natasha's Pack Collar;103;0;2;3
31695;Natasha's Choker;103;0;2;3
31696;Natasha's Battle Chain;103;0;2;3
33197;Mossy Necklace;103;66;2;2
21846;Spellfire Belt;105;70;6;4
21847;Spellfire Gloves;105;70;10;4
21848;Spellfire Robe;105;70;20;4
21869;Frozen Shadoweave Shoulders;105;70;3;4
21870;Frozen Shadoweave Boots;105;70;8;4
21871;Frozen Shadoweave Robe;105;70;20;4
21874;Primal Mooncloth Shoulders;105;70;3;4
23503;Adamantite Cleaver;105;65;17;2
23504;Adamantite Dagger;105;65;13;2
23531;Felfury Gauntlets;105;70;10;4
23532;Gauntlets of the Iron Tower;105;70;10;4
23533;Steelgrip Gauntlets;105;70;10;4
23534;Storm Helm;105;70;1;4
23535;Helm of the Stalwart Defender;105;70;1;4
23536;Oathkeeper's Helm;105;70;1;4
23537;Black Felsteel Bracers;105;70;9;4
23538;Bracers of the Green Fortress;105;70;9;4
23539;Blessed Bracers;105;70;9;4
23540;Felsteel Longblade;105;70;13;4
23541;Khorium Champion;105;70;17;4
23542;Fel Edged Battleaxe;105;70;13;4
23543;Felsteel Reaper;105;70;17;4
23544;Runic Hammer;105;70;13;4
23546;Fel Hardened Maul;105;70;17;4
23554;Eternium Runed Blade;105;70;21;4
23555;Dirge;105;70;13;4
23556;Hand of Eternity;105;70;21;4
24255;Unyielding Girdle;105;70;6;4
24256;Girdle of Ruination;105;70;6;4
24257;Black Belt of Knowledge;105;70;6;4
24258;Resolute Cape;105;70;16;4
24259;Vengeance Wrap;105;70;16;4
24260;Manaweave Cloak;105;70;16;4
24261;Whitemend Pants;105;70;7;4
24262;Spellstrike Pants;105;70;7;4
24263;Battlecast Pants;105;70;7;4
24264;Whitemend Hood;105;70;1;4
24265;Old Spellstrike Hood;105;70;1;4
24266;Spellstrike Hood;105;70;1;4
24267;Battlecast Hood;105;70;1;4
24645;Astralaan Belt;105;65;6;2
24646;Astralaan Boots;105;65;8;2
24647;Astralaan Robe;105;65;5;2
24648;Astralaan Gloves;105;65;10;2
24649;Astralaan Headdress;105;65;1;2
24650;Astralaan Pants;105;65;7;2
24651;Astralaan Shoulderpads;105;65;3;2
24652;Astralaan Bracer;105;65;9;2
24757;Umbrafen Waistband;105;65;6;2
24758;Umbrafen Boots;105;65;8;2
24759;Umbrafen Tunic;105;65;5;2
24760;Umbrafen Gloves;105;65;10;2
24761;Umbrafen Cap;105;65;1;2
24762;Umbrafen Britches;105;65;7;2
24763;Umbrafen Shoulderguards;105;65;3;2
24764;Umbrafen Bindings;105;65;9;2
24870;Ironspine Belt;105;65;6;2
24871;Ironspine Greaves;105;65;8;2
24872;Ironspine Chain Vest;105;65;5;2
24873;Ironspine Gloves;105;65;10;2
24874;Ironspine Helm;105;65;1;2
24875;Ironspine Legguards;105;65;7;2
24876;Ironspine Shoulderguards;105;65;3;2
24877;Ironspine Bracelets;105;65;9;2
24982;Boulderfist Belt;105;65;6;2
24983;Boulderfist Greaves;105;65;8;2
24984;Boulderfist Armor;105;65;5;2
24985;Boulderfist Gloves;105;65;10;2
24986;Boulderfist Helm;105;65;1;2
24987;Boulderfist Legplates;105;65;7;2
24988;Boulderfist Epaulets;105;65;3;2
24989;Boulderfist Bracers;105;65;9;2
25038;Forest Shroud;105;65;16;2
25052;Hauyne Ring;105;65;11;2
25066;Pink Sapphire Necklace;105;65;2;2
25080;Spell-Breaker Shield;105;65;14;2
25094;Eldr'naan Scepter;105;65;23;2
25108;Grave Keeper Knife;105;65;13;2
25122;Khorium Plated Bludgeon;105;65;13;2
25136;Blood Stained Hammer;105;65;17;2
25150;Honor Hold Saber;105;65;13;2
25164;Crude Umbrafen Blade;105;65;17;2
25178;Bata Staff;105;65;17;2
25192;Gutrippers;105;65;13;2
25206;Berserker Axe;105;65;13;2
25220;Glorious War-Axe;105;65;17;2
25234;Telaari Polearm;105;65;17;2
25248;Talbuk Hunting Bow;105;65;15;2
25262;Battle Damaged Crossbow;105;65;26;2
25276;Tauren Runed Musket;105;65;26;2
25290;Solitaire Wand;105;65;26;2
25304;Destructo-Blade;105;65;21;2
