"ID","Directory","InstanceType","Flags","PVP","MapName_Lang_enUS","MapName_Lang_enGB","MapName_Lang_koKR","MapName_Lang_frFR","MapName_Lang_deDE","MapName_Lang_enCN","MapName_Lang_zhCN","MapName_Lang_enTW","MapName_Lang_zhTW","MapName_Lang_esES","MapName_Lang_esMX","MapName_Lang_ruRU","MapName_Lang_ptPT","MapName_Lang_ptBR","MapName_Lang_itIT","MapName_Lang_Unk","MapName_Lang_Mask","AreaTableID","MapDescription0_Lang_enUS","MapDescription0_Lang_enGB","MapDescription0_Lang_koKR","MapDescription0_Lang_frFR","MapDescription0_Lang_deDE","MapDescription0_Lang_enCN","MapDescription0_Lang_zhCN","MapDescription0_Lang_enTW","MapDescription0_Lang_zhTW","MapDescription0_Lang_esES","MapDescription0_Lang_esMX","MapDescription0_Lang_ruRU","MapDescription0_Lang_ptPT","MapDescription0_Lang_ptBR","MapDescription0_Lang_itIT","MapDescription0_Lang_Unk","MapDescription0_Lang_Mask","MapDescription1_Lang_enUS","MapDescription1_Lang_enGB","MapDescription1_Lang_koKR","MapDescription1_Lang_frFR","MapDescription1_Lang_deDE","MapDescription1_Lang_enCN","MapDescription1_Lang_zhCN","MapDescription1_Lang_enTW","MapDescription1_Lang_zhTW","MapDescription1_Lang_esES","MapDescription1_Lang_esMX","MapDescription1_Lang_ruRU","MapDescription1_Lang_ptPT","MapDescription1_Lang_ptBR","MapDescription1_Lang_itIT","MapDescription1_Lang_Unk","MapDescription1_Lang_Mask","LoadingScreenID","MinimapIconScale","CorpseMapID","CorpseX","CorpseY","TimeOfDayOverride","ExpansionID","RaidOffset","MaxPlayers"
"596","Transport187263","0","1","0","Transport: Naglfar","Transport: Naglfar","Transport: Naglfar","Transport: Naglfar","","","Transporte: Naglfar","Transporte: Naglfar","Перевозка: Нагльфар","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","2","0","0"
"597","CraigTest","0","15","0","Craig Test","Craig Test","Test de Craig","Craig Test","","","Craig Test","Craig Test","Craig Test","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"598","Sunwell5Man","1","1","0","Sunwell Fix (Unused)","Sunwell Fix (Unused)","Correction du puits de soleil (inutilisé)","Sunwell Fix (Unused)","","","Sunwell Fix (Unused)","Sunwell Fix (Unused)","Солнечный Колодец стабилизированный (не используется)","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","4","1","0","0","0","-1","1","0","5"
"599","Ulduar70","1","13","0","Halls of Stone","Halls of Stone","Les salles de Pierre","Hallen des Steins","","","Cámaras de Piedra","Cámaras de Piedra","Чертоги Камня","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","230","1","571","8921","-966","-1","2","0","5"
"600","DrakTheronKeep","1","13","0","Drak'Tharon Keep","Drak'Tharon Keep","Donjon de Drak'Tharon","Feste von Drak'Tharon","","","Fortaleza de Drak'Tharon","Fortaleza de Drak'Tharon","Крепость Драк'Тарон","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","228","1","571","4774","-2023","-1","2","0","5"
"601","Azjol_Uppercity","1","13","0","Azjol-Nerub","Azjol-Nerub","Azjol -Nérub","Azjol-Nerub","","","Azjol-Nerub","Azjol-Nerub","Азжол-Неруб","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","229","1","571","3672","2171","-1","2","0","5"
"602","Ulduar80","1","13","0","Halls of Lightning","Halls of Lightning","Les salles de Foudre","Hallen der Blitze","","","Cámaras de Relámpagos","Cámaras de Relámpagos","Чертоги Молний","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","231","1","571","9185","-1386","-1","2","0","5"
"603","UlduarRaid","2","13","0","Ulduar","Ulduar","Ulduar","Ulduar","","","Ulduar","Ulduar","Ульдуар","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712190","244","1","571","9359","-1115","0","2","0","5"
"604","GunDrak","1","13","0","Gundrak","Gundrak","Gundrak","Gundrak","","","Gundrak","Gundrak","Гундрак","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","237","1","571","6708","-4654","-1","2","0","5"
"605","development_nonweighted","0","17","0","Development Land (non-weighted textures)","Development Land (non-weighted textures)","Terre en développement (textures sans pesanteur)","Development Land (non-weighted textures)","","","Development Land (non-weighted textures)","Development Land (non-weighted textures)","Development Land (non-weighted textures)","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","21","1","0","0","0","-1","0","0","0"
"606","QA_DVD","0","31","0","QA and DVD","QA and DVD","AQ et DVD","QA und DVD","","","QA and DVD","QA and DVD","QA and DVD","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","21","1","0","0","0","-1","2","0","0"
"607","NorthrendBG","3","29","1","Strand of the Ancients","Strand of the Ancients","Rivage des Anciens","Strand der Uralten","","","Playa de los Ancestros","Playa de los Ancestros","Берег Древних","","","","","","","","16712190","0","To the south of Dragonblight lies the resting place of a legendary Titan artifact, known by the Alliance and Horde to possess critical information regarding the Titans and their methods.

Prepare yourself for battle, for fate cannot determine success upon this Strand of the Ancients.","To the south of Dragonblight lies the resting place of a legendary Titan artifact, known by the Alliance and Horde to possess critical information regarding the Titans and their methods.

Prepare yourself for battle, for fate cannot determine success upon this Strand of the Ancients.","Un artéfact légendaire des titans repose au sud de la Désolation des dragons. La Horde et l’Alliance estiment qu’il renferme des informations capitales sur les titans et leurs méthodes.

Préparez-vous au combat, car sur le rivage des Anciens, le destin ne compte pas.","Im Süden der Drachenöde liegt die Ruhestätte eines legendären Titanenartefakts. Sowohl der Allianz als auch der Horde ist bekannt, dass dieses Objekt entscheidende Informationen über die Titanen und ihre Vorgehensweise enthält.Macht Euch zur Schlacht bereit, denn am Strand der Uralten entscheidet nicht das Schicksal über den Sieger.","","","Al sur del Cementerio de Dragones yace un legendario artefacto de los titanes. Tanto la Alianza como la Horda piensan que encierra información crítica sobre los titanes y sus métodos.

Prepárate para la batalla, ya que el destino no decide el éxito en la Playa de los Ancestros.","Al sur del Cementerio de Dragones yace un legendario artefacto de los titanes. Tanto la Alianza como la Horda piensan que encierra información crítica sobre los titanes y sus métodos.

Prepárate para la batalla, ya que el destino no decide el éxito en la Playa de los Ancestros.","К югу от Драконьего Погоста лежат земли, в которых хранится древняя реликвия титанов. И Орде, и Альянсу известно, что она способна приоткрыть завесу тайны над историей этих древних творцов.

Приготовьтесь к битве – судьба Берега Древних теперь зависит и от вас.","","","","","","","","16712190","To the south of Dragonblight lies the resting place of a legendary Titan artifact, known by the Alliance and Horde to possess critical information regarding the Titans and their methods.

Prepare yourself for battle, for fate cannot determine success upon this Strand of the Ancients.","To the south of Dragonblight lies the resting place of a legendary Titan artifact, known by the Alliance and Horde to possess critical information regarding the Titans and their methods.

Prepare yourself for battle, for fate cannot determine success upon this Strand of the Ancients.","Un artéfact légendaire des titans repose au sud de la Désolation des dragons. La Horde et l’Alliance estiment qu’il renferme des informations capitales sur les titans et leurs méthodes.

Préparez-vous au combat, car sur le rivage des Anciens, le destin ne compte pas.","Im Süden der Drachenöde liegt die Ruhestätte eines legendären Titanenartefakts. Sowohl der Allianz als auch der Horde ist bekannt, dass dieses Objekt entscheidende Informationen über die Titanen und ihre Vorgehensweise enthält.Macht Euch zur Schlacht bereit, denn am Strand der Uralten entscheidet nicht das Schicksal über den Sieger.","","","Al sur del Cementerio de Dragones yace un legendario artefacto de los titanes. Tanto la Alianza como la Horda piensan que encierra información crítica sobre los titanes y sus métodos.

Prepárate para la batalla, ya que el destino no decide el éxito en la Playa de los Ancestros.","Al sur del Cementerio de Dragones yace un legendario artefacto de los titanes. Tanto la Alianza como la Horda piensan que encierra información crítica sobre los titanes y sus métodos.

Prepárate para la batalla, ya que el destino no decide el éxito en la Playa de los Ancestros.","К югу от Драконьего Погоста лежат земли, в которых хранится древняя реликвия титанов. И Орде, и Альянсу известно, что она способна приоткрыть завесу тайны над историей этих древних творцов.

Приготовьтесь к битве – судьба Берега Древних теперь зависит и от вас.","","","","","","","","16712190","238","1","0","0","0","-1","2","0","0"
"608","DalaranPrison","1","29","0","Violet Hold","Violet Hold","Le fort Pourpre","Violette Festung","","","Bastión Violeta","Bastión Violeta","Аметистовая крепость","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","235","1","571","5689","498","-1","2","0","5"
"609","DeathKnightStart","0","29","0","Ebon Hold","Ebon Hold","Le fort d'Ébène","Schwarze Festung","","","El Bastión de Ébano","El Bastión de Ébano","Черный оплот","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","233","1","0","0","0","-1","2","0","0"
"610","Transport_Tirisfal _Vengeance_Landing","0","1","0","Transport: Tirisfal to Vengeance Landing","Transport: Tirisfal to Vengeance Landing","Transport : de Tirisfal à l'accostage de la Vengeance","Transport: Tirisfal zum Hafen der Vergeltung","","","Transporte: Tirisfal al Campo Venganza","Transporte: Tirisfal al Campo Venganza","Транспорт: из Тирисфаля к Лагерю Возмездия","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"612","Transport_Menethil_Valgarde","0","1","0","Transport: Menethil to Valgarde","Transport: Menethil to Valgarde","Transport : de Menethil à Valgarde","Transport: Menethil nach Valgarde","","","Transporte: Menethil a Valgarde","Transporte: Menethil a Valgarde","Транспорт: из Менетила к Вангарду","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"613","Transport_Orgrimmar_Warsong_Hold","0","1","0","Transport: Orgrimmar to Warsong Hold","Transport: Orgrimmar to Warsong Hold","Transport : d'Orgrimmar au bastion Chanteguerre","Transport: Orgrimmar zur Kriegshymnenfeste","","","Transporte: Orgrimmar al Bastión Grito de Guerra","Transporte: Orgrimmar al Bastión Grito de Guerra","Транспорт: из Оргриммара к Крепости Песни Войны","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"614","Transport_Stormwind_Valiance_Keep","0","1","0","Transport: Stormwind to Valiance Keep","Transport: Stormwind to Valiance Keep","Transport : de Hurlevent au donjon de la Bravoure","Transport: Sturmwind zur Valianzfeste","","","Transporte: Ventormenta a la Fortaleza Denuedo","Transporte: Ventormenta a la Fortaleza Denuedo","Транспорт: из Штормграда к Крепости Отваги","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"615","ChamberOfAspectsBlack","2","29","0","The Obsidian Sanctum","The Obsidian Sanctum","Le sanctum Obsidien","Das Obsidiansanktum","","","El Sagrario Obsidiana","El Sagrario Obsidiana","Обсидиановое святилище","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","239","1","571","3438","260","-1","2","0","0"
"616","NexusRaid","2","29","0","The Eye of Eternity","The Eye of Eternity","L'Œil de l'éternité","Das Auge der Ewigkeit","","","El Ojo de la Eternidad","El Ojo de la Eternidad","Око вечности","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","236","1","571","3869","6984","-1","2","0","5"
"617","DalaranArena","4","29","0","Dalaran Sewers","Dalaran Sewers","Égouts de Dalaran","Kanalisation von Dalaran","","","Cloacas de Dalaran","Cloacas de Dalaran","Стоки Даларана","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","242","1","0","0","0","0","0","0","0"
"618","OrgrimmarArena","4","29","0","The Ring of Valor","The Ring of Valor","L'arène des valeureux","Der Ring der Ehre","","","El Círculo del Valor","El Círculo del Valor","Арена Доблести","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","240","1","0","0","0","720","0","0","0"
"619","Azjol_LowerCity","1","29","0","Ahn'kahet: The Old Kingdom","Ahn'kahet: The Old Kingdom","Ahn'kahet : l'Ancien royaume","Ahn'kahet: Das Alte Königreich","","","Ahn'kahet: El Antiguo Reino","Ahn'kahet: El Antiguo Reino","Ан'кахет: Старое Королевство","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","234","1","571","3641","2032","-1","2","0","0"
"620","Transport_Moa'ki_Unu'pe","0","1","0","Transport: Moa'ki to Unu'pe","Transport: Moa'ki to Unu'pe","Transport : Moa'ki à Unu'pe","Transport: Moa'ki nach Unu'pe","","","Transporte: Moa'ki a Unu'pe","Transporte: Moa'ki a Unu'pe","Транспорт: из Моа'ки в Уну'пе","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","2","0","0"
"621","Transport_Moa'ki_Kamagua","0","1","0","Transport: Moa'ki to Kamagua","Transport: Moa'ki to Kamagua","Transport : Moa'ki à Kamagua","Transport: Moa'ki nach Kamagua","","","Transporte: Moa'ki a Komawa","Transporte: Moa'ki a Komawa","Транспорт: из Моа'ки в Камагуа","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","2","0","0"
"622","Transport192241","0","1","0","Transport: Orgrim's Hammer","Transport: Orgrim's Hammer","Transport : le Marteau d'Orgrim","Transport: Orgrims Hammer","","","Transporte: Martillo de Orgrim","Transporte: Martillo de Orgrim","Транспорт: Молот Оргрима","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","2","0","0"
"623","Transport192242","0","1","0","Transport: The Skybreaker","Transport: The Skybreaker","Transport : le Brise-ciel","Transport: Die Himmelsbrecher","","","Transporte: El Rompecielos","Transporte: El Rompecielos","Транспорт: Усмиритель небес","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","2","0","0"
"624","WintergraspRaid","2","61","0","Vault of Archavon","Vault of Archavon","Caveau d'Archavon","Archavons Kammer","","","Cámara de Archavon","Cámara de Archavon","Склеп Аркавона","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","243","1","571","5488","2840","-1","2","0","0"
"628","IsleofConquest","3","29","1","Isle of Conquest","Isle of Conquest","Île des Conquérants","Insel der Eroberung","","","Isla de la Conquista","Isla de la Conquista","Остров Завоеваний","","","","","","","","16712190","0","The Isle of Conquest is a point of strategic importance for the Alliance and Horde campaigns in Northrend.

Serving as an ideal staging ground for operations in Icecrown, each side is determined to secure control of the island.

With the 7th Legion and the Kor'kron Guard locked in deadly combat, both factions have issued a call to arms in hopes of tipping the scales in their favor and defeating the opposing general.","The Isle of Conquest is a point of strategic importance for the Alliance and Horde campaigns in Northrend.

Serving as an ideal staging ground for operations in Icecrown, each side is determined to secure control of the island.

With the 7th Legion and the Kor'kron Guard locked in deadly combat, both factions have issued a call to arms in hopes of tipping the scales in their favor and defeating the opposing genera","L'île des Conquérants est un point stratégique très important pour la Horde et l'Alliance en Norfendre.

Chaque camp est déterminé à prendre le contrôle de ce point de ravitaillement idéal pour les opérations dans la Couronne de glace.

La 7e Légion et la garde kor'kronne s'y affrontent dans un combat à mort. Les deux factions ont lancé un appel aux armes dans l'espoir de faire pencher la balance en leur faveur et de vaincre le général ennemi.","Die Insel der Eroberung ist sowohl für die Allianz als auch die Horde in Nordend gleichermaßen strategisch wichtig.Die Insel ist ein idealer Ausgangspunkt für Operationen in Eiskrone und beide Seiten ringen um die Vorherrschaft.Die 7. Legion und die Wache der Kor'kron sind im Kampf verkeilt und rufen nun zu den Waffen, um sich einen Vorteil zu verschaffen und den gegnerischen General zu Fall zu bringen.","","","La Isla de la Conquista es un punto estratégico de las campañas de la Horda y la Alianza en Rasganorte.

Sirve como punto de partida para las operaciones en Corona de Hielo, cada bando está decidido a conseguir el control de la isla.

La Séptima Legión y la Guardia de Kor'kron están enzarzadas en un combate letal, ambas facciones han hecho un llamamiento a las armas con la esperanza de inclinar la balanza a su favor y de derrotar al general contrario.","La Isla de la Conquista es un punto estratégico de las campañas de la Horda y la Alianza en Rasganorte.

Sirve como punto de partida para las operaciones en Corona de Hielo, cada bando está decidido a conseguir el control de la isla.

La Séptima Legión y la Guardia de Kor'kron están enzarzadas en un combate letal, ambas facciones han hecho un llamamiento a las armas con la esperanza de inclinar la balanza a su favor y de derrotar al general contrario.","Остров Завоеваний – стратегически важная территория, захватить которую стремятся экспедиции Орды и Альянса.

Каждой из сторон Остров мог бы послужить отличной отправной точкой для проведения операций в Ледяной Короне.

Седьмой легион Альянса и Кор'крон Орды вовлечены в кровопролитные бои в надежде склонить чашу весов в свою сторону и победить генерала противника.","","","","","","","","16712190","The Isle of Conquest is a point of strategic importance for the Alliance and Horde campaigns in Northrend.

Serving as an ideal staging ground for operations in Icecrown, each side is determined to secure control of the island.

With the 7th Legion and the Kor'kron Guard locked in deadly combat, both factions have issued a call to arms in hopes of tipping the scales in their favor and defeating the opposing general.","The Isle of Conquest is a point of strategic importance for the Alliance and Horde campaigns in Northrend.

Serving as an ideal staging ground for operations in Icecrown, each side is determined to secure control of the island.

With the 7th Legion and the Kor'kron Guard locked in deadly combat, both factions have issued a call to arms in hopes of tipping the scales in their favor and defeating the opposing general.","L'île des Conquérants est un point stratégique très important pour la Horde et l'Alliance en Norfendre.

Chaque camp est déterminé à prendre le contrôle de ce point de ravitaillement idéal pour les opérations dans la Couronne de glace.

La 7e Légion et la garde kor'kronne s'y affrontent dans un combat à mort. Les deux factions ont lancé un appel aux armes dans l'espoir de faire pencher la balance en leur faveur et de vaincre le général ennemi.","Die Insel der Eroberung ist sowohl für die Allianz als auch die Horde in Nordend gleichermaßen strategisch wichtig.Die Insel ist ein idealer Ausgangspunkt für Operationen in Eiskrone und beide Seiten ringen um die Vorherrschaft.Die 7. Legion und die Wache der Kor'kron sind im Kampf verkeilt und rufen nun zu den Waffen, um sich einen Vorteil zu verschaffen und den gegnerischen General zu Fall zu bringen.","","","La Isla de la Conquista es un punto estratégico de las campañas de la Horda y la Alianza en Rasganorte.

Sirve como punto de partida para las operaciones en Corona de Hielo, cada bando está decidido a conseguir el control de la isla.

La Séptima Legión y la Guardia de Kor'kron están enzarzadas en un combate letal, ambas facciones han hecho un llamamiento a las armas con la esperanza de inclinar la balanza a su favor y de derrotar al general contrario.","La Isla de la Conquista es un punto estratégico de las campañas de la Horda y la Alianza en Rasganorte.

Sirve como punto de partida para las operaciones en Corona de Hielo, cada bando está decidido a conseguir el control de la isla.

La Séptima Legión y la Guardia de Kor'kron están enzarzadas en un combate letal, ambas facciones han hecho un llamamiento a las armas con la esperanza de inclinar la balanza a su favor y de derrotar al general contrario.","Остров Завоеваний – стратегически важная территория, захватить которую стремятся экспедиции Орды и Альянса.

Каждой из сторон Остров мог бы послужить отличной отправной точкой для проведения операций в Ледяной Короне.

Седьмой легион Альянса и Кор'крон Орды вовлечены в кровопролитные бои в надежде склонить чашу весов в свою сторону и победить генерала противника.","","","","","","","","16712190","245","1","0","0","0","-1","2","0","0"
"631","IcecrownCitadel","2","285","0","Icecrown Citadel","Icecrown Citadel","Citadelle de la Couronne de glace","Eiskronenzitadelle","","","Ciudadela de la Corona de Hielo","Ciudadela de la Corona de Hielo","Цитадель Ледяной Короны","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","250","1","571","5776","2065","-1","2","0","0"
"632","IcecrownCitadel5Man","1","29","0","The Forge of Souls","The Forge of Souls","La Forge des âmes","Die Seelenschmiede","","","La Forja de Almas","La Forja de Almas","Кузня Душ","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","249","1","571","5670","2003","-1","2","0","0"
"641","Transport_AllianceAirshipBG","0","1","0","Transport: Alliance Airship BG","Transport: Alliance Airship BG","Transport : CB Vaisseau de l'Alliance","Transport: AllianzLuftschiffSF","","","Transport: Alliance Airship BG","Transport: Alliance Airship BG","Transport: Alliance Airship BG","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","2","0","0"
"642","Transport_HordeAirshipBG","0","1","0","Transport: HordeAirshipBG","Transport: HordeAirshipBG","Transport : CB Vaisseau de la Horde","Transport: HordeLuftschiffSF","","","Transport: HordeAirshipBG","Transport: HordeAirshipBG","Transport: HordeAirshipBG","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","2","0","0"
"647","Transport_Orgrimmar_to_Thunderbluff","0","1","0","Transport: Orgrimmar to Thunder Bluff","Transport: Orgrimmar to Thunder Bluff","Transport : d'Orgrimmar aux Pitons du Tonnerre","Transport: Orgrimmar nach Donnerfels","","","Transporte: Orgrimmar a Cima del Trueno","Transporte: Orgrimmar a Cima del Trueno","Транспорт: из Оргриммара в Громовой Утес","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","2","0","0"
"649","ArgentTournamentRaid","2","29","0","Trial of the Crusader","Trial of the Crusader","L'épreuve du croisé","Prüfung des Kreuzfahrers","","","Prueba del Cruzado","Prueba del Cruzado","Испытание крестоносца","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","246","1","571","8515","736","-1","2","0","0"
"650","ArgentTournamentDungeon","1","29","0","Trial of the Champion","Trial of the Champion","L'épreuve du champion","Prüfung des Champions","","","Prueba del Campeón","Prueba del Campeón","Испытание чемпиона","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","247","1","571","8571","792","-1","2","0","0"
"658","QuarryofTears","1","29","0","Pit of Saron","Pit of Saron","Fosse de Saron","Grube von Saron","","","Foso de Saron","Foso de Saron","Яма Сарона","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","252","1","571","5592","2010","-1","2","0","0"
"668","HallsOfReflection","1","29","0","Halls of Reflection","Halls of Reflection","Salles des Reflets","Hallen der Reflexion","","","Cámaras de Reflexión","Cámaras de Reflexión","Залы Отражений","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","253","1","571","5628","1973","-1","2","0","0"
"672","Transport197347","0","1","0","Transport: The Skybreaker (Icecrown Citadel Raid)","Transport: The Skybreaker (Icecrown Citadel Raid)","Transport : le Brise-ciel (raid de la citadelle de la Couronne de glace)","Transport: Die Himmelsbrecher (Schlachtzug zur Eiskronenzitadelle)","","","Transporte: El Rompecielos (Banda de Ciudadela de la Corona de Hielo)","Transporte: El Rompecielos (Banda de Ciudadela de la Corona de Hielo)","Транспорт: Усмиритель небес (рейды в Цитадели Ледяной Короны)","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","2","0","0"
"673","Transport197348","0","1","0","Transport: Orgrim's Hammer (Icecrown Citadel Raid)","Transport: Orgrim's Hammer (Icecrown Citadel Raid)","Transport : le Marteau d'Orgrim (raid de la citadelle de la Couronne de glace)","Transport: Die Orgrims Hammer (Schlachtzug zur Eiskronenzitadelle)","","","Transporte: Martillo de Orgrim (Banda de Ciudadela de la Corona de Hielo)","Transporte: Martillo de Orgrim (Banda de Ciudadela de la Corona de Hielo)","Транспорт: Молот Оргрима (рейды в Цитадели Ледяной Короны)","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","2","0","0"
"712","Transport197349","0","1","0","Transport: The Skybreaker (IC Dungeon)","Transport: The Skybreaker (IC Dungeon)","Transport : le Brise-ciel (donjon de la Couronne de glace)","Transport: Die Himmelsbrecher","","","Transporte: El Rompecielos (Mazmorra de Ciudadela de la Corona de Hielo)","Transporte: El Rompecielos (Mazmorra de Ciudadela de la Corona de Hielo)","Транспорт: Усмиритель небес (подземелья Цитадели Ледяной Короны)","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","2","0","0"
"713","Transport197350","0","1","0","Transport: Orgrim's Hammer (IC Dungeon)","Transport: Orgrim's Hammer (IC Dungeon)","Transport : le Marteau d'Orgrim (donjon de la Couronne de glace)","Transport: Die Orgrims Hammer","","","Transporte: Martillo de Orgrim (Mazmorra de Ciudadela de la Corona de Hielo)","Transporte: Martillo de Orgrim (Mazmorra de Ciudadela de la Corona de Hielo)","Транспорт: Молот Оргрима (подземелья Цитадели Ледяной Короны)","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","2","0","0"
"718","Transport201834","0","1","0","Trasnport: The Mighty Wind (Icecrown Citadel Raid)","Trasnport: The Mighty Wind (Icecrown Citadel Raid)","Transport : le Grand vent (raid de la Couronne de glace)","Transport: Die Stürmische Macht","","","Transporte: El Viento Poderoso (Banda de Ciudadela de la Corona de Hielo)","Transporte: El Viento Poderoso (Banda de Ciudadela de la Corona de Hielo)","Транспорт: ""Могучий ветер"" (Цитадель Ледяной Короны, рейд)","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","2","0","0"
"723","Stormwind","0","29","0","Stormwind","Stormwind","Hurlevent","Sturmwind","","","Ventormenta","Ventormenta","Штормград","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","0","1","0","0","0","-1","0","0","0"
"724","ChamberofAspectsRed","2","285","0","The Ruby Sanctum","The Ruby Sanctum","Le sanctum Rubis","Das Rubinsanktum","","","El Sagrario Rubí","El Sagrario Rubí","Рубиновое святилище","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712188","","","","","","","","","","","","","","","","","16712188","254","1","0","0","0","-1","2","0","0"
