"ID","ContinentID","ParentAreaID","AreaBit","Flags","SoundProviderPref","SoundProviderPrefUnderwater","AmbienceID","ZoneMusic","IntroSound","ExplorationLevel","AreaName_Lang_enUS","AreaName_Lang_enGB","AreaName_Lang_koKR","AreaName_Lang_frFR","AreaName_Lang_deDE","AreaName_Lang_enCN","AreaName_Lang_zhCN","AreaName_Lang_enTW","AreaName_Lang_zhTW","AreaName_Lang_esES","AreaName_Lang_esMX","AreaName_Lang_ruRU","AreaName_Lang_ptPT","AreaName_Lang_ptBR","AreaName_Lang_itIT","AreaName_Lang_Unk","AreaName_Lang_Mask","FactionGroupMask","LiquidTypeID_1","LiquidTypeID_2","LiquidTypeID_3","LiquidTypeID_4","MinElevation","Ambient_Multiplier","Lightid"
"3568","530","3524","1192","1073741888","0","0","0","0","0","6","Pod Wreckage","Pod Wreckage","Débris de capsule","Kapselwrack","","","El Cementerio de Cápsulas","El Cementerio de Cápsulas","Обломки Капсулы","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3569","530","3524","1193","1073741888","0","0","0","275","0","7","Tides' Hollow","Tides' Hollow","Creux des marées","Gezeitenhöhle","","","Hoya Mareanorte","Hoya Mareanorte","Низина прилива","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3570","530","3524","1194","1073741888","0","0","0","275","0","6","Wrathscale Point","Wrathscale Point","Cap des Irécailles","Hassprankenterritorium","","","Punto Escama de Cólera","Punto Escama de Cólera","Руины клана Зловещей Чешуи","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3571","530","3524","1195","1073741888","0","0","0","308","0","8","Bristlelimb Village","Bristlelimb Village","Village des Bras-hirsutes","Dorf der Sichelklauen","","","Aldea Brazolanudo","Aldea Brazolanudo","Деревня Косолапов","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3572","530","3524","1196","1073741888","0","0","0","308","0","7","Stillpine Hold","Stillpine Hold","Repaire des Calmepins","Tannenruhfeste","","","Bastión Semprepino","Bastión Semprepino","Логово племени Тихвой","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3573","530","3524","1197","1075839040","0","0","0","279","0","6","Odesyus' Landing","Odesyus' Landing","Point d'accostage d'Odesyus","Odesyus' Ankerplatz","","","Desembarco de Odesyus","Desembarco de Odesyus","Лагерь Одиссия","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3574","530","3524","1198","1073741888","0","0","0","0","0","0","Valaar's Berth","Valaar's Berth","Amarrage de Valaar","Valaars Steg","","","Atracadero de Valaar","Atracadero de Valaar","Причал Валаара","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3575","530","3524","1199","1073741888","0","0","0","0","0","10","Silting Shore","Silting Shore","Rivage envasé","Schlickerküste","","","La Costa de Cieno","La Costa de Cieno","Илистый Берег","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3576","530","3524","1200","1076887616","0","0","0","0","0","5","Azure Watch","Azure Watch","Guet d'azur","Azurwacht","","","Avanzada Azur","Avanzada Azur","Лазурная застава","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3577","530","3524","1201","1073741888","0","0","0","0","0","6","Geezle's Camp","Geezle's Camp","Camp de Geezle","Geezles Lager","","","Campamento de Geezle","Campamento de Geezle","Лагерь Гизла","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3578","530","3524","1202","1073741888","0","0","0","0","0","8","Menagerie Wreckage","Menagerie Wreckage","Débris de la ménagerie","Menagerietrümmer","","","Restos del Arca","Restos del Arca","Останки Зверинца","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3579","530","3524","1203","1073741888","0","0","0","0","0","9","Traitor's Cove","Traitor's Cove","Crique du traître","Verräterbucht","","","Cala del Traidor","Cala del Traidor","Бухта Изменника","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3580","530","3524","1204","1073741888","0","0","0","0","0","9","Wildwind Peak","Wildwind Peak","Pic Vent-sauvage","Wildwindgipfel","","","Cima Ventosalvaje","Cima Ventosalvaje","Штормовой Пик","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3581","530","3524","1205","1073741888","0","0","0","0","0","8","Wildwind Path","Wildwind Path","Sentier du Vent-sauvage","Wildwindpfad","","","Senda Ventosalvaje","Senda Ventosalvaje","Штормовой путь","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3582","530","3483","1206","1073759296","0","0","0","0","502","60","Zeth'Gor","Zeth'Gor","Zeth'Gor","Zeth'Gor","","","Zeth'Gor","Zeth'Gor","Зет'Гор","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3583","530","3525","1207","1073741888","0","0","0","0","0","10","Beryl Coast","Beryl Coast","La côte de Béryl","Beryllküste","","","Costa de Berilo","Costa de Berilo","Берилловое побережье","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3584","530","3525","1208","1076887616","0","0","0","0","0","10","Blood Watch","Blood Watch","Guet du sang","Blutwacht","","","Avanzada de Sangre","Avanzada de Sangre","Кровавая застава","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3585","530","3525","1209","1073741888","0","0","0","0","0","14","Bladewood","Bladewood","Bois des Lames","Messerwinkel","","","Bosquespada","Bosquespada","Лес Клинков","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3586","530","3525","1210","1073741888","0","0","0","0","0","19","The Vector Coil","The Vector Coil","La bobine vectorielle","Die Vektorspule","","","La Espiral Vectorial","La Espiral Vectorial","Энергоблок","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3587","530","3525","1211","1073741888","0","0","0","0","0","15","The Warp Piston","The Warp Piston","Le piston de distorsion","Die Warpgondel","","","El Pistón de Distorsión","El Pistón de Distorsión","Сверхускоритель","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3588","530","3525","1212","1073741888","0","0","0","0","0","16","The Cryo-Core","The Cryo-Core","Le cryocœur","Der Kryokern","","","El Crionúcleo","El Crionúcleo","Криогенный блок","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3589","530","3525","1213","1073741888","0","0","0","275","0","13","The Crimson Reach","The Crimson Reach","Les confins cramoisis","Die Purpurbrandung","","","El Tramo Carmesí","El Tramo Carmesí","Кровавый берег","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3590","530","3525","1214","1073741888","0","0","0","275","0","12","Wrathscale Lair","Wrathscale Lair","Repaire des Irécailles","Hassprankenzuflucht","","","Guarida Escama de Cólera","Guarida Escama de Cólera","Логово клана Зловещей Чешуи","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3591","530","3525","1215","1073741888","0","0","0","275","0","13","Ruins of Loreth'Aran","Ruins of Loreth'Aran","Ruines de Loreth'Aran","Ruinen von Loreth'Aran","","","Ruinas de Loreth'Aran","Ruinas de Loreth'Aran","Развалины Лорет'Арана","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3592","530","3525","1216","1073741888","0","0","0","0","0","13","Nazzivian","Nazzivian","Nazzivian","Nazzivian","","","Nazzivian","Nazzivian","Наззивиан","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3593","530","3525","1217","1073741888","0","0","0","0","0","16","Axxarien","Axxarien","Axxarien","Axxarien","","","Axxarien","Axxarien","Аксариен","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3594","530","3525","1218","1073741888","0","0","0","0","0","12","Blacksilt Shore","Blacksilt Shore","Le rivage des Vase-noire","Schwarzschlammküste","","","Costa Cienonegro","Costa Cienonegro","Берег Черного Ила","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3595","530","3525","1219","1073741888","0","0","0","0","0","17","The Foul Pool","The Foul Pool","Le bassin souillé","Der besudelte Teich","","","La Poza del Hediondo","La Poza del Hediondo","Смрадный пруд","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3596","530","3525","1220","1073741888","0","0","0","0","0","16","The Hidden Reef","The Hidden Reef","Le récif caché","Das versteckte Riff","","","El Arrecife Oculto","El Arrecife Oculto","Подводный риф","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3597","530","3525","1221","1073741888","0","0","0","0","0","17","Amberweb Pass","Amberweb Pass","Passe d'Ambretoile","Goldweberpass","","","Paso de Redámbar","Paso de Redámbar","Перевал Янтарной Паутины","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3598","530","3525","1222","1073741888","0","0","0","0","0","17","Wyrmscar Island","Wyrmscar Island","Île Balafre-du-ver","Insel Drachenfels","","","Isla Cicatriz de Vermis","Isla Cicatriz de Vermis","Остров Драконьей Скорби","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3599","530","3525","1223","1073741888","0","0","0","0","0","0","Talon Stand","Talon Stand","Le lieu des serres","Krallenhoch","","","Alto de la Garra","Alto de la Garra","Холм Когтя","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3600","530","3525","1224","1073741888","0","0","0","0","0","10","Bristlelimb Enclave","Bristlelimb Enclave","L'enclave des Bras-hirsutes","Enklave der Sichelklauen","","","Enclave Brazolanudo","Enclave Brazolanudo","Анклав Косолапов","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3601","530","3525","1225","1073741888","0","0","0","0","0","14","Ragefeather Ridge","Ragefeather Ridge","Crête des Rageplumes","Rachfederkamm","","","Loma Plumira","Loma Plumira","Хребет Яростного Пера","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3602","530","3525","1226","1075839040","0","0","0","0","0","0","Kessel's Crossing","Kessel's Crossing","La croisée de Kessel","Kessels Wegelager","","","Encrucijada de Kessel","Encrucijada de Kessel","Перекресток Кессела","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3603","530","3525","1227","1073741888","0","0","0","0","0","0","Tel'athion's Camp","Tel'athion's Camp","Camp de Tel'athion","Tel'athions Lager","","","Campamento de Tel'athion","Campamento de Tel'athion","Лагерь Тел'атиона","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3604","530","3525","1228","1073741888","0","0","0","0","0","9","The Bloodcursed Reef","The Bloodcursed Reef","Le récif du sang maudit","Das Riff des Blutfluchs","","","El Arrecife Sangre Maldita","El Arrecife Sangre Maldita","Заговоренный риф","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3605","560","0","1229","64","0","0","410","320","521","0","Hyjal Past","Hyjal Past","Passé d'Hyjal","Hyjal der Vergangenheit","","","El Pasado Hyjal","El Pasado Hyjal","Прошлое Хиджала","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3606","534","0","1230","0","0","0","410","349","0","0","Hyjal Summit","Hyjal Summit","Sommet d'Hyjal","Hyjalgipfel","","","La Cima Hyjal","La Cima Hyjal","Вершина Хиджала","","","","","","","","16712190","0","61","0","0","0","-500","0","0"
"3607","548","0","1231","0","0","0","0","0","0","0","Serpentshrine Cavern","Serpentshrine Cavern","Caverne du sanctuaire du Serpent","Höhle des Schlangenschreins","","","Caverna Santuario Serpiente","Caverna Santuario Serpiente","Змеиное святилище","","","","","","","","16712190","0","41","0","0","0","-5000","0","0"
"3608","530","3525","1232","1073741888","0","0","0","0","0","0","Vindicator's Rest","Vindicator's Rest","Repos du redresseur de torts","Verteidigers Ruh'","","","El Reposo del Vindicador","El Reposo del Vindicador","Привал Защитника","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3609","530","3518","1233","1073759296","0","0","0","0","0","0","Unused3","Unused3","Inutilisé3","Unused3","","","Unused3","Unused3","Не используется3","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3610","530","3518","1234","1073759296","0","0","0","0","508","64","Burning Blade Ruins","Burning Blade Ruins","Ruines de la Lame ardente","Ruinen der Brennenden Klinge","","","Ruinas Filo Ardiente","Ruinas Filo Ardiente","Руины Пылающего Клинка","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3611","530","3518","1235","1073759296","0","0","0","0","0","64","Clan Watch","Clan Watch","Guet des clans","Klanwacht","","","Avanzada del Clan","Avanzada del Clan","Клановая Стража","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3612","530","3525","1236","1073741888","0","0","0","275","470","16","Bloodcurse Isle","Bloodcurse Isle","Île du sang maudit","Insel des Blutfluchs","","","Isla Sangre Maldita","Isla Sangre Maldita","Остров Проклятой Крови","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3613","530","3518","1237","1075856448","0","0","0","278","0","0","Garadar","Garadar","Garadar","Garadar","","","Garadar","Garadar","Гарадар","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3614","530","3518","1238","1073759296","0","0","0","0","0","64","Skysong Lake","Skysong Lake","Lac Chanteciel","Himmelsweisensee","","","Lago Son Celeste","Lago Son Celeste","Озеро Небесной Песни","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3615","530","3518","1239","1073759296","0","0","0","0","0","65","Throne of the Elements","Throne of the Elements","Trône des éléments","Thron der Elemente","","","El Trono de los Elementos","El Trono de los Elementos","Трон Стихий","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3616","530","3518","1240","1073759296","0","0","0","0","508","64","Laughing Skull Ruins","Laughing Skull Ruins","Ruines du Crâne ricanant","Ruinen des Lachenden Schädels","","","Ruinas Riecráneos","Ruinas Riecráneos","Руины Веселого Черепа","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3617","530","3518","1241","1073759296","0","0","0","0","508","66","Warmaul Hill","Warmaul Hill","Colline des Cogneguerre","Totschlägerhügel","","","Colina Mazo de Guerra","Colina Mazo de Guerra","Холм Боевого Молота","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3618","530","3518","1242","1073759296","0","0","0","0","0","0","Gruul's Lair","Gruul's Lair","Repaire de Gruul","Gruuls Unterschlupf","","","Guarida de Gruul","Guarida de Gruul","Логово Груула","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3619","530","3518","1243","1073759296","0","0","0","0","0","64","Auren Ridge","Auren Ridge","Crête d'Auren","Aurenkamm","","","Cresta Auren","Cresta Auren","Гряда Аурен","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3620","530","3518","1244","1073759296","0","0","0","0","0","0","Auren Falls","Auren Falls","Chutes d'Auren","Aurenfälle","","","Cascadas Auren","Cascadas Auren","Водопад Аурен","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3621","530","3518","1245","1073759296","0","0","0","0","0","65","Lake Sunspring","Lake Sunspring","Lac Berceau-de-l'Été","Sonnenwindsee","","","Lago Primasol","Lago Primasol","Озеро Солнечного Источника","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3622","530","3518","1246","1073759296","0","0","0","310","519","0","Sunspring Post","Sunspring Post","Poste de Berceau-de-l'Été","Sonnenwindposten","","","Puesto Primasol","Puesto Primasol","Застава Солнечного Источника","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3623","530","3518","1247","1073759296","0","0","0","0","0","0","Aeris Landing","Aeris Landing","Point d'ancrage Aeris","Aerissteg","","","Desembarco Aeris","Desembarco Aeris","Небесный лагерь","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3624","530","3518","1248","1073759296","0","0","0","0","488","66","Forge Camp: Fear","Forge Camp: Fear","Camp de forge : Peur","Konstruktionslager: Furcht","","","Campamento Forja: Miedo","Campamento Forja: Miedo","Лагерь Легиона: Страх","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3625","530","3518","1249","1073759296","0","0","0","0","487","66","Forge Camp: Hate","Forge Camp: Hate","Camp de forge : Haine","Konstruktionslager: Hass","","","Campamento Forja: Odio","Campamento Forja: Odio","Лагерь Легиона: Ненависть","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3626","530","3518","1250","1075856448","0","0","0","310","0","0","Telaar","Telaar","Telaar","Telaar","","","Telaar","Telaar","Телаар","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3627","530","3518","1251","1073759296","0","0","0","0","0","65","Northwind Cleft","Northwind Cleft","Faille de Norsevent","Nordwindkluft","","","Grieta del Viento Norte","Grieta del Viento Norte","Расщелина Северного Ветра","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3628","530","3518","1252","1073792064","0","0","0","0","0","0","Halaa","Halaa","Halaa","Halaa","","","Halaa","Halaa","Халаа","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3629","530","3518","1253","1073759296","0","0","0","0","0","65","Southwind Cleft","Southwind Cleft","Faille de Sudevent","Südwindkluft","","","Grieta del Viento Sur","Grieta del Viento Sur","Расщелина Южного Ветра","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3630","530","3518","1254","1073759296","0","0","0","0","0","65","Oshu'gun","Oshu'gun","Oshu'gun","Oshu'gun","","","Oshu'gun","Oshu'gun","Ошу'гун","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3631","530","3518","1255","1073759296","0","0","0","0","500","65","Spirit Fields","Spirit Fields","Champs des esprits","Geisterfelder","","","Campos de Espíritus","Campos de Espíritus","Поля Духов","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3632","530","3518","1256","1073759296","0","0","0","0","0","0","Shamanar","Shamanar","Shamanar","Shamanar","","","Shamanar","Shamanar","Шаманар","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3633","530","3518","1257","1073759296","0","0","0","0","506","66","Ancestral Grounds","Ancestral Grounds","Terres ancestrales","Ahnengrund","","","Tierras Ancestrales","Tierras Ancestrales","Земли Предков","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3634","530","3518","1258","1073759296","0","0","0","0","0","64","Windyreed Village","Windyreed Village","Ventejonc","Schilftanz","","","Aldea Junco Alabeado","Aldea Junco Alabeado","Деревня Трепещущего Тростника","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3635","530","3518","1259","1073759296","0","0","0","0","0","0","Unused2","Unused2","Inutilisé2","Unused2","","","Unused2","Unused2","Не используется2","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3636","530","3518","1260","1073759296","0","0","0","0","0","69","Elemental Plateau","Elemental Plateau","Plateau élémentaire","Elementarplateau","","","Meseta Elemental","Meseta Elemental","Плато Стихий","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3637","530","3518","1261","1073759296","0","0","0","0","505","65","Kil'sorrow Fortress","Kil'sorrow Fortress","Forteresse Kil'sorrau","Festung Kil'sorge","","","Fortaleza Mata'penas","Fortaleza Mata'penas","Бастион Вечной Скорби","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3638","530","3518","1262","1073759296","0","0","0","0","0","64","The Ring of Trials","The Ring of Trials","L'arène des épreuves","Der Ring der Prüfung","","","El Círculo de los Retos","El Círculo de los Retos","Круг Испытаний","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3639","530","3524","1263","1073741888","0","0","0","0","0","0","Silvermyst Isle","Silvermyst Isle","Île de Brume-argent","Silbermythosinsel","","","Isla Bruma de Plata","Isla Bruma de Plata","Остров Серебристой Дымки","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3640","530","3521","1264","1073759296","0","0","0","0","0","62","Daggerfen Village","Daggerfen Village","Tourbedague","Dolchfenn","","","Aldea Dagapantano","Aldea Dagapantano","Деревня Остротопь","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3641","530","3521","1265","1073759296","0","0","0","0","0","60","Umbrafen Village","Umbrafen Village","Umbretourbe","Umbrafenn","","","Aldea Umbropantano","Aldea Umbropantano","Деревня Тенетопь","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3642","530","3521","1266","1073759296","0","0","0","0","0","61","Feralfen Village","Feralfen Village","Tourbe-farouche","Wildfenn","","","Aldea Feropantano","Aldea Feropantano","Деревня Дикотопь","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3643","530","3521","1267","1073759296","0","0","0","0","0","63","Bloodscale Enclave","Bloodscale Enclave","Enclave des écailles-sanglantes","Enklave der Blutschuppen","","","Enclave Escamas de Sangre","Enclave Escamas de Sangre","Анклав Кровавой Чешуи","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3644","530","3521","1268","1075856448","0","0","0","310","0","0","Telredor","Telredor","Telredor","Telredor","","","Telredor","Telredor","Телредор","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3645","530","3521","1269","1075856448","0","0","0","278","0","0","Zabra'jin","Zabra'jin","Zabra'jin","Zabra'jin","","","Zabra'jin","Zabra'jin","Забра'джин","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3646","530","3521","1270","1073759296","0","0","0","0","0","63","Quagg Ridge","Quagg Ridge","Crête des boues","Quaggkamm","","","Cresta Quagg","Cresta Quagg","Гряда Квагг","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3647","530","3521","1271","1073759296","0","0","404","0","489","62","The Spawning Glen","The Spawning Glen","Le vallon des pontes","Das Pilzgeflecht","","","La Cañada Emergente","La Cañada Emergente","Грибная поляна","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3648","530","3521","1272","1073759296","0","0","403","0","0","61","The Dead Mire","The Dead Mire","La Morte-bourbe","Das Todesmoor","","","El Lodo Muerto","El Lodo Muerto","Мертвая трясина","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3649","530","3521","1273","1075856448","0","0","0","0","0","0","Sporeggar","Sporeggar","Sporeggar","Sporeggar","","","Esporaggar","Esporaggar","Спореггар","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3650","530","3521","1274","1073759296","0","0","403","0","0","62","Ango'rosh Grounds","Ango'rosh Grounds","Terres Ango'rosh","Grund der Ango'rosh","","","Dominios Ango'rosh","Dominios Ango'rosh","Земли Анго'рош","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3651","530","3521","1275","1073759296","0","0","403","0","510","63","Ango'rosh Stronghold","Ango'rosh Stronghold","Bastion Ango'rosh","Festung der Ango'rosh","","","Bastión Ango'rosh","Bastión Ango'rosh","Крепость Анго'рош","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3652","530","3521","1276","1073759296","0","0","0","0","0","61","Funggor Cavern","Funggor Cavern","Caverne de Funggor","Funggorhöhle","","","Caverna Funggor","Caverna Funggor","Пещера Грибгор","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3653","530","3521","1277","1073759296","0","0","0","0","0","62","Serpent Lake","Serpent Lake","Lac des Serpents","Schlangensee","","","Lago Serpiente","Lago Serpiente","Змеиное озеро","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3654","530","3521","1278","1073759296","0","0","0","0","0","63","The Drain","The Drain","La Vidange","Der Abfluss","","","El Vaciado","El Vaciado","Проток","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3655","530","3521","1279","1073759296","0","0","0","0","0","60","Umbrafen Lake","Umbrafen Lake","Lac Umbretourbe","Umbrafennsee","","","Lago Umbropantano","Lago Umbropantano","Озеро Тенетопь","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3656","530","3521","1280","1073759296","0","0","0","0","0","62","Marshlight Lake","Marshlight Lake","Lac des furoles","Sumpflichtsee","","","Lago Luz Pantanosa","Lago Luz Pantanosa","Озеро Болотных Огоньков","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3657","530","3521","1281","1073759296","0","0","0","0","475","0","Portal Clearing","Portal Clearing","Clairière du portail","Portalsicherung","","","Portal del Claro","Portal del Claro","Прогалина с порталом","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3658","530","3521","1282","1073759296","0","0","0","0","0","62","Sporewind Lake","Sporewind Lake","Lac Ventespore","Sporenwindsee","","","Lago Espora Volante","Lago Espora Volante","Озеро Спороветра","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3659","530","3521","1283","1073759296","0","0","0","0","0","60","The Lagoon","The Lagoon","Le Lagon","Die Lagune","","","La Laguna","La Laguna","Лагуна","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3660","530","3521","1284","1073759296","0","0","0","0","0","0","Blades' Run","Blades' Run","Défilé des lames","Säbelflucht","","","Camino de las Espadas","Camino de las Espadas","Скалистая тропа","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3661","530","3521","1285","1073759296","0","0","0","0","0","0","Blade Tooth Canyon","Blade Tooth Canyon","Canyon de Lamecroc","Säbelzahnschlucht","","","Cañón Dientespada","Cañón Dientespada","Каньон Острого Зуба","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3662","530","3430","1286","1073741888","0","0","0","0","0","0","Commons Hall","Commons Hall","Communs","Versammlungshalle","","","Cámara del Pueblo","Cámara del Pueblo","Общий зал","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3663","530","3430","1287","1073741888","0","0","0","0","0","0","Derelict Manor","Derelict Manor","Manoir abandonné","Heruntergekommenes Anwesen","","","Mansión Derelicta","Mansión Derelicta","Заброшенное поместье","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3664","530","3430","1288","1073741888","0","0","0","0","0","0","Huntress of the Sun","Huntress of the Sun","Chasseresse du soleil","Jägerin der Sonne","","","Cazadora del Sol","Cazadora del Sol","Солнечная Охотница","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3665","530","3430","1289","1076887616","0","0","0","0","0","6","Falconwing Square","Falconwing Square","Place de l'Épervier","Falkenplatz","","","Plaza Alalcón","Plaza Alalcón","Площадь Соколиных Крыльев","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3666","530","3518","1290","1073759296","0","0","0","0","0","64","Halaani Basin","Halaani Basin","Bassin halaani","Halaanibecken","","","Cuenca Halaani","Cuenca Halaani","Котловина Халаани","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3667","530","3521","1291","1073759296","0","0","0","0","0","62","Hewn Bog","Hewn Bog","Tourbière taillée","Prügelsumpf","","","Ciénaga Talada","Ciénaga Talada","Болотные вырубки","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3668","530","3521","1292","1073759296","0","0","0","0","0","62","Boha'mu Ruins","Boha'mu Ruins","Ruines de Boha'mu","Ruinen von Boha'mu","","","Ruinas Boha'mu","Ruinas Boha'mu","Руины Боха'му","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3669","530","3483","1293","1073792064","0","0","0","0","479","0","The Stadium","The Stadium","Le Stade","Das Stadion","","","El Estadium","El Estadium","Ристалище","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3670","530","3483","1294","1073792064","0","0","0","0","478","0","The Overlook","The Overlook","Le Surplomb","Der Rundblick","","","La Dominancia","La Dominancia","Дозорное укрепление","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3671","530","3483","1295","1073792064","0","0","0","0","478","58","Broken Hill","Broken Hill","Colline brisée","Die Trümmerbastion","","","Cerro Tábido","Cerro Tábido","Изрезанный холм","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3672","530","3518","1296","1073759296","0","0","0","0","0","0","Mag'hari Procession","Mag'hari Procession","Procession Mag'hari","Mag'harische Prozession","","","Procesión Mag'hari","Procesión Mag'hari","Похоронная процессия маг'харов","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3673","530","3518","1297","1073759296","0","0","0","0","0","64","Nesingwary Safari","Nesingwary Safari","Safari de Nesingwary","Nesingwarys Safari","","","Safari Nesingwary","Safari Nesingwary","Охотничий лагерь Эрнестуэя","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"3674","530","3519","1298","1073759296","0","0","0","0","495","62","Cenarion Thicket","Cenarion Thicket","Fourré cénarien","Cenariusdickicht","","","Matorral Cenarion","Matorral Cenarion","Перелесок Кенария","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
