"ID","Importance","Icon_1","Icon_2","Icon_3","Icon_4","Icon_5","Icon_6","Icon_7","Icon_8","Icon_9","FactionID","X","Y","Z","ContinentID","Flags","AreaID","Name_Lang_enUS","Name_Lang_enGB","Name_Lang_koKR","Name_Lang_frFR","Name_Lang_deDE","Name_Lang_enCN","Name_Lang_zhCN","Name_Lang_enTW","Name_Lang_zhTW","Name_Lang_esES","Name_Lang_esMX","Name_Lang_ruRU","Name_Lang_ptPT","Name_Lang_ptBR","Name_Lang_itIT","Name_Lang_Unk","Name_Lang_Mask","Description_Lang_enUS","Description_Lang_enGB","Description_Lang_koKR","Description_Lang_frFR","Description_Lang_deDE","Description_Lang_enCN","Description_Lang_zhCN","Description_Lang_enTW","Description_Lang_zhTW","Description_Lang_esES","Description_Lang_esMX","Description_Lang_ruRU","Description_Lang_ptPT","Description_Lang_ptBR","Description_Lang_itIT","Description_Lang_Unk","Description_Lang_Mask","WorldStateID","WorldMapLink"
"1800","0","7","0","0","0","0","0","0","0","0","0","-5065","-11067","27","530","516","3566","Moonwing Den","Moonwing Den","Tanière Aile-de-lune","Mondschwingenbau","","","Túmulo Lunala","Túmulo Lunala","Прибежище Лунных Крыльев","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1833","0","7","0","0","0","0","0","0","0","0","0","-2415","-11295","30","530","516","3592","Nazzivian","Nazzivian","Nazzivian","Nazzivian","","","Nazzivian","Nazzivian","Наззивиан","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1798","0","7","0","0","0","0","0","0","0","0","0","-4397","-13805","56","530","516","3529","Nestlewood Thicket","Nestlewood Thicket","Fourré des Nidebois","Nisteldickicht","","","Matorral Cubrebosque","Matorral Cubrebosque","Совиная чаща","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1825","0","7","0","0","0","0","0","0","0","0","0","9297","-6659","39","530","516","3465","North Sanctum","North Sanctum","Sanctum septentrional","Sanktum des Nordens","","","Sagrario del Norte","Sagrario del Norte","Северное святилище","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1793","0","7","0","0","0","0","0","0","0","0","0","-4694","-12411","11","530","516","3573","Odesyus' Landing","Odesyus' Landing","Point d'accostage d'Odesyus","Odesyus' Ankerplatz","","","Desembarco de Odesyus","Desembarco de Odesyus","Лагерь Одиссия","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2080","3","5","0","0","0","0","0","0","0","0","0","2329","7297","365","530","525","3786","Ogri'la","Ogri'la","Ogri'la","Ogri'la","","","Ogri'la","Ogri'la","Огри'ла","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2060","3","5","0","0","0","0","0","0","0","0","0","999","7369","36","530","525","3766","Orebor Harborage","Orebor Harborage","Havre d'Orebor","Oreborzuflucht","","","Puerto Orebor","Puerto Orebor","Прибежище Оребор","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1781","0","7","0","0","0","0","0","0","0","0","0","-4414","-11970","24","530","516","3567","Pod Cluster","Pod Cluster","Grappe de capsules","Kapselteil","","","La Maraña de Cápsulas","La Maraña de Cápsulas","Отсек Капсулы","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1782","0","7","0","0","0","0","0","0","0","0","0","-4464","-12661","17","530","516","3568","Pod Wreckage","Pod Wreckage","Débris de capsule","Kapselwrack","","","El Cementerio de Cápsulas","El Cementerio de Cápsulas","Обломки Капсулы","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1723","0","7","0","0","0","0","0","0","0","0","0","244","3467","61","530","0","3553","Pools of Aggonar","Pools of Aggonar","Bassins d'Aggonar","Teiche von Aggonar","","","Pozas de Aggonar","Pozas de Aggonar","Пруды Аггонара","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1838","0","7","0","0","0","0","0","0","0","0","0","-1549","-11889","22","530","516","3601","Ragefeather Ridge","Ragefeather Ridge","Crête des Rageplumes","Rachfederkamm","","","Loma Plumira","Loma Plumira","Хребет Яростного Пера","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1832","0","7","0","0","0","0","0","0","0","0","0","-1746","-12079","33","530","516","3591","Ruins of Loreth'Aran","Ruins of Loreth'Aran","Ruines de Loreth'Aran","Ruinen von Loreth'Aran","","","Ruinas de Loreth'Aran","Ruinas de Loreth'Aran","Развалины Лорет'Арана","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1721","0","7","0","0","0","0","0","0","0","0","0","-236","4935","32","530","0","3551","Ruins of Sha'naar","Ruins of Sha'naar","Ruines de Sha'naar","Ruinen von Sha'naar","","","Ruinas de Sha'naar","Ruinas de Sha'naar","Руины Ша'наара","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1823","0","7","0","0","0","0","0","0","0","0","0","8645","-6372","53","530","516","3468","Saltheril's Haven","Saltheril's Haven","Havre de Saltheril","Saltherils Hafen","","","Refugio de Saltheril","Refugio de Saltheril","Вилла Салтерила","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1817","0","7","0","0","0","0","0","0","0","0","0","7536","-6408","13","530","516","3494","Sanctum of the Moon","Sanctum of the Moon","Sanctum de la Lune","Sanktum des Mondes","","","Sagrario de la Luna","Sagrario de la Luna","Святилище Луны","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2077","3","5","0","0","0","0","0","0","0","0","0","-4099","1117","42","530","525","3938","Sanctum of the Stars","Sanctum of the Stars","Sanctum des Étoiles","Sanktum der Sterne","","","Sagrario de las Estrellas","Sagrario de las Estrellas","Святилище Звезд","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1807","0","7","0","0","0","0","0","0","0","0","0","7186","-7125","83","530","516","3493","Sanctum of the Sun","Sanctum of the Sun","Sanctum du Soleil","Sanktum der Sonne","","","Sagrario del Sol","Sagrario del Sol","Святилище Солнца","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2022","0","7","0","0","0","0","0","0","0","0","0","546","7214","-28","530","516","3653","Serpent Lake","Serpent Lake","Lac des Serpents","Schlangensee","","","Lago Serpiente","Lago Serpiente","Змеиное озеро","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2023","0","7","0","0","0","0","0","0","0","0","0","574","6613","-5","530","516","3653","Serpent Lake","Serpent Lake","Lac des Serpents","Schlangensee","","","Lago Serpiente","Lago Serpiente","Змеиное озеро","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1796","0","7","0","0","0","0","0","0","0","0","0","-4537","-13338","93","530","516","3530","Shadow Ridge","Shadow Ridge","Ombrecrête","Schattenkamm","","","Cresta de las Sombras","Cresta de las Sombras","Хребет Теней","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2075","3","5","0","0","0","0","0","0","0","0","0","-3022","2582","77","530","525","3744","Shadowmoon Village","Shadowmoon Village","Village d'Ombrelune","Schattenmond","","","Aldea Sombraluna","Aldea Sombraluna","Деревня Призрачной Луны","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2005","0","7","0","0","0","0","0","0","0","0","0","7704","-5690","2","530","516","3503","Shalandris Isle","Shalandris Isle","Île de Shalandris","Die Insel Shalandis","","","Isla Shalandris","Isla Shalandris","Остров Шаландис","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1961","3","6","0","0","0","0","0","0","0","0","0","-1863","5429","-9","530","541","3703","Shattrath City","Shattrath City","Shattrath","Shattrath","","","Ciudad de Shattrath","Ciudad de Shattrath","Шаттрат","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1787","0","7","0","0","0","0","0","0","0","0","0","-3390","-11887","0","530","516","3575","Silting Shore","Silting Shore","Rivage envasé","Schlickerküste","","","La Costa de Cieno","La Costa de Cieno","Илистый Берег","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1797","0","7","0","0","0","0","0","0","0","0","0","-4386","-13595","31","530","516","3528","Silverline Lake","Silverline Lake","Lac Rivargent","Silberwellensee","","","Lago Lineargenta","Lago Lineargenta","Серебристое озеро","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1704","3","6","0","0","0","0","0","0","0","0","0","9504","-7297","14","530","541","3487","Silvermoon City","Silvermoon City","Lune-d'argent","Silbermond","","","Ciudad de Lunargenta","Ciudad de Lunargenta","Луносвет","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1925","0","6","0","0","0","0","0","0","0","0","0","-3082","5329","-18","530","647","3519","Spirit Tower","Spirit Tower","Tour des esprits","Geisterturm","","","Torre del Espíritu","Torre del Espíritu","Башня Духов","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","2681","0"
"1926","0","11","0","0","0","0","0","0","0","0","0","-3082","5329","-18","530","647","3519","Spirit Tower","Spirit Tower","Tour des esprits","Geisterturm","","","Torre del Espíritu","Torre del Espíritu","Башня Духов","","","","","","","","16712190","Alliance Controlled","Alliance Controlled","Contrôlée par l'Alliance","Kontrolliert von der Allianz","","","Bajo el control de la Alianza","Bajo el control de la Alianza","Под контролем Альянса","","","","","","","","16712190","2683","0"
"1927","0","10","0","0","0","0","0","0","0","0","0","-3082","5329","-18","530","647","3519","Spirit Tower","Spirit Tower","Tour des esprits","Geisterturm","","","Torre del Espíritu","Torre del Espíritu","Башня Духов","","","","","","","","16712190","Horde Controlled","Horde Controlled","Contrôlée par la Horde","Kontrolliert von der Horde","","","Bajo el control de la Horda","Bajo el control de la Horda","Под контролем Орды","","","","","","","","16712190","2682","0"
"1928","0","6","0","0","0","0","0","0","0","0","0","-2944","4788","-17","530","647","3519","Spirit Tower","Spirit Tower","Tour des esprits","Geisterturm","","","Torre del Espíritu","Torre del Espíritu","Башня Духов","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","2686","0"
"1929","0","11","0","0","0","0","0","0","0","0","0","-2944","4788","-17","530","647","3519","Spirit Tower","Spirit Tower","Tour des esprits","Geisterturm","","","Torre del Espíritu","Torre del Espíritu","Башня Духов","","","","","","","","16712190","Alliance Controlled","Alliance Controlled","Contrôlée par l'Alliance","Kontrolliert von der Allianz","","","Bajo el control de la Alianza","Bajo el control de la Alianza","Под контролем Альянса","","","","","","","","16712190","2684","0"
"1930","0","10","0","0","0","0","0","0","0","0","0","-2944","4789","-17","530","647","3519","Spirit Tower","Spirit Tower","Tour des esprits","Geisterturm","","","Torre del Espíritu","Torre del Espíritu","Башня Духов","","","","","","","","16712190","Horde Controlled","Horde Controlled","Contrôlée par la Horde","Kontrolliert von der Horde","","","Bajo el control de la Horda","Bajo el control de la Horda","Под контролем Орды","","","","","","","","16712190","2685","0"
"1931","0","6","0","0","0","0","0","0","0","0","0","-3170","4438","-19","530","647","3519","Spirit Tower","Spirit Tower","Tour des esprits","Geisterturm","","","Torre del Espíritu","Torre del Espíritu","Башня Духов","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","2690","0"
"1932","0","11","0","0","0","0","0","0","0","0","0","-3170","4438","-19","530","647","3519","Spirit Tower","Spirit Tower","Tour des esprits","Geisterturm","","","Torre del Espíritu","Torre del Espíritu","Башня Духов","","","","","","","","16712190","Alliance Controlled","Alliance Controlled","Contrôlée par l'Alliance","Kontrolliert von der Allianz","","","Bajo el control de la Alianza","Bajo el control de la Alianza","Под контролем Альянса","","","","","","","","16712190","2688","0"
"1933","0","10","0","0","0","0","0","0","0","0","0","-3170","4438","-19","530","647","3519","Spirit Tower","Spirit Tower","Tour des esprits","Geisterturm","","","Torre del Espíritu","Torre del Espíritu","Башня Духов","","","","","","","","16712190","Horde Controlled","Horde Controlled","Contrôlée par la Horde","Kontrolliert von der Horde","","","Bajo el control de la Horda","Bajo el control de la Horda","Под контролем Орды","","","","","","","","16712190","2689","0"
"1934","0","6","0","0","0","0","0","0","0","0","0","-3601","4533","-14","530","647","3519","Spirit Tower","Spirit Tower","Tour des esprits","Geisterturm","","","Torre del Espíritu","Torre del Espíritu","Башня Духов","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","2696","0"
"1935","0","11","0","0","0","0","0","0","0","0","0","-3600","4533","-14","530","647","3519","Spirit Tower","Spirit Tower","Tour des esprits","Geisterturm","","","Torre del Espíritu","Torre del Espíritu","Башня Духов","","","","","","","","16712190","Alliance Controlled","Alliance Controlled","Contrôlée par l'Alliance","Kontrolliert von der Allianz","","","Bajo el control de la Alianza","Bajo el control de la Alianza","Под контролем Альянса","","","","","","","","16712190","2694","0"
"1936","0","10","0","0","0","0","0","0","0","0","0","-3601","4533","-14","530","647","3519","Spirit Tower","Spirit Tower","Tour des esprits","Geisterturm","","","Torre del Espíritu","Torre del Espíritu","Башня Духов","","","","","","","","16712190","Horde Controlled","Horde Controlled","Contrôlée par la Horde","Kontrolliert von der Horde","","","Bajo el control de la Horda","Bajo el control de la Horda","Под контролем Орды","","","","","","","","16712190","2695","0"
"1937","0","6","0","0","0","0","0","0","0","0","0","-3807","4896","-18","530","647","3519","Spirit Tower","Spirit Tower","Tour des esprits","Geisterturm","","","Torre del Espíritu","Torre del Espíritu","Башня Духов","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","2693","0"
"1938","0","11","0","0","0","0","0","0","0","0","0","-3807","4896","-18","530","647","3519","Spirit Tower","Spirit Tower","Tour des esprits","Geisterturm","","","Torre del Espíritu","Torre del Espíritu","Башня Духов","","","","","","","","16712190","Alliance Controlled","Alliance Controlled","Contrôlée par l'Alliance","Kontrolliert von der Allianz","","","Bajo el control de la Alianza","Bajo el control de la Alianza","Под контролем Альянса","","","","","","","","16712190","2691","0"
"1939","0","10","0","0","0","0","0","0","0","0","0","-3807","4896","-18","530","647","3519","Spirit Tower","Spirit Tower","Tour des esprits","Geisterturm","","","Torre del Espíritu","Torre del Espíritu","Башня Духов","","","","","","","","16712190","Horde Controlled","Horde Controlled","Contrôlée par la Horde","Kontrolliert von der Horde","","","Bajo el control de la Horda","Bajo el control de la Horda","Под контролем Орды","","","","","","","","16712190","2692","0"
"2059","3","5","0","0","0","0","0","0","0","0","0","233","8498","23","530","525","3649","Sporeggar","Sporeggar","Sporeggar","Sporeggar","","","Esporaggar","Esporaggar","Спореггар","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1788","0","7","0","0","0","0","0","0","0","0","0","-3354","-12348","24","530","516","3572","Stillpine Hold","Stillpine Hold","Repaire des Calmepins","Tannenruhfeste","","","Bastión Semprepino","Bastión Semprepino","Логово племени Тихвой","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1826","0","7","0","0","0","0","0","0","0","0","0","9215","-7211","1","530","516","3470","Stillwhisper Pond","Stillwhisper Pond","Étang des Murmures-sereins","Stillwispertümpel","","","Charca Plácido Susurro","Charca Plácido Susurro","Пруд Тихого Шелеста","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2073","3","5","0","0","0","0","0","0","0","0","0","-2643","4416","35","530","525","3683","Stonebreaker Hold","Stonebreaker Hold","Fort des Brise-pierres","Steinbrecherfeste","","","Bastión Rompepedras","Bastión Rompepedras","Форт Камнеломов","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2098","0","0","0","0","0","0","0","0","0","0","0","12683","-6957","15","530","516","4080","Sun's Reach Armory","Sun's Reach Armory","Armurerie des Confins du soleil","Waffenkammer der Sonnenweiten","","","Arsenal de Tramo del Sol","Arsenal de Tramo del Sol","Оружейная Солнечного Края","","","","","","","","16712190","Held by the enemy","Held by the enemy","Tenu par l'ennemi","Vom Feind besetzt","","","En manos enemigas","En manos enemigas","Захвачено противником","","","","","","","","16712190","3414","0"
"2099","0","0","0","0","0","0","0","0","0","0","0","12683","-6957","15","530","516","4080","Sun's Reach Armory","Sun's Reach Armory","Armurerie des Confins du soleil","Waffenkammer der Sonnenweiten","","","Arsenal de Tramo del Sol","Arsenal de Tramo del Sol","Оружейная Солнечного Края","","","","","","","","16712190","Shattered Sun Offensive","Shattered Sun Offensive","Opération Soleil brisé","Offensive der Zerschmetterten Sonne","","","Ofensiva Sol Devastado","Ofensiva Sol Devastado","Армия Расколотого Солнца","","","","","","","","16712190","3415","0"
"2100","0","0","0","0","0","0","0","0","0","0","0","12825","-7015","18","530","516","4080","Sun's Reach Harbor","Sun's Reach Harbor","Port des Confins du soleil","Hafen der Sonnenweiten","","","Puerto de Tramo del Sol","Puerto de Tramo del Sol","Гавань Солнечного Края","","","","","","","","16712190","Held by the enemy","Held by the enemy","Tenu par l'ennemi","Vom Feind besetzt","","","En manos enemigas","En manos enemigas","Захвачено противником","","","","","","","","16712190","3416","0"
"2101","0","0","0","0","0","0","0","0","0","0","0","12825","-7015","18","530","516","4080","Sun's Reach Harbor","Sun's Reach Harbor","Port des Confins du soleil","Hafen der Sonnenweiten","","","Puerto de Tramo del Sol","Puerto de Tramo del Sol","Гавань Солнечного Края","","","","","","","","16712190","Shattered Sun Offensive","Shattered Sun Offensive","Opération Soleil brisé","Offensive der Zerschmetterten Sonne","","","Ofensiva Sol Devastado","Ofensiva Sol Devastado","Армия Расколотого Солнца","","","","","","","","16712190","3417","0"
"2096","0","0","0","0","0","0","0","0","0","0","0","12787","-6885","13","530","516","4080","Sun's Reach Sanctum","Sun's Reach Sanctum","Sanctum des Confins du soleil","Sanktum der Sonnenweiten","","","Sagrario de Tramo del Sol","Sagrario de Tramo del Sol","Святилище Солнечного Края","","","","","","","","16712190","Held by the enemy","Held by the enemy","Tenu par l'ennemi","Vom Feind besetzt","","","En manos enemigas","En manos enemigas","Захвачено противником","","","","","","","","16712190","3418","0"
"2097","0","0","0","0","0","0","0","0","0","0","0","12787","-6885","13","530","516","4080","Sun's Reach Sanctum","Sun's Reach Sanctum","Sanctum des Confins du soleil","Sanktum der Sonnenweiten","","","Sagrario de Tramo del Sol","Sagrario de Tramo del Sol","Святилище Солнечного Края","","","","","","","","16712190","Shattered Sun Offensive","Shattered Sun Offensive","Opération Soleil brisé","Offensive der Zerschmetterten Sonne","","","Ofensiva Sol Devastado","Ofensiva Sol Devastado","Армия Расколотого Солнца","","","","","","","","16712190","3419","0"
"1802","0","7","0","0","0","0","0","0","0","0","0","7988","-7299","143","530","516","3489","Suncrown Village","Suncrown Village","Solcouronne","Sonnenkuppe","","","Aldea Corona del Sol","Aldea Corona del Sol","Деревня Солнечной Короны","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1708","0","7","0","0","0","0","0","0","0","0","0","8760","-6099","96","530","0","3461","Sunsail Anchorage","Sunsail Anchorage","Mouillage des Voiles du soleil","Ankerplatz der Sonnensegel","","","Fondeadero Vela del Sol","Fondeadero Vela del Sol","Причал Солнечного Паруса","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1706","0","7","0","0","0","0","0","0","0","0","0","10251","-6243","20","530","0","3431","Sunstrider Isle","Sunstrider Isle","L'île de Haut-soleil","Insel der Sonnenwanderer","","","Isla del Caminante del Sol","Isla del Caminante del Sol","Остров Солнечного Скитальца","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2063","3","5","0","0","0","0","0","0","0","0","0","103","5204","21","530","525","3718","Swamprat Post","Swamprat Post","Poste du Rat des marais","Sumpfrattenposten","","","Avanzada Rata del Pantano","Avanzada Rata del Pantano","Застава Болотной Крысы","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2066","3","5","0","0","0","0","0","0","0","0","0","2057","6845","172","530","525","3772","Sylvanaar","Sylvanaar","Sylvanaar","Sylvanaar","","","Sylvanaar","Sylvanaar","Сильванаар","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1839","0","7","0","0","0","0","0","0","0","0","0","-1217","-12449","95","530","516","3599","Talon Stand","Talon Stand","Le lieu des serres","Krallenhoch","","","Alto de la Garra","Alto de la Garra","Холм Когтя","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2065","3","5","0","0","0","0","0","0","0","0","0","-2657","7282","31","530","525","3626","Telaar","Telaar","Telaar","Telaar","","","Telaar","Telaar","Телаар","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2061","3","5","0","0","0","0","0","0","0","0","0","281","6042","130","530","525","3644","Telredor","Telredor","Telredor","Telredor","","","Telredor","Telredor","Телредор","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2069","3","5","0","0","0","0","0","0","0","0","0","143","4333","106","530","525","3552","Temple of Telhamat","Temple of Telhamat","Temple de Telhamat","Tempel von Telhamat","","","Templo de Telhamat","Templo de Telhamat","Храм Телхамата","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1828","0","7","0","0","0","0","0","0","0","0","0","-2077","-11344","85","530","516","3588","The Cryo-Core","The Cryo-Core","Le cryocœur","Der Kryokern","","","El Crionúcleo","El Crionúcleo","Криогенный блок","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2016","0","7","0","0","0","0","0","0","0","0","0","9146","-6966","8","530","516","3482","The Dead Scar","The Dead Scar","La Malebrèche","Die Todesschneise","","","La Cicatriz Muerta","La Cicatriz Muerta","Тропа Мертвых","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2020","0","7","0","0","0","0","0","0","0","0","0","8433","-7008","93","530","516","3482","The Dead Scar","The Dead Scar","La Malebrèche","Die Todesschneise","","","La Cicatriz Muerta","La Cicatriz Muerta","Тропа Мертвых","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1785","3","6","0","0","0","0","0","0","0","0","0","-4007","-11873","0","530","541","3557","The Exodar","The Exodar","L'Exodar","Die Exodar","","","El Exodar","El Exodar","Экзодар","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1835","0","7","0","0","0","0","0","0","0","0","0","-1573","-11052","53","530","516","3595","The Foul Pond","The Foul Pond","Le bassin souillé","Der besudelte Teich","","","La Charca Hedionda","La Charca Hedionda","Смрадный пруд","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1836","0","7","0","0","0","0","0","0","0","0","0","-1220","-11143","-40","530","516","3596","The Hidden Reef","The Hidden Reef","Le récif caché","Das versteckte Riff","","","El Arrecife Oculto","El Arrecife Oculto","Подводный риф","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1841","0","6","0","0","0","0","0","0","0","0","0","-199","3466","32","530","647","3483","The Overlook","The Overlook","Le Surplomb","Der Rundblick","","","La Dominancia","La Dominancia","Дозорное укрепление","","","","","","","","16712190","Neutral","Neutral","Neutre","Neutral","","","Neutral","Neutral","Нейтральные силы","","","","","","","","16712190","2482","0"
"1842","0","11","0","0","0","0","0","0","0","0","0","-199","3466","32","530","647","3483","The Overlook","The Overlook","Le Surplomb","Der Rundblick","","","La Dominancia","La Dominancia","Дозорное укрепление","","","","","","","","16712190","Alliance Controlled","Alliance Controlled","Contrôlé par l'Alliance","Kontrolliert von der Allianz","","","Bajo el control de la Alianza","Bajo el control de la Alianza","Под контролем Альянса","","","","","","","","16712190","2480","0"
"1843","0","10","0","0","0","0","0","0","0","0","0","-199","3467","32","530","647","3483","The Overlook","The Overlook","Le Surplomb","Der Rundblick","","","La Dominancia","La Dominancia","Дозорное укрепление","","","","","","","","16712190","Horde Controlled","Horde Controlled","Contrôlé par la Horde","Kontrolliert von der Horde","","","Bajo el control de la Horda","Bajo el control de la Horda","Под контролем Орды","","","","","","","","16712190","2481","0"
"1790","0","7","0","0","0","0","0","0","0","0","0","-3811","-13374","79","530","516","3561","The Sacred Grove","The Sacred Grove","Le Bosquet sacré","Der heilige Hain","","","La Arboleda Sagrada","La Arboleda Sagrada","Священная роща","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1847","0","6","0","0","0","0","0","0","0","0","0","-291","3702","58","530","647","3483","The Stadium","The Stadium","Le Stade","Das Stadion","","","El Estadium","El Estadium","Ристалище","","","","","","","","16712190","Neutral","Neutral","Neutre","Neutral","","","Neutral","Neutral","Нейтральные силы","","","","","","","","16712190","2472","0"
"1848","0","11","0","0","0","0","0","0","0","0","0","-290","3702","58","530","647","3483","The Stadium","The Stadium","Le Stade","Das Stadion","","","El Estadium","El Estadium","Ристалище","","","","","","","","16712190","Alliance Controlled","Alliance Controlled","Contrôlé par l'Alliance","Kontrolliert von der Allianz","","","Bajo el control de la Alianza","Bajo el control de la Alianza","Под контролем Альянса","","","","","","","","16712190","2471","0"
"1849","0","10","0","0","0","0","0","0","0","0","0","-290","3702","58","530","647","3483","The Stadium","The Stadium","Le Stade","Das Stadion","","","El Estadium","El Estadium","Ристалище","","","","","","","","16712190","Horde Controlled","Horde Controlled","Contrôlé par la Horde","Kontrolliert von der Horde","","","Bajo el control de la Horda","Bajo el control de la Horda","Под контролем Орды","","","","","","","","16712190","2470","0"
"1716","0","7","0","0","0","0","0","0","0","0","0","-250","1029","54","530","0","3539","The Stair of Destiny","The Stair of Destiny","L'escalier du Destin","Die Stufen des Schicksals","","","Los Peldaños del Destino","Los Peldaños del Destino","Ступени Судьбы","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2070","3","5","0","0","0","0","0","0","0","0","0","4119","2995","350","530","525","3738","The Stormspire","The Stormspire","La Foudreflèche","Die Sturmsäule","","","La Flecha de la Tormenta","La Flecha de la Tormenta","Штормовая Вершина","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1707","0","7","0","0","0","0","0","0","0","0","0","10339","-6393","65","530","0","-1","The Sunspire","The Sunspire","La flèche solaire","Der Sonnenturm","","","La Aguja del Sol","La Aguja del Sol","Солнечный Шпиль","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1827","0","7","0","0","0","0","0","0","0","0","0","-1944","-10678","116","530","516","3586","The Vector Coil","The Vector Coil","La bobine vectorielle","Die Vektorspule","","","La Espiral Vectorial","La Espiral Vectorial","Энергоблок","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1829","0","7","0","0","0","0","0","0","0","0","0","-1209","-11802","3","530","516","3587","The Warp Piston","The Warp Piston","Le piston de distorsion","Die Warpgondel","","","El Pistón de Distorsión","El Pistón de Distorsión","Сверхускоритель","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1715","3","5","0","0","0","0","0","0","0","0","0","138","2703","87","530","541","3536","Thrallmar","Thrallmar","Thrallmar","Thrallmar","","","Thrallmar","Thrallmar","Траллмар","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"1717","0","7","0","0","0","0","0","0","0","0","0","815","2331","285","530","0","3547","Throne of Kil'Jaeden","Throne of Kil'Jaeden","Trône de Kil'jaeden","Kil'Jaedens Thron","","","Trono de Kil'Jaeden","Trono de Kil'Jaeden","Трон Кил'джедена","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2067","3","5","0","0","0","0","0","0","0","0","0","2395","6000","149","530","525","3769","Thunderlord Stronghold","Thunderlord Stronghold","Bastion des Sire-tonnerre","Donnerfeste","","","Bastión Señor del Trueno","Bastión Señor del Trueno","Оплот Громоборцев","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
"2017","0","7","0","0","0","0","0","0","0","0","0","9263","-7495","37","530","516","3469","Thuron's Livery","Thuron's Livery","Écurie de Thuron","Thurons Aufzucht","","","Caballería de Thuron","Caballería de Thuron","Стойла Турона","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","0"
