creature_entry;level;hp;mana;armor;str;agi;sta;inte;spi;min_dmg;max_dmg
15214;115;11240;9895;20132;282;207;571;179;251;0;0
15214;116;11352;10030;20419;285;209;577;180;254;0;0
15214;117;11464;10165;20706;288;211;583;181;257;0;0
15214;118;11576;10300;20993;291;213;589;182;260;0;0
15214;119;11688;10435;21280;294;215;595;183;263;0;0
15214;120;11800;10570;21567;297;217;601;184;266;0;0
15214;121;11912;10705;21854;300;219;607;185;269;0;0
15214;122;12024;10840;22141;303;221;613;186;272;0;0
15214;123;12136;10975;22428;306;223;619;187;275;0;0
15214;124;12248;11110;22715;309;225;625;188;278;0;0
15214;125;12360;11245;23002;312;227;631;189;281;0;0
15214;126;12472;11380;23289;315;229;637;190;284;0;0
15214;127;12584;11515;23576;318;231;643;191;287;0;0
15214;128;12696;11650;23863;321;233;649;192;290;0;0
15214;129;12808;11785;24150;324;235;655;193;293;0;0
15214;130;12920;11920;24437;327;237;661;194;296;0;0
15214;131;13032;12055;24724;330;239;667;195;299;0;0
15214;132;13144;12190;25011;333;241;673;196;302;0;0
15214;133;13256;12325;25298;336;243;679;197;305;0;0
15214;134;13368;12460;25585;339;245;685;198;308;0;0
15214;135;13480;12595;25872;342;247;691;199;311;0;0
15214;136;13592;12730;26159;345;249;697;200;314;0;0
15214;137;13704;12865;26446;348;251;703;201;317;0;0
15214;138;13816;13000;26733;351;253;709;202;320;0;0
15214;139;13928;13135;27020;354;255;715;203;323;0;0
15214;140;14040;13270;27307;357;257;721;204;326;0;0
15214;141;14152;13405;27594;360;259;727;205;329;0;0
15214;142;14264;13540;27881;363;261;733;206;332;0;0
15214;143;14376;13675;28168;366;263;739;207;335;0;0
15214;144;14488;13810;28455;369;265;745;208;338;0;0
15214;145;14600;13945;28742;372;267;751;209;341;0;0
15214;146;14712;14080;29029;375;269;757;210;344;0;0
15214;147;14824;14215;29316;378;271;763;211;347;0;0
15214;148;14936;14350;29603;381;273;769;212;350;0;0
15214;149;15048;14485;29890;384;275;775;213;353;0;0
15214;150;15160;14620;30177;387;277;781;214;356;0;0
15214;151;15272;14755;30464;390;279;787;215;359;0;0
15214;152;15384;14890;30751;393;281;793;216;362;0;0
15214;153;15496;15025;31038;396;283;799;217;365;0;0
15214;154;15608;15160;31325;399;285;805;218;368;0;0
15214;155;15720;15295;31612;402;287;811;219;371;0;0
15214;156;15832;15430;31899;405;289;817;220;374;0;0
15214;157;15944;15565;32186;408;291;823;221;377;0;0
15214;158;16056;15700;32473;411;293;829;222;380;0;0
15214;159;16168;15835;32760;414;295;835;223;383;0;0
15214;160;16280;15970;33047;417;297;841;224;386;0;0
15214;161;16392;16105;33334;420;299;847;225;389;0;0
15214;162;16504;16240;33621;423;301;853;226;392;0;0
15214;163;16616;16375;33908;426;303;859;227;395;0;0
15214;164;16728;16510;34195;429;305;865;228;398;0;0
15214;165;16840;16645;34482;432;307;871;229;401;0;0
15214;166;16952;16780;34769;435;309;877;230;404;0;0
15214;167;17064;16915;35056;438;311;883;231;407;0;0
15214;168;17176;17050;35343;441;313;889;232;410;0;0
15214;169;17288;17185;35630;444;315;895;233;413;0;0
15214;170;17400;17320;35917;447;317;901;234;416;0;0
15214;171;17512;17455;36204;450;319;907;235;419;0;0
15214;172;17624;17590;36491;453;321;913;236;422;0;0
15214;173;17736;17725;36778;456;323;919;237;425;0;0
15214;174;17848;17860;37065;459;325;925;238;428;0;0
15214;175;17960;17995;37352;462;327;931;239;431;0;0
15214;176;18072;18130;37639;465;329;937;240;434;0;0
15214;177;18184;18265;37926;468;331;943;241;437;0;0
15214;178;18296;18400;38213;471;333;949;242;440;0;0
15214;179;18408;18535;38500;474;335;955;243;443;0;0
15214;180;18520;18670;38787;477;337;961;244;446;0;0
15214;181;18632;18805;39074;480;339;967;245;449;0;0
15214;182;18744;18940;39361;483;341;973;246;452;0;0
15214;183;18856;19075;39648;486;343;979;247;455;0;0
15214;184;18968;19210;39935;489;345;985;248;458;0;0
15214;185;19080;19345;40222;492;347;991;249;461;0;0
15214;186;19192;19480;40509;495;349;997;250;464;0;0
15214;187;19304;19615;40796;498;351;1003;251;467;0;0
15214;188;19416;19750;41083;501;353;1009;252;470;0;0
15214;189;19528;19885;41370;504;355;1015;253;473;0;0
15214;190;19640;20020;41657;507;357;1021;254;476;0;0
15214;191;19752;20155;41944;510;359;1027;255;479;0;0
15214;192;19864;20290;42231;513;361;1033;256;482;0;0
15214;193;19976;20425;42518;516;363;1039;257;485;0;0
15214;194;20088;20560;42805;519;365;1045;258;488;0;0
15214;195;20200;20695;43092;522;367;1051;259;491;0;0
15214;196;20312;20830;43379;525;369;1057;260;494;0;0
15214;197;20424;20965;43666;528;371;1063;261;497;0;0
15214;198;20536;21100;43953;531;373;1069;262;500;0;0
15214;199;20648;21235;44240;534;375;1075;263;503;0;0
15214;200;20760;21370;44527;537;377;1081;264;506;0;0
15214;201;20872;21505;44814;540;379;1087;265;509;0;0
15214;202;20984;21640;45101;543;381;1093;266;512;0;0
15214;203;21096;21775;45388;546;383;1099;267;515;0;0
15214;204;21208;21910;45675;549;385;1105;268;518;0;0
15214;205;21320;22045;45962;552;387;1111;269;521;0;0
15214;206;21432;22180;46249;555;389;1117;270;524;0;0
15214;207;21544;22315;46536;558;391;1123;271;527;0;0
15214;208;21656;22450;46823;561;393;1129;272;530;0;0
15214;209;21768;22585;47110;564;395;1135;273;533;0;0
15214;210;21880;22720;47397;567;397;1141;274;536;0;0
15214;211;21992;22855;47684;570;399;1147;275;539;0;0
15214;212;22104;22990;47971;573;401;1153;276;542;0;0
15214;213;22216;23125;48258;576;403;1159;277;545;0;0
15214;214;22328;23260;48545;579;405;1165;278;548;0;0
15214;215;22440;23395;48832;582;407;1171;279;551;0;0
15214;216;22552;23530;49119;585;409;1177;280;554;0;0
15214;217;22664;23665;49406;588;411;1183;281;557;0;0
15214;218;22776;23800;49693;591;413;1189;282;560;0;0
15214;219;22888;23935;49980;594;415;1195;283;563;0;0
15214;220;23000;24070;50267;597;417;1201;284;566;0;0
15214;221;23112;24205;50554;600;419;1207;285;569;0;0
15214;222;23224;24340;50841;603;421;1213;286;572;0;0
15214;223;23336;24475;51128;606;423;1219;287;575;0;0
15214;224;23448;24610;51415;609;425;1225;288;578;0;0
15214;225;23560;24745;51702;612;427;1231;289;581;0;0
15214;226;23672;24880;51989;615;429;1237;290;584;0;0
15214;227;23784;25015;52276;618;431;1243;291;587;0;0
15214;228;23896;25150;52563;621;433;1249;292;590;0;0
15214;229;24008;25285;52850;624;435;1255;293;593;0;0
15214;230;24120;25420;53137;627;437;1261;294;596;0;0
15214;231;24232;25555;53424;630;439;1267;295;599;0;0
15214;232;24344;25690;53711;633;441;1273;296;602;0;0
15214;233;24456;25825;53998;636;443;1279;297;605;0;0
15214;234;24568;25960;54285;639;445;1285;298;608;0;0
15214;235;24680;26095;54572;642;447;1291;299;611;0;0
15214;236;24792;26230;54859;645;449;1297;300;614;0;0
15214;237;24904;26365;55146;648;451;1303;301;617;0;0
15214;238;25016;26500;55433;651;453;1309;302;620;0;0
15214;239;25128;26635;55720;654;455;1315;303;623;0;0
15214;240;25240;26770;56007;657;457;1321;304;626;0;0
15214;241;25352;26905;56294;660;459;1327;305;629;0;0
15214;242;25464;27040;56581;663;461;1333;306;632;0;0
15214;243;25576;27175;56868;666;463;1339;307;635;0;0
15214;244;25688;27310;57155;669;465;1345;308;638;0;0
15214;245;25800;27445;57442;672;467;1351;309;641;0;0
15214;246;25912;27580;57729;675;469;1357;310;644;0;0
15214;247;26024;27715;58016;678;471;1363;311;647;0;0
15214;248;26136;27850;58303;681;473;1369;312;650;0;0
15214;249;26248;27985;58590;684;475;1375;313;653;0;0
15214;250;26360;28120;58877;687;477;1381;314;656;0;0
15214;251;26472;28255;59164;690;479;1387;315;659;0;0
15214;252;26584;28390;59451;693;481;1393;316;662;0;0
15214;253;26696;28525;59738;696;483;1399;317;665;0;0
15214;254;26808;28660;60025;699;485;1405;318;668;0;0
15214;255;26920;28795;60312;702;487;1411;319;671;0;0
15352;1;1;0;1;1;1;1;1;1;0;0
15352;2;1;0;1;1;1;1;1;1;0;0
15352;3;1;0;1;1;1;1;1;1;0;0
15352;4;1;0;1;1;1;1;1;1;0;0
15352;5;1;0;1;1;1;1;1;1;0;0
15352;6;1;0;1;1;1;1;1;1;0;0
15352;7;1;0;1;1;1;1;1;1;0;0
15352;8;1;0;1;1;1;1;1;1;0;0
15352;9;1;0;1;1;1;1;1;1;0;0
15352;10;1;0;1;1;1;1;1;1;0;0
15352;11;1;0;1;1;1;1;1;1;0;0
15352;12;1;0;1;1;1;1;1;1;0;0
15352;13;1;0;1;1;1;1;1;1;0;0
15352;14;1;0;1;1;1;1;1;1;0;0
15352;15;1;0;1;1;1;1;1;1;0;0
15352;16;1;0;1;1;1;1;1;1;0;0
15352;17;1;0;1;1;1;1;1;1;0;0
15352;18;1;0;1;1;1;1;1;1;0;0
15352;19;1;0;1;1;1;1;1;1;0;0
15352;20;1;0;1;1;1;1;1;1;0;0
15352;21;1;0;1;1;1;1;1;1;0;0
15352;22;1;0;1;1;1;1;1;1;0;0
15352;23;1;0;1;1;1;1;1;1;0;0
15352;24;1;0;1;1;1;1;1;1;0;0
15352;25;1;0;1;1;1;1;1;1;0;0
15352;26;1;0;1;1;1;1;1;1;0;0
15352;27;1;0;1;1;1;1;1;1;0;0
15352;28;1;0;1;1;1;1;1;1;0;0
15352;29;1;0;1;1;1;1;1;1;0;0
15352;30;1;0;1;1;1;1;1;1;0;0
15352;31;1;0;1;1;1;1;1;1;0;0
15352;32;1;0;1;1;1;1;1;1;0;0
15352;33;1;0;1;1;1;1;1;1;0;0
15352;34;1;0;1;1;1;1;1;1;0;0
15352;35;1;0;1;1;1;1;1;1;0;0
15352;36;1;0;1;1;1;1;1;1;0;0
15352;37;1;0;1;1;1;1;1;1;0;0
15352;38;1;0;1;1;1;1;1;1;0;0
15352;39;1;0;1;1;1;1;1;1;0;0
15352;40;1;0;1;1;1;1;1;1;0;0
15352;41;1;0;1;1;1;1;1;1;0;0
15352;42;1;0;1;1;1;1;1;1;0;0
15352;43;1;0;1;1;1;1;1;1;0;0
15352;44;1;0;1;1;1;1;1;1;0;0
15352;45;1;0;1;1;1;1;1;1;0;0
15352;46;1;0;1;1;1;1;1;1;0;0
15352;47;1;0;1;1;1;1;1;1;0;0
15352;48;1;0;1;1;1;1;1;1;0;0
15352;49;1;0;1;1;1;1;1;1;0;0
15352;50;1;0;1;1;1;1;1;1;0;0
15352;51;1;0;1;1;1;1;1;1;0;0
15352;52;1;0;1;1;1;1;1;1;0;0
15352;53;1;0;1;1;1;1;1;1;0;0
15352;54;1;0;1;1;1;1;1;1;0;0
15352;55;1;0;1;1;1;1;1;1;0;0
15352;56;1;0;1;1;1;1;1;1;0;0
15352;57;1;0;1;1;1;1;1;1;0;0
15352;58;1;0;1;1;1;1;1;1;0;0
15352;59;1;0;1;1;1;1;1;1;0;0
15352;60;1;0;1;1;1;1;1;1;0;0
15352;61;1;0;1;1;1;1;1;1;0;0
15352;62;1;0;1;1;1;1;1;1;0;0
15352;63;1;0;1;1;1;1;1;1;0;0
15352;64;1;0;1;1;1;1;1;1;0;0
15352;65;1;0;1;1;1;1;1;1;0;0
15352;66;6600;0;6200;132;62;96;132;320;0;0
15352;67;6700;0;6400;134;64;97;134;330;0;0
15352;68;6800;0;6600;136;66;99;136;340;0;0
15352;69;6900;0;6800;138;68;100;138;350;0;0
15352;70;7000;0;7000;140;70;102;140;360;0;0
15352;71;7100;0;7200;158;72;105;142;370;0;0
15352;72;7200;0;7400;164;74;106;144;380;0;0
15352;73;7300;0;7600;179;77;108;147;390;0;0
15352;74;7400;0;7800;188;80;110;150;400;0;0
15352;75;7500;0;8000;200;83;113;152;410;0;0
15352;76;7600;0;8200;211;84;115;155;420;0;0
15352;77;7700;0;8400;225;86;118;158;430;0;0
15352;78;7800;0;8600;236;89;131;160;440;0;0
15352;79;7900;0;8800;249;89;140;163;450;0;0
15352;80;8000;0;9000;261;90;162;165;460;0;0
15352;81;8100;0;9200;273;91;184;167;470;0;0
15352;82;8200;0;9400;285;92;206;169;480;0;0
15352;83;8300;0;9600;297;93;228;171;490;0;0
15352;84;8400;0;9800;309;94;250;173;500;0;0
15352;85;8500;0;10000;321;95;272;175;510;0;0
15352;86;8600;0;10200;333;96;294;177;520;0;0
15352;87;8700;0;10400;345;97;316;179;530;0;0
15352;88;8800;0;10600;357;98;338;181;540;0;0
15352;89;8900;0;10800;369;99;360;183;550;0;0
15352;90;9000;0;11000;381;100;382;185;560;0;0
15352;91;9100;0;11200;393;101;404;187;570;0;0
15352;92;9200;0;11400;405;102;426;189;580;0;0
15352;93;9300;0;11600;417;103;448;191;590;0;0
15352;94;9400;0;11800;429;104;470;193;600;0;0
15352;95;9500;0;12000;441;105;492;195;610;0;0
15352;96;9600;0;12200;453;106;514;197;620;0;0
15352;97;9700;0;12400;465;107;536;199;630;0;0
15352;98;9800;0;12600;477;108;558;201;640;0;0
15352;99;9900;0;12800;489;109;580;203;650;0;0
15352;100;10000;0;13000;501;110;602;205;660;0;0
15352;101;10100;0;13200;513;111;624;207;670;0;0
15352;102;10200;0;13400;525;112;646;209;680;0;0
15352;103;10300;0;13600;537;113;668;211;690;0;0
15352;104;10400;0;13800;549;114;690;213;700;0;0
15352;105;10500;0;14000;561;115;712;215;710;0;0
15352;106;10600;0;14200;573;116;734;217;720;0;0
15352;107;10700;0;14400;585;117;756;219;730;0;0
15352;108;10800;0;14600;597;118;778;221;740;0;0
15352;109;10900;0;14800;609;119;800;223;750;0;0
15352;110;11000;0;15000;621;120;822;225;760;0;0
15352;111;11100;0;15200;633;121;844;227;770;0;0
15352;112;11200;0;15400;645;122;866;229;780;0;0
15352;113;11300;0;15600;657;123;888;231;790;0;0
15352;114;11400;0;15800;669;124;910;233;800;0;0
15352;115;11500;0;16000;681;125;932;235;810;0;0
15352;116;11600;0;16200;693;126;954;237;820;0;0
15352;117;11700;0;16400;705;127;976;239;830;0;0
15352;118;11800;0;16600;717;128;998;241;840;0;0
15352;119;11900;0;16800;729;129;1020;243;850;0;0
15352;120;12000;0;17000;741;130;1042;245;860;0;0
15352;121;12100;0;17200;753;131;1064;247;870;0;0
15352;122;12200;0;17400;765;132;1086;249;880;0;0
15352;123;12300;0;17600;777;133;1108;251;890;0;0
15352;124;12400;0;17800;789;134;1130;253;900;0;0
15352;125;12500;0;18000;801;135;1152;255;910;0;0
15352;126;12600;0;18200;813;136;1174;257;920;0;0
15352;127;12700;0;18400;825;137;1196;259;930;0;0
15352;128;12800;0;18600;837;138;1218;261;940;0;0
15352;129;12900;0;18800;849;139;1240;263;950;0;0
15352;130;13000;0;19000;861;140;1262;265;960;0;0
15352;131;13100;0;19200;873;141;1284;267;970;0;0
15352;132;13200;0;19400;885;142;1306;269;980;0;0
15352;133;13300;0;19600;897;143;1328;271;990;0;0
15352;134;13400;0;19800;909;144;1350;273;1000;0;0
15352;135;13500;0;20000;921;145;1372;275;1010;0;0
15352;136;13600;0;20200;933;146;1394;277;1020;0;0
15352;137;13700;0;20400;945;147;1416;279;1030;0;0
15352;138;13800;0;20600;957;148;1438;281;1040;0;0
15352;139;13900;0;20800;969;149;1460;283;1050;0;0
15352;140;14000;0;21000;981;150;1482;285;1060;0;0
15352;141;14100;0;21200;993;151;1504;287;1070;0;0
15352;142;14200;0;21400;1005;152;1526;289;1080;0;0
15352;143;14300;0;21600;1017;153;1548;291;1090;0;0
15352;144;14400;0;21800;1029;154;1570;293;1100;0;0
15352;145;14500;0;22000;1041;155;1592;295;1110;0;0
15352;146;14600;0;22200;1053;156;1614;297;1120;0;0
15352;147;14700;0;22400;1065;157;1636;299;1130;0;0
15352;148;14800;0;22600;1077;158;1658;301;1140;0;0
15352;149;14900;0;22800;1089;159;1680;303;1150;0;0
15352;150;15000;0;23000;1101;160;1702;305;1160;0;0
15352;151;15100;0;23200;1113;161;1724;307;1170;0;0
15352;152;15200;0;23400;1125;162;1746;309;1180;0;0
15352;153;15300;0;23600;1137;163;1768;311;1190;0;0
15352;154;15400;0;23800;1149;164;1790;313;1200;0;0
15352;155;15500;0;24000;1161;165;1812;315;1210;0;0
15352;156;15600;0;24200;1173;166;1834;317;1220;0;0
15352;157;15700;0;24400;1185;167;1856;319;1230;0;0
15352;158;15800;0;24600;1197;168;1878;321;1240;0;0
15352;159;15900;0;24800;1209;169;1900;323;1250;0;0
15352;160;16000;0;25000;1221;170;1922;325;1260;0;0
15352;161;16100;0;25200;1233;171;1944;327;1270;0;0
15352;162;16200;0;25400;1245;172;1966;329;1280;0;0
15352;163;16300;0;25600;1257;173;1988;331;1290;0;0
15352;164;16400;0;25800;1269;174;2010;333;1300;0;0
15352;165;16500;0;26000;1281;175;2032;335;1310;0;0
15352;166;16600;0;26200;1293;176;2054;337;1320;0;0
15352;167;16700;0;26400;1305;177;2076;339;1330;0;0
15352;168;16800;0;26600;1317;178;2098;341;1340;0;0
15352;169;16900;0;26800;1329;179;2120;343;1350;0;0
15352;170;17000;0;27000;1341;180;2142;345;1360;0;0
15352;171;17100;0;27200;1353;181;2164;347;1370;0;0
15352;172;17200;0;27400;1365;182;2186;349;1380;0;0
15352;173;17300;0;27600;1377;183;2208;351;1390;0;0
15352;174;17400;0;27800;1389;184;2230;353;1400;0;0
15352;175;17500;0;28000;1401;185;2252;355;1410;0;0
15352;176;17600;0;28200;1413;186;2274;357;1420;0;0
15352;177;17700;0;28400;1425;187;2296;359;1430;0;0
15352;178;17800;0;28600;1437;188;2318;361;1440;0;0
15352;179;17900;0;28800;1449;189;2340;363;1450;0;0
15352;180;18000;0;29000;1461;190;2362;365;1460;0;0
15352;181;18100;0;29200;1473;191;2384;367;1470;0;0
15352;182;18200;0;29400;1485;192;2406;369;1480;0;0
15352;183;18300;0;29600;1497;193;2428;371;1490;0;0
15352;184;18400;0;29800;1509;194;2450;373;1500;0;0
15352;185;18500;0;30000;1521;195;2472;375;1510;0;0
15352;186;18600;0;30200;1533;196;2494;377;1520;0;0
15352;187;18700;0;30400;1545;197;2516;379;1530;0;0
15352;188;18800;0;30600;1557;198;2538;381;1540;0;0
15352;189;18900;0;30800;1569;199;2560;383;1550;0;0
15352;190;19000;0;31000;1581;200;2582;385;1560;0;0
15352;191;19100;0;31200;1593;201;2604;387;1570;0;0
15352;192;19200;0;31400;1605;202;2626;389;1580;0;0
15352;193;19300;0;31600;1617;203;2648;391;1590;0;0
15352;194;19400;0;31800;1629;204;2670;393;1600;0;0
15352;195;19500;0;32000;1641;205;2692;395;1610;0;0
15352;196;19600;0;32200;1653;206;2714;397;1620;0;0
15352;197;19700;0;32400;1665;207;2736;399;1630;0;0
15352;198;19800;0;32600;1677;208;2758;401;1640;0;0
15352;199;19900;0;32800;1689;209;2780;403;1650;0;0
15352;200;20000;0;33000;1701;210;2802;405;1660;0;0
15352;201;20100;0;33200;1713;211;2824;407;1670;0;0
15352;202;20200;0;33400;1725;212;2846;409;1680;0;0
15352;203;20300;0;33600;1737;213;2868;411;1690;0;0
15352;204;20400;0;33800;1749;214;2890;413;1700;0;0
15352;205;20500;0;34000;1761;215;2912;415;1710;0;0
15352;206;20600;0;34200;1773;216;2934;417;1720;0;0
15352;207;20700;0;34400;1785;217;2956;419;1730;0;0
15352;208;20800;0;34600;1797;218;2978;421;1740;0;0
15352;209;20900;0;34800;1809;219;3000;423;1750;0;0
15352;210;21000;0;35000;1821;220;3022;425;1760;0;0
15352;211;21100;0;35200;1833;221;3044;427;1770;0;0
15352;212;21200;0;35400;1845;222;3066;429;1780;0;0
15352;213;21300;0;35600;1857;223;3088;431;1790;0;0
15352;214;21400;0;35800;1869;224;3110;433;1800;0;0
15352;215;21500;0;36000;1881;225;3132;435;1810;0;0
15352;216;21600;0;36200;1893;226;3154;437;1820;0;0
15352;217;21700;0;36400;1905;227;3176;439;1830;0;0
15352;218;21800;0;36600;1917;228;3198;441;1840;0;0
15352;219;21900;0;36800;1929;229;3220;443;1850;0;0
15352;220;22000;0;37000;1941;230;3242;445;1860;0;0
15352;221;22100;0;37200;1953;231;3264;447;1870;0;0
15352;222;22200;0;37400;1965;232;3286;449;1880;0;0
15352;223;22300;0;37600;1977;233;3308;451;1890;0;0
15352;224;22400;0;37800;1989;234;3330;453;1900;0;0
15352;225;22500;0;38000;2001;235;3352;455;1910;0;0
15352;226;22600;0;38200;2013;236;3374;457;1920;0;0
15352;227;22700;0;38400;2025;237;3396;459;1930;0;0
15352;228;22800;0;38600;2037;238;3418;461;1940;0;0
15352;229;22900;0;38800;2049;239;3440;463;1950;0;0
15352;230;23000;0;39000;2061;240;3462;465;1960;0;0
15352;231;23100;0;39200;2073;241;3484;467;1970;0;0
15352;232;23200;0;39400;2085;242;3506;469;1980;0;0
15352;233;23300;0;39600;2097;243;3528;471;1990;0;0
15352;234;23400;0;39800;2109;244;3550;473;2000;0;0
15352;235;23500;0;40000;2121;245;3572;475;2010;0;0
15352;236;23600;0;40200;2133;246;3594;477;2020;0;0
15352;237;23700;0;40400;2145;247;3616;479;2030;0;0
15352;238;23800;0;40600;2157;248;3638;481;2040;0;0
15352;239;23900;0;40800;2169;249;3660;483;2050;0;0
15352;240;24000;0;41000;2181;250;3682;485;2060;0;0
15352;241;24100;0;41200;2193;251;3704;487;2070;0;0
15352;242;24200;0;41400;2205;252;3726;489;2080;0;0
15352;243;24300;0;41600;2217;253;3748;491;2090;0;0
15352;244;24400;0;41800;2229;254;3770;493;2100;0;0
15352;245;24500;0;42000;2241;255;3792;495;2110;0;0
15352;246;24600;0;42200;2253;256;3814;497;2120;0;0
15352;247;24700;0;42400;2265;257;3836;499;2130;0;0
15352;248;24800;0;42600;2277;258;3858;501;2140;0;0
15352;249;24900;0;42800;2289;259;3880;503;2150;0;0
15352;250;25000;0;43000;2301;260;3902;505;2160;0;0
15352;251;25100;0;43200;2313;261;3924;507;2170;0;0
15352;252;25200;0;43400;2325;262;3946;509;2180;0;0
15352;253;25300;0;43600;2337;263;3968;511;2190;0;0
15352;254;25400;0;43800;2349;264;3990;513;2200;0;0
15352;255;25500;0;44000;2361;265;4012;515;2210;0;0
15438;1;1;1;1;1;1;1;1;1;0;0
15438;2;1;1;1;1;1;1;1;1;0;0
15438;3;1;1;1;1;1;1;1;1;0;0
15438;4;1;1;1;1;1;1;1;1;0;0
15438;5;1;1;1;1;1;1;1;1;0;0
15438;6;1;1;1;1;1;1;1;1;0;0
15438;7;1;1;1;1;1;1;1;1;0;0
15438;8;1;1;1;1;1;1;1;1;0;0
15438;9;1;1;1;1;1;1;1;1;0;0
15438;10;1;1;1;1;1;1;1;1;0;0
15438;11;1;1;1;1;1;1;1;1;0;0
15438;12;1;1;1;1;1;1;1;1;0;0
15438;13;1;1;1;1;1;1;1;1;0;0
15438;14;1;1;1;1;1;1;1;1;0;0
15438;15;1;1;1;1;1;1;1;1;0;0
15438;16;1;1;1;1;1;1;1;1;0;0
15438;17;1;1;1;1;1;1;1;1;0;0
15438;18;1;1;1;1;1;1;1;1;0;0
15438;19;1;1;1;1;1;1;1;1;0;0
15438;20;1;1;1;1;1;1;1;1;0;0
15438;21;1;1;1;1;1;1;1;1;0;0
15438;22;1;1;1;1;1;1;1;1;0;0
15438;23;1;1;1;1;1;1;1;1;0;0
15438;24;1;1;1;1;1;1;1;1;0;0
15438;25;1;1;1;1;1;1;1;1;0;0
15438;26;1;1;1;1;1;1;1;1;0;0
15438;27;1;1;1;1;1;1;1;1;0;0
15438;28;1;1;1;1;1;1;1;1;0;0
15438;29;1;1;1;1;1;1;1;1;0;0
15438;30;1;1;1;1;1;1;1;1;0;0
15438;31;1;1;1;1;1;1;1;1;0;0
15438;32;1;1;1;1;1;1;1;1;0;0
15438;33;1;1;1;1;1;1;1;1;0;0
15438;34;1;1;1;1;1;1;1;1;0;0
15438;35;1;1;1;1;1;1;1;1;0;0
15438;36;1;1;1;1;1;1;1;1;0;0
15438;37;1;1;1;1;1;1;1;1;0;0
15438;38;1;1;1;1;1;1;1;1;0;0
15438;39;1;1;1;1;1;1;1;1;0;0
15438;40;1;1;1;1;1;1;1;1;0;0
15438;41;1;1;1;1;1;1;1;1;0;0
15438;42;1;1;1;1;1;1;1;1;0;0
15438;43;1;1;1;1;1;1;1;1;0;0
15438;44;1;1;1;1;1;1;1;1;0;0
15438;45;1;1;1;1;1;1;1;1;0;0
15438;46;1;1;1;1;1;1;1;1;0;0
15438;47;1;1;1;1;1;1;1;1;0;0
15438;48;1;1;1;1;1;1;1;1;0;0
15438;49;1;1;1;1;1;1;1;1;0;0
15438;50;1;1;1;1;1;1;1;1;0;0
15438;51;1;1;1;1;1;1;1;1;0;0
15438;52;1;1;1;1;1;1;1;1;0;0
15438;53;1;1;1;1;1;1;1;1;0;0
15438;54;1;1;1;1;1;1;1;1;0;0
15438;55;1;1;1;1;1;1;1;1;0;0
15438;56;1;1;1;1;1;1;1;1;0;0
15438;57;1;1;1;1;1;1;1;1;0;0
15438;58;1;1;1;1;1;1;1;1;0;0
15438;59;1;1;1;1;1;1;1;1;0;0
15438;60;1;1;1;1;1;1;1;1;0;0
15438;61;1;1;1;1;1;1;1;1;0;0
15438;62;1;1;1;1;1;1;1;1;0;0
15438;63;1;1;1;1;1;1;1;1;0;0
15438;64;1;1;1;1;1;1;1;1;0;0
15438;65;1;1;1;1;1;1;1;1;0;0
15438;66;1;1;1;1;1;1;1;1;0;0
15438;67;1;1;1;1;1;1;1;1;0;0
15438;68;6800;2052;980;198;136;99;320;340;0;0
15438;69;6900;2071;990;204;138;100;327;350;0;0
15438;70;7000;2090;1000;210;140;102;334;360;0;0
15438;71;7100;2109;1010;218;142;105;342;370;0;0
15438;72;7200;2133;1020;224;144;106;349;380;0;0
15438;73;7300;2149;1030;229;146;108;356;390;0;0
15438;74;7400;2169;1040;238;148;110;363;400;0;0
15438;75;7500;2188;1050;247;150;113;370;410;0;0
15438;76;7600;2209;1060;253;152;115;377;420;0;0
15438;77;7700;2228;1070;260;154;118;384;430;0;0
15438;78;7800;2246;1080;268;156;120;391;440;0;0
15438;79;7900;2264;1090;276;158;124;398;450;0;0
15438;80;8000;2280;1100;283;160;125;405;460;0;0
15438;81;8100;2296;1110;290;162;126;412;470;0;0
15438;82;8200;2312;1120;297;164;127;419;480;0;0
15438;83;8300;2328;1130;304;166;128;426;490;0;0
15438;84;8400;2344;1140;311;168;129;433;500;0;0
15438;85;8500;2360;1150;318;170;130;440;510;0;0
15438;86;8600;2376;1160;325;172;131;447;520;0;0
15438;87;8700;2392;1170;332;174;132;454;530;0;0
15438;88;8800;2408;1180;339;176;133;461;540;0;0
15438;89;8900;2424;1190;346;178;134;468;550;0;0
15438;90;9000;2440;1200;353;180;135;475;560;0;0
15438;91;9100;2456;1210;360;182;136;482;570;0;0
15438;92;9200;2472;1220;367;184;137;489;580;0;0
15438;93;9300;2488;1230;374;186;138;496;590;0;0
15438;94;9400;2504;1240;381;188;139;503;600;0;0
15438;95;9500;2520;1250;388;190;140;510;610;0;0
15438;96;9600;2536;1260;395;192;141;517;620;0;0
15438;97;9700;2552;1270;402;194;142;524;630;0;0
15438;98;9800;2568;1280;409;196;143;531;640;0;0
15438;99;9900;2584;1290;416;198;144;538;650;0;0
15438;100;10000;2600;1300;423;200;145;545;660;0;0
15438;101;10100;2616;1310;430;202;146;552;670;0;0
15438;102;10200;2632;1320;437;204;147;559;680;0;0
15438;103;10300;2648;1330;444;206;148;566;690;0;0
15438;104;10400;2664;1340;451;208;149;573;700;0;0
15438;105;10500;2680;1350;458;210;150;580;710;0;0
15438;106;10600;2696;1360;465;212;151;587;720;0;0
15438;107;10700;2712;1370;472;214;152;594;730;0;0
