level;class;basehp0;basehp1;basehp2;basemana;basearmor;attackpower;rangedattackpower;damage_base;damage_exp1;damage_exp2;comment
136;4;14341;20180;38537;0;22362;2024;877;84,5673;231,538;391,724;\N
137;4;14502;20380;39001;0;22603;2047;891;85,2339;233,33;395,774;\N
138;4;14663;20580;39465;0;22844;2070;905;85,9005;235,122;399,824;\N
139;4;14824;20780;39929;0;23085;2093;919;86,5671;236,914;403,874;\N
140;4;14985;20980;40393;0;23326;2116;933;87,2337;238,706;407,924;\N
141;4;15146;21180;40857;0;23567;2139;947;87,9003;240,498;411,974;\N
142;4;15307;21380;41321;0;23808;2162;961;88,5669;242,29;416,024;\N
143;4;15468;21580;41785;0;24049;2185;975;89,2335;244,082;420,074;\N
144;4;15629;21780;42249;0;24290;2208;989;89,9001;245,874;424,124;\N
145;4;15790;21980;42713;0;24531;2231;1003;90,5667;247,666;428,174;\N
146;4;15951;22180;43177;0;24772;2254;1017;91,2333;249,458;432,224;\N
147;4;16112;22380;43641;0;25013;2277;1031;91,8999;251,25;436,274;\N
148;4;16273;22580;44105;0;25254;2300;1045;92,5665;253,042;440,324;\N
149;4;16434;22780;44569;0;25495;2323;1059;93,2331;254,834;444,374;\N
150;4;16595;22980;45033;0;25736;2346;1073;93,8997;256,626;448,424;\N
151;4;16756;23180;45497;0;25977;2369;1087;94,5663;258,418;452,474;\N
152;4;16917;23380;45961;0;26218;2392;1101;95,2329;260,21;456,524;\N
153;4;17078;23580;46425;0;26459;2415;1115;95,8995;262,002;460,574;\N
154;4;17239;23780;46889;0;26700;2438;1129;96,5661;263,794;464,624;\N
155;4;17400;23980;47353;0;26941;2461;1143;97,2327;265,586;468,674;\N
156;4;17561;24180;47817;0;27182;2484;1157;97,8993;267,378;472,724;\N
157;4;17722;24380;48281;0;27423;2507;1171;98,5659;269,17;476,774;\N
158;4;17883;24580;48745;0;27664;2530;1185;99,2325;270,962;480,824;\N
159;4;18044;24780;49209;0;27905;2553;1199;99,8991;272,754;484,874;\N
160;4;18205;24980;49673;0;28146;2576;1213;100,566;274,546;488,924;\N
161;4;18366;25180;50137;0;28387;2599;1227;101,232;276,338;492,974;\N
162;4;18527;25380;50601;0;28628;2622;1241;101,899;278,13;497,024;\N
163;4;18688;25580;51065;0;28869;2645;1255;102,566;279,922;501,074;\N
164;4;18849;25780;51529;0;29110;2668;1269;103,232;281,714;505,124;\N
165;4;19010;25980;51993;0;29351;2691;1283;103,899;283,506;509,174;\N
166;4;19171;26180;52457;0;29592;2714;1297;104,565;285,298;513,224;\N
167;4;19332;26380;52921;0;29833;2737;1311;105,232;287,09;517,274;\N
168;4;19493;26580;53385;0;30074;2760;1325;105,898;288,882;521,324;\N
169;4;19654;26780;53849;0;30315;2783;1339;106,565;290,674;525,374;\N
170;4;19815;26980;54313;0;30556;2806;1353;107,232;292,466;529,424;\N
171;4;19976;27180;54777;0;30797;2829;1367;107,898;294,258;533,474;\N
172;4;20137;27380;55241;0;31038;2852;1381;108,565;296,05;537,524;\N
173;4;20298;27580;55705;0;31279;2875;1395;109,232;297,842;541,574;\N
174;4;20459;27780;56169;0;31520;2898;1409;109,898;299,634;545,624;\N
175;4;20620;27980;56633;0;31761;2921;1423;110,565;301,426;549,674;\N
176;4;20781;28180;57097;0;32002;2944;1437;111,231;303,218;553,724;\N
177;4;20942;28380;57561;0;32243;2967;1451;111,898;305,01;557,774;\N
178;4;21103;28580;58025;0;32484;2990;1465;112,564;306,802;561,824;\N
179;4;21264;28780;58489;0;32725;3013;1479;113,231;308,594;565,874;\N
180;4;21425;28980;58953;0;32966;3036;1493;113,898;310,386;569,924;\N
181;4;21586;29180;59417;0;33207;3059;1507;114,564;312,178;573,974;\N
182;4;21747;29380;59881;0;33448;3082;1521;115,231;313,97;578,024;\N
183;4;21908;29580;60345;0;33689;3105;1535;115,898;315,762;582,074;\N
184;4;22069;29780;60809;0;33930;3128;1549;116,564;317,554;586,124;\N
185;4;22230;29980;61273;0;34171;3151;1563;117,231;319,346;590,174;\N
186;4;22391;30180;61737;0;34412;3174;1577;117,897;321,138;594,224;\N
187;4;22552;30380;62201;0;34653;3197;1591;118,564;322,93;598,274;\N
188;4;22713;30580;62665;0;34894;3220;1605;119,23;324,722;602,324;\N
189;4;22874;30780;63129;0;35135;3243;1619;119,897;326,514;606,374;\N
190;4;23035;30980;63593;0;35376;3266;1633;120,564;328,306;610,424;\N
191;4;23196;31180;64057;0;35617;3289;1647;121,23;330,098;614,474;\N
192;4;23357;31380;64521;0;35858;3312;1661;121,897;331,89;618,524;\N
193;4;23518;31580;64985;0;36099;3335;1675;122,564;333,682;622,574;\N
194;4;23679;31780;65449;0;36340;3358;1689;123,23;335,474;626,624;\N
195;4;23840;31980;65913;0;36581;3381;1703;123,897;337,266;630,674;\N
196;4;24001;32180;66377;0;36822;3404;1717;124,563;339,058;634,724;\N
197;4;24162;32380;66841;0;37063;3427;1731;125,23;340,85;638,774;\N
198;4;24323;32580;67305;0;37304;3450;1745;125,896;342,642;642,824;\N
199;4;24484;32780;67769;0;37545;3473;1759;126,563;344,434;646,874;\N
200;4;24645;32980;68233;0;37786;3496;1773;127,23;346,226;650,924;\N
201;4;24806;33180;68697;0;38027;3519;1787;127,896;348,018;654,974;\N
202;4;24967;33380;69161;0;38268;3542;1801;128,563;349,81;659,024;\N
203;4;25128;33580;69625;0;38509;3565;1815;129,23;351,602;663,074;\N
204;4;25289;33780;70089;0;38750;3588;1829;129,896;353,394;667,124;\N
205;4;25450;33980;70553;0;38991;3611;1843;130,563;355,186;671,174;\N
206;4;25611;34180;71017;0;39232;3634;1857;131,229;356,978;675,224;\N
207;4;25772;34380;71481;0;39473;3657;1871;131,896;358,77;679,274;\N
208;4;25933;34580;71945;0;39714;3680;1885;132,562;360,562;683,324;\N
209;4;26094;34780;72409;0;39955;3703;1899;133,229;362,354;687,374;\N
210;4;26255;34980;72873;0;40196;3726;1913;133,896;364,146;691,424;\N
211;4;26416;35180;73337;0;40437;3749;1927;134,562;365,938;695,474;\N
212;4;26577;35380;73801;0;40678;3772;1941;135,229;367,73;699,524;\N
213;4;26738;35580;74265;0;40919;3795;1955;135,896;369,522;703,574;\N
214;4;26899;35780;74729;0;41160;3818;1969;136,562;371,314;707,624;\N
215;4;27060;35980;75193;0;41401;3841;1983;137,229;373,106;711,674;\N
216;4;27221;36180;75657;0;41642;3864;1997;137,895;374,898;715,724;\N
217;4;27382;36380;76121;0;41883;3887;2011;138,562;376,69;719,774;\N
218;4;27543;36580;76585;0;42124;3910;2025;139,228;378,482;723,824;\N
219;4;27704;36780;77049;0;42365;3933;2039;139,895;380,274;727,874;\N
220;4;27865;36980;77513;0;42606;3956;2053;140,562;382,066;731,924;\N
221;4;28026;37180;77977;0;42847;3979;2067;141,228;383,858;735,974;\N
222;4;28187;37380;78441;0;43088;4002;2081;141,895;385,65;740,024;\N
223;4;28348;37580;78905;0;43329;4025;2095;142,562;387,442;744,074;\N
224;4;28509;37780;79369;0;43570;4048;2109;143,228;389,234;748,124;\N
225;4;28670;37980;79833;0;43811;4071;2123;143,895;391,026;752,174;\N
226;4;28831;38180;80297;0;44052;4094;2137;144,561;392,818;756,224;\N
227;4;28992;38380;80761;0;44293;4117;2151;145,228;394,61;760,274;\N
228;4;29153;38580;81225;0;44534;4140;2165;145,894;396,402;764,324;\N
229;4;29314;38780;81689;0;44775;4163;2179;146,561;398,194;768,374;\N
230;4;29475;38980;82153;0;45016;4186;2193;147,228;399,986;772,424;\N
231;4;29636;39180;82617;0;45257;4209;2207;147,894;401,778;776,474;\N
232;4;29797;39380;83081;0;45498;4232;2221;148,561;403,57;780,524;\N
233;4;29958;39580;83545;0;45739;4255;2235;149,228;405,362;784,574;\N
234;4;30119;39780;84009;0;45980;4278;2249;149,894;407,154;788,624;\N
235;4;30280;39980;84473;0;46221;4301;2263;150,561;408,946;792,674;\N
236;4;30441;40180;84937;0;46462;4324;2277;151,227;410,738;796,724;\N
237;4;30602;40380;85401;0;46703;4347;2291;151,894;412,53;800,774;\N
238;4;30763;40580;85865;0;46944;4370;2305;152,56;414,322;804,824;\N
239;4;30924;40780;86329;0;47185;4393;2319;153,227;416,114;808,874;\N
240;4;31085;40980;86793;0;47426;4416;2333;153,894;417,906;812,924;\N
241;4;31246;41180;87257;0;47667;4439;2347;154,56;419,698;816,974;\N
242;4;31407;41380;87721;0;47908;4462;2361;155,227;421,49;821,024;\N
243;4;31568;41580;88185;0;48149;4485;2375;155,894;423,282;825,074;\N
244;4;31729;41780;88649;0;48390;4508;2389;156,56;425,074;829,124;\N
245;4;31890;41980;89113;0;48631;4531;2403;157,227;426,866;833,174;\N
246;4;32051;42180;89577;0;48872;4554;2417;157,893;428,658;837,224;\N
247;4;32212;42380;90041;0;49113;4577;2431;158,56;430,45;841,274;\N
248;4;32373;42580;90505;0;49354;4600;2445;159,226;432,242;845,324;\N
249;4;32534;42780;90969;0;49595;4623;2459;159,893;434,034;849,374;\N
250;4;32695;42980;91433;0;49836;4646;2473;160,56;435,826;853,424;\N
251;4;32856;43180;91897;0;50077;4669;2487;161,226;437,618;857,474;\N
252;4;33017;43380;92361;0;50318;4692;2501;161,893;439,41;861,524;\N
253;4;33178;43580;92825;0;50559;4715;2515;162,56;441,202;865,574;\N
254;4;33339;43780;93289;0;50800;4738;2529;163,226;442,994;869,624;\N
255;4;33500;43980;93753;0;51041;4761;2543;163,893;444,786;873,674;\N
1;5;2;2;2;2;0;0;0;0,1;0;0;\N
2;5;2;2;2;2;0;0;0;0,1;0;0;\N
3;5;2;2;2;2;0;0;0;0,1;0;0;\N
4;5;2;2;2;2;0;0;0;0,1;0;0;\N
5;5;2;2;2;2;0;0;0;0,1;0;0;\N
6;5;2;2;2;2;0;0;0;0,1;0;0;\N
7;5;2;2;2;2;0;0;0;0,1;0;0;\N
8;5;2;2;2;2;0;0;0;0,1;0;0;\N
9;5;2;2;2;2;0;0;0;0,1;0;0;\N
10;5;2;2;2;2;0;0;0;0,1;0;0;\N
11;5;2;2;2;2;0;0;0;0,1;0;0;\N
12;5;2;2;2;2;0;0;0;0,1;0;0;\N
13;5;2;2;2;2;0;0;0;0,1;0;0;\N
14;5;2;2;2;2;0;0;0;0,1;0;0;\N
15;5;2;2;2;2;0;0;0;0,1;0;0;\N
16;5;2;2;2;2;0;0;0;0,1;0;0;\N
17;5;2;2;2;2;0;0;0;0,1;0;0;\N
18;5;2;2;2;2;0;0;0;0,1;0;0;\N
19;5;2;2;2;2;0;0;0;0,1;0;0;\N
20;5;2;2;2;2;0;0;0;0,1;0;0;\N
21;5;2;2;2;2;0;0;0;0,1;0;0;\N
22;5;2;2;2;2;0;0;0;0,1;0;0;\N
23;5;2;2;2;2;0;0;0;0,1;0;0;\N
24;5;2;2;2;2;0;0;0;0,1;0;0;\N
25;5;2;2;2;2;0;0;0;0,1;0;0;\N
26;5;2;2;2;2;0;0;0;0,1;0;0;\N
27;5;2;2;2;2;0;0;0;0,1;0;0;\N
28;5;2;2;2;2;0;0;0;0,1;0;0;\N
29;5;2;2;2;2;0;0;0;0,1;0;0;\N
30;5;2;2;2;2;0;0;0;0,1;0;0;\N
31;5;2;2;2;2;0;0;0;0,1;0;0;\N
32;5;2;2;2;2;0;0;0;0,1;0;0;\N
33;5;2;2;2;2;0;0;0;0,1;0;0;\N
34;5;2;2;2;2;0;0;0;0,1;0;0;\N
35;5;2;2;2;2;0;0;0;0,1;0;0;\N
36;5;2;2;2;2;0;0;0;0,1;0;0;\N
37;5;2;2;2;2;0;0;0;0,1;0;0;\N
38;5;2;2;2;2;0;0;0;0,1;0;0;\N
39;5;2;2;2;2;0;0;0;0,1;0;0;\N
40;5;2;2;2;2;0;0;0;0,1;0;0;\N
41;5;2;2;2;2;0;0;0;0,1;0;0;\N
42;5;2;2;2;2;0;0;0;0,1;0;0;\N
43;5;2;2;2;2;0;0;0;0,1;0;0;\N
44;5;2;2;2;2;0;0;0;0,1;0;0;\N
45;5;2;2;2;2;0;0;0;0,1;0;0;\N
46;5;2;2;2;2;0;0;0;0,1;0;0;\N
47;5;2;2;2;2;0;0;0;0,1;0;0;\N
48;5;2;2;2;2;0;0;0;0,1;0;0;\N
49;5;2;2;2;2;0;0;0;0,1;0;0;\N
50;5;2;2;2;2;0;0;0;0,1;0;0;\N
51;5;2;2;2;2;0;0;0;0,1;0;0;\N
52;5;2;2;2;2;0;0;0;0,1;0;0;\N
53;5;2;2;2;2;0;0;0;0,1;0;0;\N
54;5;2;2;2;2;0;0;0;0,1;0;0;\N
55;5;2;2;2;2;0;0;0;0,1;0;0;\N
56;5;2;2;2;2;0;0;0;0,1;0;0;\N
57;5;2;2;2;2;0;0;0;0,1;0;0;\N
58;5;2;2;2;2;0;0;0;0,1;0;0;\N
59;5;2;2;2;2;0;0;0;0,1;0;0;\N
60;5;2;2;2;2;0;0;0;0,1;0;0;\N
61;5;2;2;2;2;0;0;0;0,1;0;0;\N
62;5;2;2;2;2;0;0;0;0,1;0;0;\N
63;5;2;2;2;2;0;0;0;0,1;0;0;\N
64;5;2;2;2;2;0;0;0;0,1;0;0;\N
65;5;2;2;2;2;0;0;0;0,1;0;0;\N
66;5;2;2;2;2;0;0;0;0,1;0;0;\N
67;5;2;2;2;2;0;0;0;0,1;0;0;\N
68;5;2;2;2;2;0;0;0;0,1;0;0;\N
69;5;2;2;2;2;0;0;0;0,1;0;0;\N
70;5;2;2;2;2;0;0;0;0,1;0;0;\N
71;5;2;2;2;2;0;0;0;0,1;0;0;\N
72;5;2;2;2;2;0;0;0;0,1;0;0;\N
73;5;2;2;2;2;0;0;0;0,1;0;0;\N
74;5;2;2;2;2;0;0;0;0,1;0;0;\N
75;5;2;2;2;2;0;0;0;0,1;0;0;\N
76;5;2;2;2;2;0;0;0;0,1;0;0;\N
77;5;2;2;2;2;0;0;0;0,1;0;0;\N
78;5;2;2;2;2;0;0;0;0,1;0;0;\N
79;5;2;2;2;2;0;0;0;0,1;0;0;\N
80;5;2;2;2;2;0;0;0;0,1;0;0;\N
81;5;2;2;2;2;0;0;0;0,1;0;0;\N
82;5;2;2;2;2;0;0;0;0,1;0;0;\N
83;5;2;2;2;2;0;0;0;0,1;0;0;\N
84;5;2;2;2;2;0;0;0;0,1;0;0;\N
85;5;2;2;2;2;0;0;0;0,1;0;0;\N
86;5;2;2;2;2;0;0;0;0,1;0;0;\N
87;5;2;2;2;2;0;0;0;0,1;0;0;\N
88;5;2;2;2;2;0;0;0;0,1;0;0;\N
89;5;2;2;2;2;0;0;0;0,1;0;0;\N
90;5;2;2;2;2;0;0;0;0,1;0;0;\N
91;5;2;2;2;2;0;0;0;0,1;0;0;\N
92;5;2;2;2;2;0;0;0;0,1;0;0;\N
93;5;2;2;2;2;0;0;0;0,1;0;0;\N
94;5;2;2;2;2;0;0;0;0,1;0;0;\N
95;5;2;2;2;2;0;0;0;0,1;0;0;\N
96;5;2;2;2;2;0;0;0;0,1;0;0;\N
97;5;2;2;2;2;0;0;0;0,1;0;0;\N
98;5;2;2;2;2;0;0;0;0,1;0;0;\N
99;5;2;2;2;2;0;0;0;0,1;0;0;\N
100;5;2;2;2;2;0;0;0;0,1;0;0;\N
1;6;2;2;2;2;0;0;0;0,1;0;0;\N
2;6;2;2;2;2;0;0;0;0,1;0;0;\N
3;6;2;2;2;2;0;0;0;0,1;0;0;\N
4;6;2;2;2;2;0;0;0;0,1;0;0;\N
5;6;2;2;2;2;0;0;0;0,1;0;0;\N
6;6;2;2;2;2;0;0;0;0,1;0;0;\N
7;6;2;2;2;2;0;0;0;0,1;0;0;\N
8;6;2;2;2;2;0;0;0;0,1;0;0;\N
9;6;2;2;2;2;0;0;0;0,1;0;0;\N
10;6;2;2;2;2;0;0;0;0,1;0;0;\N
11;6;2;2;2;2;0;0;0;0,1;0;0;\N
12;6;2;2;2;2;0;0;0;0,1;0;0;\N
13;6;2;2;2;2;0;0;0;0,1;0;0;\N
14;6;2;2;2;2;0;0;0;0,1;0;0;\N
15;6;2;2;2;2;0;0;0;0,1;0;0;\N
16;6;2;2;2;2;0;0;0;0,1;0;0;\N
17;6;2;2;2;2;0;0;0;0,1;0;0;\N
18;6;2;2;2;2;0;0;0;0,1;0;0;\N
19;6;2;2;2;2;0;0;0;0,1;0;0;\N
20;6;2;2;2;2;0;0;0;0,1;0;0;\N
21;6;2;2;2;2;0;0;0;0,1;0;0;\N
22;6;2;2;2;2;0;0;0;0,1;0;0;\N
23;6;2;2;2;2;0;0;0;0,1;0;0;\N
24;6;2;2;2;2;0;0;0;0,1;0;0;\N
25;6;2;2;2;2;0;0;0;0,1;0;0;\N
26;6;2;2;2;2;0;0;0;0,1;0;0;\N
27;6;2;2;2;2;0;0;0;0,1;0;0;\N
28;6;2;2;2;2;0;0;0;0,1;0;0;\N
29;6;2;2;2;2;0;0;0;0,1;0;0;\N
30;6;2;2;2;2;0;0;0;0,1;0;0;\N
31;6;2;2;2;2;0;0;0;0,1;0;0;\N
32;6;2;2;2;2;0;0;0;0,1;0;0;\N
33;6;2;2;2;2;0;0;0;0,1;0;0;\N
34;6;2;2;2;2;0;0;0;0,1;0;0;\N
35;6;2;2;2;2;0;0;0;0,1;0;0;\N
36;6;2;2;2;2;0;0;0;0,1;0;0;\N
37;6;2;2;2;2;0;0;0;0,1;0;0;\N
38;6;2;2;2;2;0;0;0;0,1;0;0;\N
39;6;2;2;2;2;0;0;0;0,1;0;0;\N
40;6;2;2;2;2;0;0;0;0,1;0;0;\N
41;6;2;2;2;2;0;0;0;0,1;0;0;\N
42;6;2;2;2;2;0;0;0;0,1;0;0;\N
43;6;2;2;2;2;0;0;0;0,1;0;0;\N
44;6;2;2;2;2;0;0;0;0,1;0;0;\N
45;6;2;2;2;2;0;0;0;0,1;0;0;\N
46;6;2;2;2;2;0;0;0;0,1;0;0;\N
47;6;2;2;2;2;0;0;0;0,1;0;0;\N
48;6;2;2;2;2;0;0;0;0,1;0;0;\N
49;6;2;2;2;2;0;0;0;0,1;0;0;\N
50;6;2;2;2;2;0;0;0;0,1;0;0;\N
51;6;2;2;2;2;0;0;0;0,1;0;0;\N
52;6;2;2;2;2;0;0;0;0,1;0;0;\N
53;6;2;2;2;2;0;0;0;0,1;0;0;\N
54;6;2;2;2;2;0;0;0;0,1;0;0;\N
55;6;2;2;2;2;0;0;0;0,1;0;0;\N
56;6;2;2;2;2;0;0;0;0,1;0;0;\N
57;6;2;2;2;2;0;0;0;0,1;0;0;\N
58;6;2;2;2;2;0;0;0;0,1;0;0;\N
59;6;2;2;2;2;0;0;0;0,1;0;0;\N
60;6;2;2;2;2;0;0;0;0,1;0;0;\N
61;6;2;2;2;2;0;0;0;0,1;0;0;\N
62;6;2;2;2;2;0;0;0;0,1;0;0;\N
63;6;2;2;2;2;0;0;0;0,1;0;0;\N
64;6;2;2;2;2;0;0;0;0,1;0;0;\N
65;6;2;2;2;2;0;0;0;0,1;0;0;\N
66;6;2;2;2;2;0;0;0;0,1;0;0;\N
67;6;2;2;2;2;0;0;0;0,1;0;0;\N
68;6;2;2;2;2;0;0;0;0,1;0;0;\N
69;6;2;2;2;2;0;0;0;0,1;0;0;\N
70;6;2;2;2;2;0;0;0;0,1;0;0;\N
71;6;2;2;2;2;0;0;0;0,1;0;0;\N
72;6;2;2;2;2;0;0;0;0,1;0;0;\N
73;6;2;2;2;2;0;0;0;0,1;0;0;\N
74;6;2;2;2;2;0;0;0;0,1;0;0;\N
75;6;2;2;2;2;0;0;0;0,1;0;0;\N
76;6;2;2;2;2;0;0;0;0,1;0;0;\N
77;6;2;2;2;2;0;0;0;0,1;0;0;\N
78;6;2;2;2;2;0;0;0;0,1;0;0;\N
79;6;2;2;2;2;0;0;0;0,1;0;0;\N
80;6;2;2;2;2;0;0;0;0,1;0;0;\N
81;6;2;2;2;2;0;0;0;0,1;0;0;\N
82;6;2;2;2;2;0;0;0;0,1;0;0;\N
83;6;2;2;2;2;0;0;0;0,1;0;0;\N
84;6;2;2;2;2;0;0;0;0,1;0;0;\N
85;6;2;2;2;2;0;0;0;0,1;0;0;\N
86;6;2;2;2;2;0;0;0;0,1;0;0;\N
87;6;2;2;2;2;0;0;0;0,1;0;0;\N
88;6;2;2;2;2;0;0;0;0,1;0;0;\N
89;6;2;2;2;2;0;0;0;0,1;0;0;\N
90;6;2;2;2;2;0;0;0;0,1;0;0;\N
91;6;2;2;2;2;0;0;0;0,1;0;0;\N
92;6;2;2;2;2;0;0;0;0,1;0;0;\N
93;6;2;2;2;2;0;0;0;0,1;0;0;\N
94;6;2;2;2;2;0;0;0;0,1;0;0;\N
95;6;2;2;2;2;0;0;0;0,1;0;0;\N
96;6;2;2;2;2;0;0;0;0,1;0;0;\N
97;6;2;2;2;2;0;0;0;0,1;0;0;\N
98;6;2;2;2;2;0;0;0;0,1;0;0;\N
99;6;2;2;2;2;0;0;0;0,1;0;0;\N
100;6;2;2;2;2;0;0;0;0,1;0;0;\N
1;7;2;2;2;2;0;0;0;0,1;0;0;\N
2;7;2;2;2;2;0;0;0;0,1;0;0;\N
3;7;2;2;2;2;0;0;0;0,1;0;0;\N
4;7;2;2;2;2;0;0;0;0,1;0;0;\N
5;7;2;2;2;2;0;0;0;0,1;0;0;\N
6;7;2;2;2;2;0;0;0;0,1;0;0;\N
7;7;2;2;2;2;0;0;0;0,1;0;0;\N
8;7;2;2;2;2;0;0;0;0,1;0;0;\N
9;7;2;2;2;2;0;0;0;0,1;0;0;\N
10;7;2;2;2;2;0;0;0;0,1;0;0;\N
11;7;2;2;2;2;0;0;0;0,1;0;0;\N
12;7;2;2;2;2;0;0;0;0,1;0;0;\N
13;7;2;2;2;2;0;0;0;0,1;0;0;\N
14;7;2;2;2;2;0;0;0;0,1;0;0;\N
15;7;2;2;2;2;0;0;0;0,1;0;0;\N
16;7;2;2;2;2;0;0;0;0,1;0;0;\N
17;7;2;2;2;2;0;0;0;0,1;0;0;\N
18;7;2;2;2;2;0;0;0;0,1;0;0;\N
19;7;2;2;2;2;0;0;0;0,1;0;0;\N
20;7;2;2;2;2;0;0;0;0,1;0;0;\N
21;7;2;2;2;2;0;0;0;0,1;0;0;\N
22;7;2;2;2;2;0;0;0;0,1;0;0;\N
23;7;2;2;2;2;0;0;0;0,1;0;0;\N
24;7;2;2;2;2;0;0;0;0,1;0;0;\N
25;7;2;2;2;2;0;0;0;0,1;0;0;\N
26;7;2;2;2;2;0;0;0;0,1;0;0;\N
27;7;2;2;2;2;0;0;0;0,1;0;0;\N
28;7;2;2;2;2;0;0;0;0,1;0;0;\N
29;7;2;2;2;2;0;0;0;0,1;0;0;\N
30;7;2;2;2;2;0;0;0;0,1;0;0;\N
31;7;2;2;2;2;0;0;0;0,1;0;0;\N
32;7;2;2;2;2;0;0;0;0,1;0;0;\N
33;7;2;2;2;2;0;0;0;0,1;0;0;\N
34;7;2;2;2;2;0;0;0;0,1;0;0;\N
35;7;2;2;2;2;0;0;0;0,1;0;0;\N
36;7;2;2;2;2;0;0;0;0,1;0;0;\N
37;7;2;2;2;2;0;0;0;0,1;0;0;\N
38;7;2;2;2;2;0;0;0;0,1;0;0;\N
39;7;2;2;2;2;0;0;0;0,1;0;0;\N
40;7;2;2;2;2;0;0;0;0,1;0;0;\N
41;7;2;2;2;2;0;0;0;0,1;0;0;\N
42;7;2;2;2;2;0;0;0;0,1;0;0;\N
43;7;2;2;2;2;0;0;0;0,1;0;0;\N
44;7;2;2;2;2;0;0;0;0,1;0;0;\N
45;7;2;2;2;2;0;0;0;0,1;0;0;\N
46;7;2;2;2;2;0;0;0;0,1;0;0;\N
47;7;2;2;2;2;0;0;0;0,1;0;0;\N
48;7;2;2;2;2;0;0;0;0,1;0;0;\N
49;7;2;2;2;2;0;0;0;0,1;0;0;\N
50;7;2;2;2;2;0;0;0;0,1;0;0;\N
51;7;2;2;2;2;0;0;0;0,1;0;0;\N
52;7;2;2;2;2;0;0;0;0,1;0;0;\N
53;7;2;2;2;2;0;0;0;0,1;0;0;\N
54;7;2;2;2;2;0;0;0;0,1;0;0;\N
55;7;2;2;2;2;0;0;0;0,1;0;0;\N
56;7;2;2;2;2;0;0;0;0,1;0;0;\N
57;7;2;2;2;2;0;0;0;0,1;0;0;\N
58;7;2;2;2;2;0;0;0;0,1;0;0;\N
59;7;2;2;2;2;0;0;0;0,1;0;0;\N
60;7;2;2;2;2;0;0;0;0,1;0;0;\N
61;7;2;2;2;2;0;0;0;0,1;0;0;\N
62;7;2;2;2;2;0;0;0;0,1;0;0;\N
63;7;2;2;2;2;0;0;0;0,1;0;0;\N
64;7;2;2;2;2;0;0;0;0,1;0;0;\N
65;7;2;2;2;2;0;0;0;0,1;0;0;\N
66;7;2;2;2;2;0;0;0;0,1;0;0;\N
67;7;2;2;2;2;0;0;0;0,1;0;0;\N
68;7;2;2;2;2;0;0;0;0,1;0;0;\N
69;7;2;2;2;2;0;0;0;0,1;0;0;\N
70;7;2;2;2;2;0;0;0;0,1;0;0;\N
71;7;2;2;2;2;0;0;0;0,1;0;0;\N
72;7;2;2;2;2;0;0;0;0,1;0;0;\N
73;7;2;2;2;2;0;0;0;0,1;0;0;\N
74;7;2;2;2;2;0;0;0;0,1;0;0;\N
75;7;2;2;2;2;0;0;0;0,1;0;0;\N
76;7;2;2;2;2;0;0;0;0,1;0;0;\N
77;7;2;2;2;2;0;0;0;0,1;0;0;\N
78;7;2;2;2;2;0;0;0;0,1;0;0;\N
79;7;2;2;2;2;0;0;0;0,1;0;0;\N
80;7;2;2;2;2;0;0;0;0,1;0;0;\N
81;7;2;2;2;2;0;0;0;0,1;0;0;\N
82;7;2;2;2;2;0;0;0;0,1;0;0;\N
83;7;2;2;2;2;0;0;0;0,1;0;0;\N
84;7;2;2;2;2;0;0;0;0,1;0;0;\N
85;7;2;2;2;2;0;0;0;0,1;0;0;\N
86;7;2;2;2;2;0;0;0;0,1;0;0;\N
87;7;2;2;2;2;0;0;0;0,1;0;0;\N
88;7;2;2;2;2;0;0;0;0,1;0;0;\N
89;7;2;2;2;2;0;0;0;0,1;0;0;\N
90;7;2;2;2;2;0;0;0;0,1;0;0;\N
91;7;2;2;2;2;0;0;0;0,1;0;0;\N
92;7;2;2;2;2;0;0;0;0,1;0;0;\N
93;7;2;2;2;2;0;0;0;0,1;0;0;\N
94;7;2;2;2;2;0;0;0;0,1;0;0;\N
95;7;2;2;2;2;0;0;0;0,1;0;0;\N
96;7;2;2;2;2;0;0;0;0,1;0;0;\N
97;7;2;2;2;2;0;0;0;0,1;0;0;\N
98;7;2;2;2;2;0;0;0;0,1;0;0;\N
99;7;2;2;2;2;0;0;0;0,1;0;0;\N
100;7;2;2;2;2;0;0;0;0,1;0;0;\N
1;8;40;1;1;120;5;8;10;0,1781;0,1781;0,1781;\N
2;8;52;1;1;147;16;10;10;0,3233;0,3233;0,3233;\N
3;8;67;1;1;174;28;12;10;0,4793;0,4793;0,4793;\N
4;8;81;1;1;202;57;13;11;0,5714;0,5714;0,5714;\N
5;8;95;1;1;230;93;14;11;0,768;0,768;0,768;\N
6;8;111;1;1;259;139;15;11;1,1985;1,1985;1,1985;\N
7;8;126;1;1;289;194;15;11;2,159;2,159;2,159;\N
8;8;143;1;1;319;265;16;11;2,5217;2,5217;2,5217;\N
9;8;160;1;1;350;339;17;11;3,03;2,99;2,99;\N
10;8;178;1;1;382;423;17;12;3,4451;3,4451;3,4451;\N
11;8;199;1;1;459;447;18;12;3,975;3,975;3,975;\N
12;8;219;1;1;537;475;19;12;4,6771;4,6771;4,6771;\N
13;8;241;1;1;601;509;20;12;5,1513;5,1513;5,1513;\N
14;8;263;1;1;710;523;21;12;5,7241;5,7241;5,7241;\N
15;8;285;1;1;790;559;22;13;6,3298;6,3298;6,3298;\N
